cluster_id,fact_count,cluster_proportion,avg_attention_score,std_attention_score,weighted_attention_score,avg_sentiment,std_sentiment,sample_event_types
53,4100,0.172443,0.036962,0.146036,0.006374,0.547773,0.4014,cryptocurrency_market_fluctuation; cryptocurrency_market_movement; cryptocurrency_price_movement; market_analysis; market_commentary
34,2514,0.105737,0.0398,0.150074,0.004208,0.236516,0.42829,industrial_policy; industry_analysis; industry_challenges; industry_context; industry_development
59,1591,0.066916,0.062408,0.213932,0.004176,-0.008517,0.311942,etf_analysis; etf_comparison; etf_composition; etf_description; etf_focus
2,1563,0.065739,0.062426,0.180405,0.004104,0.588932,0.206327,blockchain_partnership; collaboration; industry_partnership; investment_partnership; partnership
4,3246,0.136524,0.026434,0.127341,0.003609,0.334442,0.485706,activist_investor; alternative_investment; competitive_investment; cryptocurrency_investment; esg_investing
17,1368,0.057537,0.054017,0.149804,0.003108,0.370424,0.397715,acquisition_and_earnings_announcement; earnings_and_sales_report; earnings_announcement; earnings_announcement_and_acquisition; earnings_announcement_and_deal_uncertainty
10,1582,0.066538,0.046582,0.183451,0.003099,0.28426,0.376807,analyst_comment; analyst_commentary; analyst_coverage; analyst_downgrade; analyst_expectation
51,669,0.028138,0.086214,0.180451,0.002426,-0.283259,0.396194,competition; competition_analysis; competition_and_privacy_changes; competition_expansion; competition_intensification
1,518,0.021787,0.098588,0.230786,0.002148,0.350386,0.234706,comparable_analysis; comparative_analysis; comparison; competitive_benchmarking; competitive_comparison
32,667,0.028053,0.06451,0.178069,0.00181,0.638981,0.244233,cyclical_stock_analysis; financial_analysis; former_penny_stocks; growth_stock_analysis; growth_stock_evaluation
6,540,0.022712,0.073114,0.202819,0.001661,0.388519,0.227827,business_update_and_dividend_growth; dividend_adjustment; dividend_analysis; dividend_announcement; dividend_announcement_and_share_repurchase
15,515,0.02166,0.055137,0.158871,0.001194,0.560194,0.188371,acquisition; acquisition_and_dividend; acquisition_and_expansion; acquisition_and_partnership; acquisition_and_restructuring
29,194,0.008159,0.13855,0.225669,0.00113,0.715979,0.162066,brand_performance; brand_recognition; counterfeit_product_removal; product_adoption; product_demand
37,410,0.017244,0.04983,0.176814,0.000859,0.423171,0.295288,congressional_hearing; crisis_management; criticism; election_impact; government_investigation
9,166,0.006982,0.114656,0.147297,0.000801,0.584036,0.465368,acquisitions_and_earnings_growth; earnings_analysis; earnings_and_demand_update; earnings_and_financials; earnings_and_rating_upgrade
33,149,0.006267,0.1166,0.258989,0.000731,0.53255,0.457998,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
38,57,0.002397,0.273029,0.223414,0.000655,0.540351,0.384164,economic_forecast; economic_outlook; investment_outlook; long_term_outlook; market_cap_projection
40,296,0.01245,0.052358,0.185522,0.000652,-0.25777,0.419387,asset_management_update; asset_under_management_update; assets_under_management_update; brokerage_update; brokerage_upgrade
55,51,0.002145,0.291565,0.251128,0.000625,0.276471,0.487727,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenges
0,112,0.004711,0.113141,0.181452,0.000533,0.769643,0.163576,business_growth; cloud_services_growth; company_growth; expansion_and_growth; growth_acceleration
22,274,0.011524,0.045619,0.16013,0.000526,0.498905,0.266429,ceo_appointment; executive_appointment; executive_background; executive_change; executive_hire
42,100,0.004206,0.105304,0.210888,0.000443,-0.133,0.532364,investment_and_partnership; partnership_acquisition; partnership_and_certifications; partnership_and_competition; partnership_and_expansion
23,120,0.005047,0.085864,0.159329,0.000433,0.039167,0.533119,businessSuspension; business_delegation; business_model; business_model_analysis; business_model_description
47,99,0.004164,0.102012,0.181103,0.000425,0.246465,0.336144,market_valuation; stock_valuation; undervaluation; undervaluation_analysis; undervaluation_opportunity
16,89,0.003743,0.108155,0.272596,0.000405,0.432584,0.356252,capital_increase_approval; capital_plan_approval; capital_raise_consideration; cash_reserve; efficiency_ratio_improvement
25,26,0.001094,0.364225,0.330631,0.000398,-0.507692,0.350739,consumer_spending_decrease; economic_downturn; market_decline; market_plunge; pc_shipments_decline
24,95,0.003996,0.097918,0.217832,0.000391,0.149474,0.308775,currency_headwinds; economic_commentary; economic_policy_impact; federal_reserve_announcement; federal_reserve_intervention
50,1545,0.064981,0.005353,0.054276,0.000348,0.895016,0.049146,adoption; award_or_recognition; award_recognition; client_adoption; conference_discussion
14,35,0.001472,0.19706,0.241625,0.00029,0.288571,0.452783,acquisition_rumor; acquisition_rumors; company_breakup; company_controversy; divestiture
52,454,0.019095,0.014334,0.104182,0.000274,0.393172,0.335587,catastrophe_loss_estimate; data_security_concerns; health_concerns; insurance_claims_improvement; natural_disaster
36,24,0.001009,0.264602,0.267252,0.000267,0.425,0.388641,asset_sale; buyout_interest; divestment; divesture; equity_raising
28,36,0.001514,0.175069,0.301016,0.000265,0.597222,0.29296,analyst_rating; guru_rating; investment_rating; neutral_rating; rating_action
20,38,0.001598,0.157147,0.139278,0.000251,0.573684,0.255141,adoption_expansion; benefit_expansion; business_expansion; cloud_expansion; delivery_expansion
49,16,0.000673,0.306698,0.266011,0.000206,-0.45625,0.438704,export_restrictions; geopolitical_event; geopolitical_risk; geopolitical_tensions; tariff_impact
48,54,0.002271,0.088021,0.226194,0.0002,-0.037037,0.332942,initial_public_offering; ipo_announcement; ipo_arrangement; ipo_impact; ipo_market_trend
57,23,0.000967,0.203595,0.219538,0.000197,0.413043,0.345536,business_restructuring; business_strategy_shift; company_transformation; consolidation; corporate_restructuring
27,39,0.00164,0.117201,0.244421,0.000192,0.3,0.337411,index_composition; index_construction; index_inclusion; index_movement; market_index_movement
31,21,0.000883,0.180054,0.229076,0.000159,0.428571,0.528378,after_hours_trading; bullish_trade; insider_buying; oversold_condition; premarket_trading
13,12,0.000505,0.314714,0.286895,0.000159,-0.325,0.505181,counterfeiting_scheme; court_ruling; human_rights_hearing; lawsuit; lawsuit_settlement
46,61,0.002566,0.058469,0.171125,0.00015,0.64918,0.214723,profit_margin_increase; profitability_outlook; revenue_forecast; revenue_growth; revenue_growth_comparison
21,14,0.000589,0.248577,0.26367,0.000146,-0.385714,0.394348,advertising_pause; company_response; contract_loss; customer_loss; outage_impact_on_clients
5,12,0.000505,0.288331,0.228826,0.000146,0.15,0.597913,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supplier_change
3,22,0.000925,0.128906,0.122044,0.000119,0.563636,0.423777,demand_surge; holiday_sales; holiday_sales_report; holiday_season_sales; new_purchase
19,16,0.000673,0.170136,0.244913,0.000114,0.675,0.216506,business_recovery; economic_recovery; market_rebound; market_recovery; recovery_outlook
54,85,0.003575,0.029397,0.155154,0.000105,0.171765,0.14999,credit_agreement; credit_card_switch; credit_quality_concerns; credit_rating_update
