cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
41,4,4,2.105263,0.390845,0.113652,0.575,0.248747,artificial_intelligence_adoption; investment_in_ai; investment_in_artificial_intelligence
25,26,24,12.631579,0.364225,0.330631,-0.507692,0.350739,consumer_spending_decrease; economic_downturn; market_decline; market_plunge; pc_shipments_decline
13,12,10,5.263158,0.314714,0.286895,-0.325,0.505181,counterfeiting_scheme; court_ruling; human_rights_hearing; lawsuit; lawsuit_settlement
49,16,13,6.842105,0.306698,0.266011,-0.45625,0.438704,export_restrictions; geopolitical_event; geopolitical_risk; geopolitical_tensions; tariff_impact
55,51,31,16.315789,0.291565,0.251128,0.276471,0.487727,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenges
5,12,10,5.263158,0.288331,0.228826,0.15,0.597913,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supplier_change
38,57,45,23.684211,0.273029,0.223414,0.540351,0.384164,economic_forecast; economic_outlook; investment_outlook; long_term_outlook; market_cap_projection
36,24,18,9.473684,0.264602,0.267252,0.425,0.388641,asset_sale; buyout_interest; divestment; divesture; equity_raising
21,14,12,6.315789,0.248577,0.26367,-0.385714,0.394348,advertising_pause; company_response; contract_loss; customer_loss; outage_impact_on_clients
43,9,7,3.684211,0.229583,0.155473,0.655556,0.275322,government_incentive; government_incentives; government_initiative; legislative_support; meeting_with_government
8,11,5,2.631579,0.20576,0.262068,-0.118182,0.587473,flexible_work_arrangements; labor_agreement; labor_dispute; labor_negotiations; wage_increase
57,23,22,11.578947,0.203595,0.219538,0.413043,0.345536,business_restructuring; business_strategy_shift; company_transformation; consolidation; corporate_restructuring
14,35,24,12.631579,0.19706,0.241625,0.288571,0.452783,acquisition_rumor; acquisition_rumors; company_breakup; company_controversy; divestiture
45,10,6,3.157895,0.186445,0.309675,0.22,0.733212,fund_launch; innovation_hub_opening; menu_launch; new_exchange_launch; spin_off_announcement
26,10,10,5.263158,0.184227,0.279459,0.23,0.412432,bankruptcy; debt_analysis; debt_offering; debt_origination_record; debt_refinancing
31,21,19,10.0,0.180054,0.229076,0.428571,0.528378,after_hours_trading; bullish_trade; insider_buying; oversold_condition; premarket_trading
28,36,21,11.052632,0.175069,0.301016,0.597222,0.29296,analyst_rating; guru_rating; investment_rating; neutral_rating; rating_action
19,16,11,5.789474,0.170136,0.244913,0.675,0.216506,business_recovery; economic_recovery; market_rebound; market_recovery; recovery_outlook
39,10,9,4.736842,0.157975,0.281591,0.17,0.629365,labor_cost_increase; price_drop; price_target; price_target_increase; price_target_raise
20,38,32,16.842105,0.157147,0.139278,0.573684,0.255141,adoption_expansion; benefit_expansion; business_expansion; cloud_expansion; delivery_expansion
30,8,5,2.631579,0.156907,0.132034,0.1,0.672681,covid_19_impact; health_crisis_impact; pandemic_growth; pandemic_impact; pandemic_recovery
56,4,1,0.526316,0.155636,0.055073,0.65,0.15,banking_sector_stability; banking_sector_turnaround; banking_system_support
7,13,12,6.315789,0.153323,0.114515,0.507692,0.360473,automation_adoption; digital_innovation; digital_technology_success; digital_transformation; disruption_and_innovation
12,7,7,3.684211,0.148164,0.085592,0.457143,0.483609,climate_risk_disclosure; green_bond_issuance; renewable_energy_initiative; renewable_energy_trend; sustainability_efforts
29,194,69,36.315789,0.13855,0.225669,0.715979,0.162066,brand_performance; brand_recognition; counterfeit_product_removal; product_adoption; product_demand
11,11,9,4.736842,0.138004,0.147225,0.518182,0.482075,auction; bond_offering; contract_ratification; contract_win; deal_cancellation
3,22,14,7.368421,0.128906,0.122044,0.563636,0.423777,demand_surge; holiday_sales; holiday_sales_report; holiday_season_sales; new_purchase
27,39,8,4.210526,0.117201,0.244421,0.3,0.337411,index_composition; index_construction; index_inclusion; index_movement; market_index_movement
18,17,13,6.842105,0.117176,0.114278,0.476471,0.423611,big_data_focus; cloud_adoption; cloud_competition; cloud_computing_strategy; cryptocurrency_adoption
33,149,39,20.526316,0.1166,0.258989,0.53255,0.457998,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
9,166,82,43.157895,0.114656,0.147297,0.584036,0.465368,acquisitions_and_earnings_growth; earnings_analysis; earnings_and_demand_update; earnings_and_financials; earnings_and_rating_upgrade
0,112,63,33.157895,0.113141,0.181452,0.769643,0.163576,business_growth; cloud_services_growth; company_growth; expansion_and_growth; growth_acceleration
16,89,16,8.421053,0.108155,0.272596,0.432584,0.356252,capital_increase_approval; capital_plan_approval; capital_raise_consideration; cash_reserve; efficiency_ratio_improvement
42,100,35,18.421053,0.105304,0.210888,-0.133,0.532364,investment_and_partnership; partnership_acquisition; partnership_and_certifications; partnership_and_competition; partnership_and_expansion
47,99,34,17.894737,0.102012,0.181103,0.246465,0.336144,market_valuation; stock_valuation; undervaluation; undervaluation_analysis; undervaluation_opportunity
1,518,86,45.263158,0.098588,0.230786,0.350386,0.234706,comparable_analysis; comparative_analysis; comparison; competitive_benchmarking; competitive_comparison
24,95,22,11.578947,0.097918,0.217832,0.149474,0.308775,currency_headwinds; economic_commentary; economic_policy_impact; federal_reserve_announcement; federal_reserve_intervention
48,54,11,5.789474,0.088021,0.226194,-0.037037,0.332942,initial_public_offering; ipo_announcement; ipo_arrangement; ipo_impact; ipo_market_trend
51,669,85,44.736842,0.086214,0.180451,-0.283259,0.396194,competition; competition_analysis; competition_and_privacy_changes; competition_expansion; competition_intensification
23,120,45,23.684211,0.085864,0.159329,0.039167,0.533119,businessSuspension; business_delegation; business_model; business_model_analysis; business_model_description
6,540,64,33.684211,0.073114,0.202819,0.388519,0.227827,business_update_and_dividend_growth; dividend_adjustment; dividend_analysis; dividend_announcement; dividend_announcement_and_share_repurchase
58,31,11,5.789474,0.070774,0.189665,0.412903,0.365215,catastrophe_loss_report; customer_satisfaction_report; economic_data_release; industry_loss_report; market_share_report
32,667,96,50.526316,0.06451,0.178069,0.638981,0.244233,cyclical_stock_analysis; financial_analysis; former_penny_stocks; growth_stock_analysis; growth_stock_evaluation
