cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
41,4,4,2.105263,0.390845,0.113652,0.575,0.248747,artificial_intelligence_adoption; investment_in_ai; investment_in_artificial_intelligence
25,32,28,14.736842,0.320737,0.314197,-0.540625,0.324865,consumer_spending_decrease; economic_downturn; industry_slowdown; market_decline; market_plunge
49,17,14,7.368421,0.288657,0.267969,-0.458824,0.42573,brexit_impact; export_restrictions; geopolitical_event; geopolitical_risk; geopolitical_tensions
36,31,22,11.578947,0.279127,0.280041,0.277419,0.450598,asset_divestiture; asset_sale; buyout_interest; divestment; divesture
5,14,12,6.315789,0.260942,0.222222,0.157143,0.553836,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supplier_change
43,17,10,5.263158,0.259042,0.158595,0.582353,0.385373,economic_stimulus; government_incentive; government_incentives; government_initiative; government_subsidy
45,13,8,4.210526,0.24548,0.298348,0.307692,0.666173,fund_launch; innovation_hub_opening; menu_launch; new_exchange_launch; promotion_launch
21,15,13,6.842105,0.236401,0.258771,-0.3,0.497996,advertising_pause; company_response; contract_loss; customer_loss; operations_resumption
26,16,13,6.842105,0.230455,0.237045,0.10625,0.442251,bankruptcy; bond_issuance; bond_issue; bond_sale; debt_analysis
13,26,13,6.842105,0.22069,0.27623,-0.492308,0.458193,counterfeiting_scheme; court_ruling; dispute_resolution; human_rights_hearing; lawsuit
8,11,5,2.631579,0.20576,0.262068,-0.118182,0.587473,flexible_work_arrangements; labor_agreement; labor_dispute; labor_negotiations; wage_increase
55,91,38,20.0,0.194385,0.252894,0.247253,0.409326,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenge
38,95,50,26.315789,0.187704,0.234444,0.473684,0.358934,bearish_outlook; economic_forecast; economic_outlook; investment_outlook; long_term_outlook
57,26,23,12.105263,0.187671,0.211139,0.461538,0.352002,business_restart; business_restart_plan; business_restructuring; business_resumption; business_strategy_shift
14,38,25,13.157895,0.186748,0.23455,0.313158,0.443177,acquisition_rumor; acquisition_rumors; company_breakup; company_controversy; divestiture
28,37,22,11.578947,0.173369,0.297095,0.567568,0.339359,analyst_rating; guru_rating; investment_rating; neutral_rating; rating_action
31,23,20,10.526316,0.17001,0.221296,0.43913,0.506256,after_hours_trading; bullish_trade; insider_buying; oversold_condition; pre_market_trading
20,39,33,17.368421,0.154894,0.138181,0.574359,0.251883,adoption_expansion; benefit_expansion; business_expansion; cloud_expansion; delivery_expansion
19,19,14,7.368421,0.153977,0.22783,0.678947,0.206675,business_recovery; economic_recovery; market_rebound; market_recovery; recovery_outlook
7,13,12,6.315789,0.153323,0.114515,0.507692,0.360473,automation_adoption; digital_innovation; digital_technology_success; digital_transformation; disruption_and_innovation
12,7,7,3.684211,0.148164,0.085592,0.457143,0.483609,climate_risk_disclosure; green_bond_issuance; renewable_energy_initiative; renewable_energy_trend; sustainability_efforts
29,198,71,37.368421,0.141856,0.225047,0.714141,0.161674,brand_performance; brand_recognition; counterfeit_product_removal; product_adoption; product_demand
56,5,2,1.052632,0.138546,0.059955,0.68,0.146969,bank_performance; banking_sector_stability; banking_sector_turnaround; banking_system_support
11,11,9,4.736842,0.138004,0.147225,0.518182,0.482075,auction; bond_offering; contract_ratification; contract_win; deal_cancellation
3,23,15,7.894737,0.129528,0.119397,0.573913,0.417255,demand_surge; holiday_sales; holiday_sales_report; holiday_season_sales; new_purchase
30,12,7,3.684211,0.12927,0.114892,0.333333,0.642045,covid_19_impact; health_crisis_impact; pandemic_growth; pandemic_impact; pandemic_recovery
27,39,8,4.210526,0.117201,0.244421,0.3,0.337411,index_composition; index_construction; index_inclusion; index_movement; market_index_movement
18,17,13,6.842105,0.117176,0.114278,0.476471,0.423611,big_data_focus; cloud_adoption; cloud_competition; cloud_computing_strategy; cryptocurrency_adoption
33,152,42,22.105263,0.115589,0.25652,0.533224,0.453529,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
0,112,63,33.157895,0.113141,0.181452,0.769643,0.163576,business_growth; cloud_services_growth; company_growth; expansion_and_growth; growth_acceleration
47,103,36,18.947368,0.110088,0.182168,0.257282,0.334607,executive_expectations_and_valuation; market_valuation; stock_valuation; undervaluation; undervaluation_analysis
16,91,18,9.473684,0.109881,0.270357,0.437363,0.354453,capital_increase_approval; capital_plan_approval; capital_raise_consideration; cash_reserve; construction_spending_increase
42,101,36,18.947368,0.105361,0.209843,-0.133663,0.529763,investment_and_partnership; partnership_acquisition; partnership_and_certifications; partnership_and_competition; partnership_and_expansion
1,525,91,47.894737,0.105048,0.239856,0.350286,0.235968,comparable_analysis; comparative_analysis; comparison; competitive_benchmarking; competitive_comparison
24,99,25,13.157895,0.09813,0.21373,0.143434,0.339388,currency_headwinds; economic_commentary; economic_policy_impact; federal_reserve_announcement; federal_reserve_intervention
46,66,20,10.526316,0.090847,0.231818,0.615152,0.320153,profit_margin_increase; profitability_outlook; reduced_profit_forecast; revenue_estimate; revenue_forecast
51,672,87,45.789474,0.086443,0.180101,-0.281696,0.396459,competition; competition_analysis; competition_and_privacy_changes; competition_expansion; competition_intensification
23,124,49,25.789474,0.085646,0.15678,0.051613,0.544101,businessSuspension; business_delegation; business_failure; business_model; business_model_analysis
