cluster_id,fact_count,cluster_proportion,avg_attention_score,std_attention_score,weighted_attention_score,avg_sentiment,std_sentiment,sample_event_types
53,4205,0.16223,0.038966,0.149094,0.006321,0.527532,0.430805,cryptocurrency_market_fluctuation; cryptocurrency_market_movement; cryptocurrency_price_movement; market_analysis; market_commentary
34,2546,0.098225,0.042291,0.152538,0.004154,0.237942,0.430109,industrial_policy; industry_analysis; industry_challenges; industry_concerns; industry_context
59,1603,0.061844,0.0658,0.218473,0.004069,-0.006519,0.313906,etf_analysis; etf_comparison; etf_composition; etf_description; etf_focus
2,1588,0.061265,0.06556,0.185902,0.004017,0.589673,0.205514,blockchain_partnership; collaboration; industry_partnership; investment_partnership; partnership
4,3355,0.129437,0.026418,0.127351,0.003419,0.340745,0.479317,activist_investor; alternative_investment; competitive_investment; cryptocurrency_investment; esg_investing
10,1758,0.067824,0.045912,0.181981,0.003114,0.243857,0.386305,analyst_comment; analyst_commentary; analyst_coverage; analyst_downgrade; analyst_expectation
17,1415,0.054591,0.056023,0.15179,0.003058,0.370841,0.39529,acquisition_and_earnings_announcement; earnings_and_sales_report; earnings_announcement; earnings_announcement_and_acquisition; earnings_announcement_and_deal_uncertainty
51,672,0.025926,0.086443,0.180101,0.002241,-0.281696,0.396459,competition; competition_analysis; competition_and_privacy_changes; competition_expansion; competition_intensification
1,525,0.020255,0.105048,0.239856,0.002128,0.350286,0.235968,comparable_analysis; comparative_analysis; comparison; competitive_benchmarking; competitive_comparison
32,873,0.033681,0.054849,0.168608,0.001847,0.390263,0.520317,cyclical_stock_analysis; financial_analysis; former_penny_stocks; growth_stock_analysis; growth_stock_evaluation
6,548,0.021142,0.080578,0.216554,0.001704,0.387226,0.229847,business_update_and_dividend_growth; dividend_adjustment; dividend_analysis; dividend_announcement; dividend_announcement_and_share_repurchase
15,523,0.020177,0.056311,0.158571,0.001136,0.560994,0.193312,acquisition; acquisition_and_dividend; acquisition_and_expansion; acquisition_and_partnership; acquisition_and_restructuring
29,198,0.007639,0.141856,0.225047,0.001084,0.714141,0.161674,brand_performance; brand_recognition; counterfeit_product_removal; product_adoption; product_demand
9,299,0.011535,0.073609,0.140623,0.000849,0.001171,0.769337,acquisitions_and_earnings_growth; earnings_analysis; earnings_and_demand_update; earnings_and_financials; earnings_and_rating_upgrade
37,415,0.016011,0.051049,0.176985,0.000817,0.422651,0.300871,congressional_hearing; crisis_management; criticism; election_impact; election_influence
38,95,0.003665,0.187704,0.234444,0.000688,0.473684,0.358934,bearish_outlook; economic_forecast; economic_outlook; investment_outlook; long_term_outlook
55,91,0.003511,0.194385,0.252894,0.000682,0.247253,0.409326,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenge
33,152,0.005864,0.115589,0.25652,0.000678,0.533224,0.453529,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
40,304,0.011728,0.056886,0.187959,0.000667,-0.239145,0.433256,asset_management_update; asset_under_management_update; assets_under_management_update; brokerage_update; brokerage_upgrade
22,279,0.010764,0.052369,0.171098,0.000564,0.498208,0.267131,ceo_appointment; executive_appointment; executive_background; executive_change; executive_commentary
0,112,0.004321,0.113141,0.181452,0.000489,0.769643,0.163576,business_growth; cloud_services_growth; company_growth; expansion_and_growth; growth_acceleration
47,103,0.003974,0.110088,0.182168,0.000437,0.257282,0.334607,executive_expectations_and_valuation; market_valuation; stock_valuation; undervaluation; undervaluation_analysis
42,101,0.003897,0.105361,0.209843,0.000411,-0.133663,0.529763,investment_and_partnership; partnership_acquisition; partnership_and_certifications; partnership_and_competition; partnership_and_expansion
23,124,0.004784,0.085646,0.15678,0.00041,0.051613,0.544101,businessSuspension; business_delegation; business_failure; business_model; business_model_analysis
48,329,0.012693,0.031556,0.15118,0.000401,0.438906,0.256123,initial_public_offering; ipo_announcement; ipo_arrangement; ipo_funding; ipo_impact
25,32,0.001235,0.320737,0.314197,0.000396,-0.540625,0.324865,consumer_spending_decrease; economic_downturn; industry_slowdown; market_decline; market_plunge
50,1615,0.062307,0.006208,0.061024,0.000387,0.87839,0.092826,adoption; award_or_recognition; award_recognition; client_adoption; conference_discussion
16,91,0.003511,0.109881,0.270357,0.000386,0.437363,0.354453,capital_increase_approval; capital_plan_approval; capital_raise_consideration; cash_reserve; construction_spending_increase
24,99,0.003819,0.09813,0.21373,0.000375,0.143434,0.339388,currency_headwinds; economic_commentary; economic_policy_impact; federal_reserve_announcement; federal_reserve_intervention
36,31,0.001196,0.279127,0.280041,0.000334,0.277419,0.450598,asset_divestiture; asset_sale; buyout_interest; divestment; divesture
14,38,0.001466,0.186748,0.23455,0.000274,0.313158,0.443177,acquisition_rumor; acquisition_rumors; company_breakup; company_controversy; divestiture
52,454,0.017515,0.014334,0.104182,0.000251,0.393172,0.335587,catastrophe_loss_estimate; data_security_concerns; health_concerns; insurance_claims_improvement; natural_disaster
28,37,0.001427,0.173369,0.297095,0.000247,0.567568,0.339359,analyst_rating; guru_rating; investment_rating; neutral_rating; rating_action
20,39,0.001505,0.154894,0.138181,0.000233,0.574359,0.251883,adoption_expansion; benefit_expansion; business_expansion; cloud_expansion; delivery_expansion
46,66,0.002546,0.090847,0.231818,0.000231,0.615152,0.320153,profit_margin_increase; profitability_outlook; reduced_profit_forecast; revenue_estimate; revenue_forecast
13,26,0.001003,0.22069,0.27623,0.000221,-0.492308,0.458193,counterfeiting_scheme; court_ruling; dispute_resolution; human_rights_hearing; lawsuit
49,17,0.000656,0.288657,0.267969,0.000189,-0.458824,0.42573,brexit_impact; export_restrictions; geopolitical_event; geopolitical_risk; geopolitical_tensions
57,26,0.001003,0.187671,0.211139,0.000188,0.461538,0.352002,business_restart; business_restart_plan; business_restructuring; business_resumption; business_strategy_shift
27,39,0.001505,0.117201,0.244421,0.000176,0.3,0.337411,index_composition; index_construction; index_inclusion; index_movement; market_index_movement
43,17,0.000656,0.259042,0.158595,0.00017,0.582353,0.385373,economic_stimulus; government_incentive; government_incentives; government_initiative; government_subsidy
31,23,0.000887,0.17001,0.221296,0.000151,0.43913,0.506256,after_hours_trading; bullish_trade; insider_buying; oversold_condition; pre_market_trading
26,16,0.000617,0.230455,0.237045,0.000142,0.10625,0.442251,bankruptcy; bond_issuance; bond_issue; bond_sale; debt_analysis
5,14,0.00054,0.260942,0.222222,0.000141,0.157143,0.553836,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supplier_change
21,15,0.000579,0.236401,0.258771,0.000137,-0.3,0.497996,advertising_pause; company_response; contract_loss; customer_loss; operations_resumption
54,89,0.003434,0.037351,0.156359,0.000128,0.14382,0.227322,credit_agreement; credit_card_promotion; credit_card_switch; credit_quality_concerns; credit_rating_change
45,13,0.000502,0.24548,0.298348,0.000123,0.307692,0.666173,fund_launch; innovation_hub_opening; menu_launch; new_exchange_launch; promotion_launch
3,23,0.000887,0.129528,0.119397,0.000115,0.573913,0.417255,demand_surge; holiday_sales; holiday_sales_report; holiday_season_sales; new_purchase
19,19,0.000733,0.153977,0.22783,0.000113,0.678947,0.206675,business_recovery; economic_recovery; market_rebound; market_recovery; recovery_outlook
39,721,0.027816,0.003578,0.053104,0.0001,0.100971,0.074571,labor_cost_increase; price_drop; price_target; price_target_increase; price_target_raise
58,33,0.001273,0.070493,0.183831,9e-05,0.439394,0.369225,catastrophe_loss_report; customer_satisfaction_report; economic_data_release; industry_loss_report; market_share_report
8,11,0.000424,0.20576,0.262068,8.7e-05,-0.118182,0.587473,flexible_work_arrangements; labor_agreement; labor_dispute; labor_negotiations; wage_increase
