cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
41,4,4,2.105263,0.38304,0.104851,0.575,0.248747,artificial_intelligence_adoption; investment_in_ai; investment_in_artificial_intelligence
25,30,27,14.210526,0.337357,0.317149,-0.54,0.335261,consumer_spending_decrease; economic_downturn; industry_slowdown; market_decline; market_plunge
49,17,14,7.368421,0.288894,0.267816,-0.458824,0.42573,brexit_impact; export_restrictions; geopolitical_event; geopolitical_risk; geopolitical_tensions
5,13,12,6.315789,0.286731,0.229702,0.207692,0.54273,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supply_agreement
36,28,20,10.526316,0.285718,0.288414,0.282143,0.444051,asset_divestiture; asset_sale; divestment; divesture; equity_raising
45,11,6,3.157895,0.282,0.315256,0.236364,0.699705,innovation_hub_opening; new_exchange_launch; promotion_launch; spin_off_announcement
21,12,10,5.263158,0.26764,0.281074,-0.233333,0.534374,advertising_pause; company_response; contract_loss; customer_loss; operations_resumption
43,19,10,5.263158,0.249051,0.14552,0.421053,0.553057,economic_stimulus; government_incentives; government_initiative; government_subsidy; legislation_passage
26,15,13,6.842105,0.234347,0.244608,0.06,0.417612,bankruptcy; bond_issuance; bond_issue; bond_sale; debt_analysis
13,27,14,7.368421,0.222634,0.271933,-0.411111,0.473234,antitrust_investigation_closure; counterfeiting_scheme; court_ruling; dispute_resolution; human_rights_hearing
8,11,5,2.631579,0.203616,0.261322,-0.118182,0.587473,flexible_work_arrangements; labor_agreement; labor_dispute; labor_negotiations; wage_increase
14,35,22,11.578947,0.199996,0.24179,0.288571,0.449617,acquisition_rumor; company_breakup; company_controversy; divestiture; merger
38,93,49,25.789474,0.192739,0.235824,0.478495,0.345975,bearish_outlook; economic_forecast; economic_outlook; investment_outlook; long_term_outlook
55,88,38,20.0,0.188333,0.250952,0.211364,0.406323,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenge
57,27,23,12.105263,0.179756,0.211694,0.511111,0.294811,business_restart; business_restart_plan; business_restructuring; business_resumption; business_strategy_shift
56,3,1,0.526316,0.179336,0.03477,0.6,0.141421,banking_sector_stability; banking_system_support
31,22,18,9.473684,0.177216,0.227625,0.436364,0.522708,after_hours_trading; bullish_trade; insider_buying; oversold_condition; pre_market_trading
28,40,25,13.157895,0.167952,0.286401,0.6,0.288097,analyst_rating; brand_loyalty_ranking; customer_loyalty_ranking; guru_rating; investment_rating
20,35,31,16.315789,0.161299,0.138157,0.582857,0.25353,adoption_expansion; benefit_expansion; business_expansion; delivery_expansion; expansion
7,13,13,6.842105,0.152484,0.110068,0.507692,0.360473,automation_adoption; digital_innovation; digital_transformation; disruption_and_innovation; menu_innovation
29,189,75,39.473684,0.151323,0.225536,0.721429,0.172757,brand_performance; brand_recognition; counterfeit_product_removal; product_adoption; product_demand
19,20,15,7.894737,0.150897,0.223708,0.685,0.203162,business_recovery; economic_recovery; market_rebound; market_recovery; recovery
