cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
36,3,3,1.578947,0.632956,0.269764,-0.266667,0.329983,asset_divestiture; stock_sales
51,6,3,1.578947,0.63143,0.39701,0.016667,0.313138,competition; competition_risk; competitive_analysis; gaming_market_competition; market_challenges
35,1,1,0.526316,0.485355,0.0,0.6,0.0,licensing_agreement
29,8,5,2.631579,0.459611,0.241305,0.675,0.129904,product_launch
45,2,1,0.526316,0.404905,0.107284,0.5,0.0,new_exchange_launch
1,7,6,3.157895,0.393423,0.276062,0.285714,0.274791,comparison; industry_comparison; market_comparison; sector_comparison
3,1,1,0.526316,0.3839,0.0,0.5,0.0,sales_performance
10,23,13,6.842105,0.365186,0.353093,0.656522,0.246411,analyst_comment; analyst_expectations; analyst_insight; analyst_recommendation; analyst_target_price
46,4,4,2.105263,0.361069,0.380377,0.45,0.665207,profitability_outlook; revenue_estimate; revenue_growth_outlook; revenue_impact
7,2,2,1.052632,0.339843,0.00034,0.7,0.0,technology_transition
37,5,5,2.631579,0.311052,0.28198,0.22,0.53066,illicit_funds_scandal; other; political_influence
38,6,6,3.157895,0.310674,0.151589,0.283333,0.738053,bearish_outlook; market_outlook
26,6,3,1.578947,0.310088,0.104276,-0.1,0.412311,bond_issuance; bond_issue; bond_sale; financial_support; loan_deferrals
20,2,2,1.052632,0.2902,0.218123,0.55,0.05,infrastructure_build_out; market_expansion
13,9,4,2.105263,0.283478,0.383469,-0.522222,0.413058,dispute_resolution; lawsuit; money_laundering_allegations; patent_infringement_lawsuit
16,1,1,0.526316,0.272653,0.0,0.5,0.0,financial_performance
47,9,4,2.105263,0.269722,0.163247,0.366667,0.424264,executive_expectations_and_valuation; industry_valuation; valuation_analysis; valuation_comparison; valuation_update
40,8,6,3.157895,0.220731,0.201172,0.5625,0.282566,investment_portfolio_update; operational_update; portfolio_rebalancing; sector_upgrade; upgrade
17,40,14,7.368421,0.216017,0.235371,0.5025,0.356712,earnings_and_sales_report; earnings_announcement; earnings_report; upcoming_earnings
54,4,2,1.052632,0.2132,0.044402,-0.45,0.55,credit_card_promotion; credit_rating_change
15,7,5,2.631579,0.189986,0.176675,0.657143,0.184059,acquisition; acquisition_approval; acquisitions_and_earnings; potential_acquisitions
24,1,1,0.526316,0.189605,0.0,0.8,0.0,inflation_slowdown
22,3,2,1.052632,0.185378,0.119733,0.266667,0.684755,executive_change; executive_commentary; executive_statement
53,123,17,8.947368,0.159381,0.255948,-0.17561,0.710129,market_analysis; market_commentary; market_fluctuation; market_impact; market_movement
31,2,2,1.052632,0.141904,0.010213,0.05,0.75,sell_signal; unusual_trading_volume
25,5,3,1.578947,0.136861,0.108754,-0.64,0.10198,housing_start_decline; industry_slowdown; market_decline; sector_downgrade_warning; stock_price_decrease
49,3,3,1.578947,0.13535,0.098222,-0.6,0.141421,brexit_impact; export_restrictions; trade_restrictions
12,2,1,0.526316,0.13031,0.058833,0.8,0.0,renewable_energy_commitment; sustainability_efforts
34,114,15,7.894737,0.119704,0.230573,0.650877,0.365207,industry_challenges; industry_concerns; industry_development; industry_group_performance; industry_outlook
42,1,1,0.526316,0.115548,0.0,-0.2,0.0,partnership_loss
6,53,5,2.631579,0.107082,0.292695,0.724528,0.219696,dividend_announcement; dividend_growth; dividend_update
23,3,3,1.578947,0.084309,0.021335,0.266667,0.758654,business_failure; business_update
55,62,8,4.210526,0.079364,0.214886,0.040323,0.272657,regulatory_approval; regulatory_challenge; regulatory_change; regulatory_comparison; regulatory_compliance
30,4,2,1.052632,0.074894,0.010375,0.8,0.070711,vaccine_development; vaccine_speculation; vaccine_trial_results
33,4,4,2.105263,0.069449,0.003349,0.7,0.1,sector_rotation; stress_test_results; technical_breakout; technical_indicators
28,1,1,0.526316,0.066888,0.0,0.8,0.0,stock_rating
14,3,1,0.526316,0.06687,0.000802,0.6,0.08165,merger; merger_approval; merger_completion
0,1,1,0.526316,0.066551,0.0,0.9,0.0,product_growth
21,1,1,0.526316,0.066038,0.0,0.9,0.0,operations_resumption
57,3,1,0.526316,0.065515,7.3e-05,0.833333,0.04714,business_restart; business_restart_plan; business_resumption
19,3,3,1.578947,0.061285,0.002192,0.8,0.0,recovery; recovery_progress; stock_recovery
32,214,10,5.263158,0.035361,0.13811,-0.376636,0.384897,growth_stock_analysis; stock_performance; stock_pick; stock_price_increase; stock_price_movement
50,71,4,2.105263,0.027589,0.143663,0.515493,0.076265,award_recognition; conference_participation; diversity_initiative; social_responsibility_recognition
2,363,6,3.157895,0.027417,0.143325,0.327548,0.102376,partnership
59,373,8,4.210526,0.021849,0.136873,-0.182038,0.11931,etf_holdings; etf_inclusion; etf_inflow; etf_launch; etf_outflow
48,274,4,2.105263,0.0203,0.128666,0.532482,0.05922,ipo_announcement; ipo_funding; ipo_investment; ipo_preparation; ipo_underwriting
9,135,9,4.736842,0.017769,0.095031,-0.677778,0.416807,earnings_disappointment; earnings_estimate_revisions; earnings_expectation; earnings_forecast; earnings_growth
4,1210,7,3.684211,0.005319,0.05974,0.775207,0.083201,investment; investment_advice; investment_and_outlook; investment_announcement; investment_endorsement
39,712,2,1.052632,0.001498,0.037529,0.100702,0.018725,price_target; target_price_increase
