cluster_id,fact_count,cluster_proportion,avg_attention_score,std_attention_score,weighted_attention_score,avg_sentiment,std_sentiment,sample_event_types
53,129,0.029048,0.159509,0.25155,0.004633,-0.205426,0.696203,market_analysis; market_commentary; market_fluctuation; market_impact; market_movement
34,129,0.029048,0.129975,0.23266,0.003775,0.617054,0.391206,industry_challenges; industry_concerns; industry_development; industry_group_performance; industry_outlook
2,374,0.084215,0.036268,0.160117,0.003054,0.332888,0.107044,partnership
10,183,0.041207,0.062052,0.206415,0.002557,-0.092896,0.306048,analyst_comment; analyst_commentary; analyst_downgrade; analyst_expectations; analyst_insight
59,451,0.101554,0.025042,0.140986,0.002543,-0.231486,0.166834,etf_holdings; etf_inclusion; etf_inflow; etf_launch; etf_outflow
4,1285,0.289349,0.008354,0.075521,0.002417,0.759689,0.107435,institutional_investment; investment; investment_advice; investment_analysis; investment_and_outlook
17,66,0.014862,0.155466,0.232161,0.00231,0.419697,0.351283,earnings_and_sales_report; earnings_announcement; earnings_report; upcoming_earnings
32,225,0.050664,0.043189,0.15132,0.002188,-0.321333,0.448591,financial_analysis; growth_stock_analysis; stock_comparison; stock_opportunity; stock_performance
55,47,0.010583,0.136812,0.25146,0.001448,0.13617,0.296379,regulatory_action; regulatory_approval; regulatory_challenge; regulatory_change; regulatory_comparison
6,54,0.012159,0.106971,0.290796,0.001301,0.725926,0.21789,dividend_announcement; dividend_growth; dividend_increase; dividend_update
1,13,0.002927,0.42926,0.328192,0.001257,0.353846,0.259038,comparison; competitive_benchmarking; industry_comparison; market_comparison; operating_margin_comparison
48,274,0.061698,0.02012,0.128072,0.001241,0.532482,0.05922,ipo_announcement; ipo_funding; ipo_investment; ipo_preparation; ipo_underwriting
47,62,0.013961,0.066533,0.17362,0.000929,0.11129,0.191854,executive_expectations_and_valuation; valuation_comparison; valuation_update
29,10,0.002252,0.37581,0.263069,0.000846,0.65,0.201246,counterfeit_product_removal; product_launch
38,42,0.009457,0.085728,0.200076,0.000811,0.4,0.300793,bearish_outlook; economic_forecast; investment_outlook; market_outlook
51,8,0.001801,0.447021,0.429845,0.000805,0.25,0.291548,competition; competition_risk; competitive_analysis; competitive_strategy; competitor_analysis
13,17,0.003828,0.208626,0.30969,0.000799,-0.647059,0.329202,counterfeiting_scheme; dispute_resolution; lawsuit; money_laundering_allegations; patent_infringement_lawsuit
9,136,0.030624,0.024917,0.114832,0.000763,-0.689706,0.393192,earnings_disappointment; earnings_estimate_revisions; earnings_expectation; earnings_forecast; earnings_forecast_revision
22,8,0.001801,0.321769,0.270999,0.00058,0.5625,0.29128,executive_change; executive_commentary; executive_movement; executive_turnaround; leadership_change
46,6,0.001351,0.41371,0.42098,0.000559,0.25,0.718215,profitability_outlook; reduced_profit_forecast; revenue_estimate; revenue_growth_outlook; revenue_impact
43,8,0.001801,0.294342,0.150734,0.00053,0.5,0.466369,economic_stimulus; government_subsidy; legislative_support; tax_credit_extension; tax_legislation
36,5,0.001126,0.420219,0.334437,0.000473,-0.26,0.257682,asset_divestiture; shareholder_update; stock_sales
50,73,0.016438,0.028426,0.141814,0.000467,0.523288,0.088396,award_or_recognition; award_recognition; conference_participation; diversity_initiative; promotional_campaign
37,9,0.002027,0.217794,0.230938,0.000441,0.188889,0.587735,congressional_hearing; election_influence; illicit_funds_scandal; other; political_influence
15,12,0.002702,0.152742,0.152873,0.000413,0.608333,0.340241,acquisition; acquisition_approval; acquisitions_and_earnings; acquisitions_and_expansion; acquisitions_and_revenue_diversification
26,5,0.001126,0.32716,0.067624,0.000368,-0.02,0.40694,bond_issuance; bond_issue; bond_sale; financial_support; loan_loss_projections
40,6,0.001351,0.272099,0.206432,0.000368,0.5,0.3,operational_update; portfolio_rebalancing; upgrade
45,3,0.000676,0.443961,0.121321,0.0003,0.6,0.141421,new_exchange_launch; promotion_launch
39,712,0.160324,0.001493,0.037522,0.000239,0.100702,0.018725,price_target; target_price_increase
16,5,0.001126,0.211326,0.171961,0.000238,0.5,0.268328,construction_spending_increase; efficiency_ratio_improvement; financial_performance; funding_round
54,4,0.000901,0.208853,0.048699,0.000188,-0.45,0.55,credit_card_promotion; credit_rating_change
20,4,0.000901,0.175339,0.187552,0.000158,0.7,0.158114,benefit_expansion; infrastructure_build_out; market_expansion; nft_market_expansion
25,5,0.001126,0.139749,0.089815,0.000157,-0.7,0.063246,industry_slowdown; market_decline; sector_downgrade_warning
7,2,0.00045,0.341266,0.001747,0.000154,0.7,0.0,technology_transition
3,3,0.000676,0.195326,0.118679,0.000132,0.6,0.141421,sales Surge; sales_growth; sales_performance
33,6,0.001351,0.094203,0.058407,0.000127,0.691667,0.130437,breakout; divergence_phenomenon; sector_rotation; stress_test_results; technical_breakout
35,21,0.004729,0.023816,0.10651,0.000113,0.6,0.0,licensing_agreement
49,3,0.000676,0.140822,0.104138,9.5e-05,-0.6,0.141421,brexit_impact; export_restrictions; trade_restrictions
31,4,0.000901,0.101515,0.038374,9.1e-05,0.3,0.587367,pre_market_trading; sell_signal; unusual_trading_volume
24,3,0.000676,0.114911,0.059914,7.8e-05,0.666667,0.124722,inflation_slowdown; interest_rate_outlook; interest_rate_sensitive_benefits
23,4,0.000901,0.076336,0.020684,6.9e-05,0.425,0.711952,business_failure; business_update; market_opportunity
30,4,0.000901,0.071811,0.015933,6.5e-05,0.8,0.070711,vaccine_development; vaccine_speculation; vaccine_trial_results
57,4,0.000901,0.067461,0.001613,6.1e-05,0.825,0.043301,business_restart; business_restart_plan; business_resumption; turnaround_effort
12,2,0.00045,0.130389,0.063499,5.9e-05,0.8,0.0,renewable_energy_commitment; sustainability_efforts
14,3,0.000676,0.067386,0.000273,4.6e-05,0.6,0.08165,merger; merger_approval; merger_completion
42,2,0.00045,0.099085,0.007847,4.5e-05,0.15,0.35,partnership_expansion; partnership_loss
19,3,0.000676,0.06553,0.000634,4.4e-05,0.833333,0.04714,recovery_progress; stock_recovery; turnaround_recovery
5,2,0.00045,0.090867,0.000314,4.1e-05,0.2,0.0,supply_chain_issue
28,2,0.00045,0.066224,0.000307,3e-05,0.8,0.0,stock_rating
0,1,0.000225,0.088081,0.0,2e-05,-0.5,0.0,growth_challenges
21,1,0.000225,0.068329,0.0,1.5e-05,0.9,0.0,operations_resumption
58,1,0.000225,0.066034,0.0,1.5e-05,0.9,0.0,sales_report
