cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
41,5,4,2.105263,0.368011,0.102495,0.62,0.24,ai_revolution; artificial_intelligence_adoption; investment_in_ai; investment_in_artificial_intelligence
25,31,28,14.736842,0.3238,0.315586,-0.53871,0.329885,consumer_spending_decrease; economic_downturn; industry_slowdown; market_decline; market_plunge
36,26,20,10.526316,0.319083,0.292855,0.219231,0.460785,asset_divestiture; asset_sale; divestment; divesture; equity_raising
49,17,14,7.368421,0.288612,0.268865,-0.458824,0.42573,brexit_impact; export_restrictions; geopolitical_event; geopolitical_risk; geopolitical_tensions
27,17,8,4.210526,0.264651,0.308098,0.558824,0.377389,index_composition; index_construction; index_inclusion; index_movement; market_index_movement
5,14,12,6.315789,0.262176,0.2199,0.157143,0.553836,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supplier_change
21,13,11,5.789474,0.261531,0.269962,-0.269231,0.528255,advertising_pause; company_response; contract_loss; customer_loss; operations_resumption
45,12,7,3.684211,0.260378,0.305431,0.266667,0.677413,fund_launch; innovation_hub_opening; new_exchange_launch; promotion_launch; spin_off_announcement
43,18,10,5.263158,0.256496,0.150869,0.416667,0.567891,economic_stimulus; government_incentives; government_initiative; government_subsidy; legislative_support
26,13,11,5.789474,0.255609,0.250629,0.092308,0.417799,bankruptcy; bond_issuance; bond_issue; bond_sale; debt_analysis
13,29,14,7.368421,0.210389,0.265523,-0.458621,0.470156,antitrust_investigation_closure; counterfeiting_scheme; court_ruling; dispute_resolution; human_rights_hearing
8,11,4,2.105263,0.207513,0.261816,-0.118182,0.587473,flexible_work_arrangements; labor_agreement; labor_contract_agreement; labor_dispute; labor_negotiations
55,89,36,18.947368,0.199014,0.255257,0.22809,0.400839,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenge
38,91,48,25.263158,0.193191,0.238373,0.474725,0.348101,bearish_outlook; economic_forecast; economic_outlook; investment_outlook; long_term_outlook
56,3,1,0.526316,0.188489,0.033061,0.6,0.141421,banking_sector_stability; banking_system_support
14,38,25,13.157895,0.186833,0.234915,0.305263,0.435254,acquisition_rumor; acquisition_rumors; company_breakup; company_controversy; divestiture
57,26,23,12.105263,0.185695,0.216011,0.496154,0.2902,business_restart; business_restart_plan; business_restructuring; business_resumption; business_strategy_shift
28,36,21,11.052632,0.178523,0.300848,0.580556,0.292327,analyst_rating; customer_loyalty_ranking; guru_rating; investment_rating; neutral_rating
31,22,19,10.0,0.172139,0.225627,0.427273,0.5145,after_hours_trading; bullish_trade; insider_buying; oversold_condition; pre_market_trading
20,34,29,15.263158,0.166455,0.142064,0.564706,0.249567,adoption_expansion; benefit_expansion; business_expansion; business_model_expansion; delivery_expansion
19,17,12,6.315789,0.165198,0.239198,0.664706,0.21404,business_recovery; economic_recovery; market_rebound; market_recovery; recovery_potential
12,6,5,2.631579,0.16102,0.092529,0.766667,0.074536,green_bond_issuance; renewable_energy_commitment; renewable_energy_initiative; renewable_energy_trend; sustainability_efforts
29,184,70,36.842105,0.156039,0.229465,0.719293,0.17366,brand_performance; brand_recognition; counterfeit_product_removal; product_adoption; product_demand
7,13,13,6.842105,0.155576,0.117688,0.5,0.353009,automation_adoption; digital_technology_success; digital_transformation; disruption_and_innovation; menu_innovation
0,79,54,28.421053,0.147567,0.204634,0.760127,0.187654,business_growth; cloud_services_growth; customer_growth; growth_acceleration; growth_and_dividend
11,10,8,4.210526,0.142201,0.155467,0.49,0.49689,auction; bond_offering; contract_ratification; deal_cancellation; new_deals
3,22,15,7.894737,0.135027,0.12296,0.568182,0.425747,demand_surge; holiday_sales; holiday_sales_report; holiday_season_sales; new_purchase
18,16,12,6.315789,0.12626,0.128258,0.45625,0.428615,big_data_focus; cloud_competition; cloud_computing_strategy; cryptocurrency_adoption; cryptocurrency_backing
30,13,7,3.684211,0.117678,0.095839,0.369231,0.629267,covid_19_impact; health_crisis_impact; pandemic_growth; pandemic_impact; pandemic_recovery
33,157,43,22.631579,0.115214,0.253642,0.54172,0.448701,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
16,92,19,10.0,0.113862,0.272197,0.434783,0.35338,capital_increase_approval; capital_plan_approval; capital_raise_consideration; cash_reserve; construction_spending_increase
47,104,37,19.473684,0.110554,0.181934,0.264423,0.328141,executive_expectations_and_valuation; market_valuation; stock_valuation; undervaluation; undervaluation_analysis
42,101,36,18.947368,0.105061,0.209691,-0.133663,0.529763,investment_and_partnership; partnership_acquisition; partnership_and_certifications; partnership_and_competition; partnership_and_expansion
1,545,90,47.368421,0.100862,0.236929,0.341651,0.233853,comparable_analysis; comparative_analysis; comparison; competitive_benchmarking; competitive_comparison
24,97,21,11.052632,0.097908,0.214993,0.147423,0.305311,currency_headwinds; economic_commentary; federal_reserve_announcement; federal_reserve_intervention; federal_reserve_policy
46,67,21,11.052632,0.091306,0.231917,0.61791,0.318544,profit_margin_increase; profitability_outlook; reduced_profit_forecast; revenue_estimate; revenue_forecast
51,686,89,46.842105,0.086456,0.178697,-0.269679,0.404474,competition; competition_analysis; competition_and_privacy_changes; competition_expansion; competition_intensification
23,119,46,24.210526,0.083943,0.156394,0.021008,0.534031,businessSuspension; business_delegation; business_failure; business_model; business_model_description
6,548,67,35.263158,0.080854,0.216594,0.375912,0.229892,business_update_and_dividend_growth; dividend_adjustment; dividend_announcement; dividend_announcement_and_share_repurchase; dividend_comparison
9,294,89,46.842105,0.073974,0.142515,-0.002551,0.769797,acquisitions_and_earnings_growth; earnings_analysis; earnings_and_demand_update; earnings_and_financials; earnings_and_rating_upgrade
58,32,12,6.315789,0.070244,0.186213,0.41875,0.363522,catastrophe_loss_report; customer_satisfaction_report; economic_data_release; industry_loss_report; market_share_report
2,1589,122,64.210526,0.066344,0.186448,0.585714,0.204459,blockchain_partnership; collaboration; industry_partnership; investment_banking_partnership; investment_partnership
59,1606,95,50.0,0.065911,0.218549,-0.005697,0.314193,etf_analysis; etf_comparison; etf_composition; etf_description; etf_focus
15,526,73,38.421053,0.05645,0.157813,0.561977,0.199045,acquisition; acquisition_analysis; acquisition_and_dividend; acquisition_and_expansion; acquisition_and_partnership
40,303,40,21.052632,0.055925,0.186691,-0.238944,0.434792,asset_management_update; asset_under_management_update; assets_under_management_update; brokerage_update; brokerage_upgrade
32,870,105,55.263158,0.054618,0.169126,0.387241,0.519536,cyclical_stock_analysis; financial_analysis; former_penny_stocks; growth_stock_analysis; growth_stock_evaluation
17,1517,152,80.0,0.05357,0.147208,0.379657,0.391736,acquisition_and_earnings_announcement; earnings_and_sales_report; earnings_announcement; earnings_announcement_and_acquisition; earnings_announcement_and_deal_uncertainty
22,280,33,17.368421,0.052265,0.16993,0.499286,0.26726,ceo_appointment; executive_appointment; executive_background; executive_change; executive_commentary
37,414,51,26.842105,0.051124,0.178121,0.422464,0.30121,congressional_hearing; crisis_management; criticism; election_aftermath; election_impact
10,1768,86,45.263158,0.046161,0.181626,0.24655,0.386991,analyst_comment; analyst_commentary; analyst_coverage; analyst_coverage_initiation; analyst_downgrade
34,2480,123,64.736842,0.042817,0.153774,0.222964,0.42638,industrial_policy; industry_analysis; industry_challenges; industry_concerns; industry_context
53,4164,153,80.526316,0.038965,0.14963,0.528307,0.431799,cryptocurrency_market_movement; cryptocurrency_price_movement; market_analysis; market_commentary; market_condition
54,89,5,2.631579,0.037499,0.156528,0.14382,0.227322,credit_agreement; credit_card_promotion; credit_card_switch; credit_quality_concerns; credit_rating_change
48,330,16,8.421053,0.031531,0.15043,0.439091,0.255756,initial_public_offering; ipo_announcement; ipo_arrangement; ipo_funding; ipo_impact
4,3413,100,52.631579,0.025863,0.12603,0.343071,0.475667,activist_investor; alternative_investment; competitive_investment; cryptocurrency_investment; esg_investing
44,13,11,5.789474,0.024989,0.031635,0.430769,0.126398,high_options_trading_volume; options_contract_availability; options_contract_update; options_trading; options_trading_activity
35,22,2,1.052632,0.022734,0.104179,0.590909,0.04166,licensing_agreement
52,453,9,4.736842,0.014285,0.104685,0.395364,0.332693,catastrophe_loss_estimate; data_security_concerns; insurance_claims_improvement; natural_disaster; natural_disaster_impact
50,1614,24,12.631579,0.006173,0.061115,0.878377,0.092853,adoption; award_or_recognition; award_recognition; conference_discussion; conference_participation
39,722,11,5.789474,0.003662,0.053121,0.101662,0.076795,labor_cost_increase; price_drop; price_target; price_target_increase; price_target_raise
