cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
41,4,4,2.105263,0.375799,0.1033,0.575,0.248747,artificial_intelligence_adoption; investment_in_ai; investment_in_artificial_intelligence
25,26,24,12.631579,0.364705,0.330959,-0.507692,0.350739,consumer_spending_decrease; economic_downturn; market_decline; market_plunge; pc_shipments_decline
5,10,9,4.736842,0.34018,0.229597,0.15,0.586941,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supply_agreement
49,15,12,6.315789,0.306037,0.272515,-0.453333,0.452941,export_restrictions; geopolitical_event; geopolitical_risk; geopolitical_tensions; tariff_impact
38,52,41,21.578947,0.274737,0.225906,0.519231,0.394573,economic_forecast; economic_outlook; investment_outlook; long_term_outlook; market_cap_projection
27,17,8,4.210526,0.267698,0.311193,0.558824,0.377389,index_composition; index_construction; index_inclusion; index_movement; market_index_movement
55,59,33,17.368421,0.266383,0.245508,0.250847,0.495188,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenge
13,14,11,5.789474,0.260477,0.271061,-0.242857,0.502443,antitrust_investigation_closure; court_ruling; human_rights_hearing; lawsuit; lawsuit_settlement
36,27,21,11.052632,0.245519,0.262513,0.362963,0.443177,asset_sale; divestment; divesture; equity_raising; institutional_ownership
21,15,13,6.842105,0.233419,0.257802,-0.413333,0.394743,advertising_pause; business_setback; company_response; contract_loss; customer_loss
43,9,7,3.684211,0.220346,0.1419,0.655556,0.275322,government_incentive; government_incentives; government_initiative; legislative_support; meeting_with_government
45,9,5,2.631579,0.200217,0.323625,0.144444,0.739536,innovation_hub_opening; new_exchange_launch; spin_off_announcement; store_design_launch
57,25,22,11.578947,0.19783,0.215418,0.428,0.335285,business_restructuring; business_strategy_shift; business_turnaround; consolidation; corporate_restructuring
8,12,5,2.631579,0.194442,0.253638,-0.041667,0.617061,flexible_work_arrangements; labor_agreement; labor_contract_agreement; labor_dispute; labor_negotiations
14,36,25,13.157895,0.192023,0.238742,0.280556,0.462973,acquisition_rumor; acquisition_rumors; company_breakup; company_controversy; divestiture
31,19,17,8.947368,0.181223,0.24044,0.484211,0.494457,after_hours_trading; bullish_trade; insider_buying; oversold_condition; premarket_trading
28,37,23,12.105263,0.175844,0.296408,0.589189,0.292966,analyst_rating; customer_loyalty_ranking; guru_rating; investment_rating; neutral_rating
26,11,11,5.789474,0.175375,0.268884,0.090909,0.496267,bankruptcy; debt_analysis; debt_offering; debt_origination_record; debt_refinancing
19,17,12,6.315789,0.164667,0.238545,0.664706,0.21404,business_recovery; economic_recovery; market_rebound; market_recovery; recovery_outlook
20,31,27,14.210526,0.154059,0.128595,0.56129,0.259873,adoption_expansion; benefit_expansion; business_expansion; business_model_expansion; delivery_expansion
12,6,5,2.631579,0.147369,0.083519,0.616667,0.409946,climate_risk_disclosure; green_bond_issuance; renewable_energy_commitment; renewable_energy_initiative; sustainability_efforts
30,9,5,2.631579,0.145767,0.122354,0.177778,0.67128,covid_19_impact; health_crisis_impact; pandemic_growth; pandemic_impact; pandemic_recovery
29,173,64,33.684211,0.142026,0.22818,0.731792,0.168813,brand_performance; brand_recognition; product_adoption; product_demand; product_description
39,12,10,5.263158,0.141224,0.259806,0.275,0.620652,labor_cost_increase; price_drop; price_movement; price_target; price_target_increase
7,12,12,6.315789,0.140375,0.103999,0.458333,0.349901,automation_adoption; digital_technology_success; digital_transformation; disruption_and_innovation; menu_innovation
56,6,1,0.526316,0.130408,0.060587,0.566667,0.179505,banking_sector_stability; banking_sector_update; banking_system_support
11,12,10,5.263158,0.129297,0.142606,0.533333,0.46428,auction; bond_offering; contract_award; contract_ratification; contract_win
3,18,11,5.789474,0.125372,0.120624,0.566667,0.469042,demand_surge; holiday_sales; holiday_sales_report; holiday_season_sales; new_purchase
18,17,13,6.842105,0.120324,0.114603,0.394118,0.484429,big_data_focus; cloud_competition; cloud_computing_strategy; cloud_lag; cryptocurrency_adoption
9,156,78,41.052632,0.116222,0.152147,0.575962,0.46611,earnings_analysis; earnings_and_demand_update; earnings_and_financials; earnings_and_rating_upgrade; earnings_beat
0,107,59,31.052632,0.114914,0.18537,0.779439,0.10915,business_growth; cloud_services_growth; company_growth; customer_growth; growth_acceleration
33,150,40,21.052632,0.113269,0.257987,0.528333,0.465131,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
16,90,17,8.947368,0.107628,0.271381,0.434444,0.354702,capital_increase_approval; capital_plan_announcement; capital_plan_approval; capital_raise_consideration; capital_return_plan
24,92,21,11.052632,0.099001,0.221281,0.13587,0.29288,currency_headwinds; economic_commentary; economic_policy_impact; federal_reserve_announcement; federal_reserve_intervention
42,98,33,17.368421,0.096485,0.19265,-0.142857,0.532802,investment_and_partnership; partnership_acquisition; partnership_and_certifications; partnership_and_competition; partnership_and_expansion
47,101,37,19.473684,0.093795,0.171041,0.261386,0.326387,market_valuation; stock_valuation; undervaluation; undervaluation_analysis; undervaluation_opportunity
1,532,79,41.578947,0.093054,0.228037,0.342857,0.232034,comparable_analysis; comparative_analysis; comparison; competitive_benchmarking; competitive_comparison
48,55,12,6.315789,0.088309,0.224752,-0.030909,0.330769,initial_public_offering; ipo_announcement; ipo_impact; ipo_market_trend; ipo_partnership
23,121,45,23.684211,0.08617,0.15969,0.049587,0.538459,businessSuspension; business_delegation; business_model; business_model_analysis; business_model_description
51,675,81,42.631579,0.085046,0.177073,-0.282815,0.394106,competition; competition_analysis; competition_and_privacy_changes; competition_expansion; competition_intensification
59,1235,84,44.210526,0.080005,0.237578,0.049717,0.335205,etf_analysis; etf_comparison; etf_composition; etf_description; etf_focus
6,489,60,31.578947,0.07755,0.207517,0.34499,0.194033,business_update_and_dividend_growth; dividend_adjustment; dividend_announcement; dividend_announcement_and_share_repurchase; dividend_comparison
2,1240,112,58.947368,0.075155,0.193942,0.665605,0.161034,blockchain_partnership; collaboration; industry_partnership; investment_partnership; partnership
46,59,13,6.842105,0.058722,0.174894,0.654237,0.216538,profit_margin_increase; profitability_outlook; revenue_forecast; revenue_growth; revenue_growth_comparison
32,641,92,48.421053,0.058414,0.174542,0.630421,0.249044,avoidance_of_stocks; cyclical_stock_analysis; former_penny_stocks; growth_stock_evaluation; growth_stock_recommendation
15,521,68,35.789474,0.055124,0.157604,0.566795,0.180825,acquisition; acquisition_analysis; acquisition_and_dividend; acquisition_and_expansion; acquisition_and_partnership
40,293,31,16.315789,0.052343,0.185391,-0.268601,0.40757,asset_management_update; asset_under_management_update; assets_under_management_update; brokerage_update; brokerage_upgrade
