cluster_id,fact_count,cluster_proportion,avg_attention_score,std_attention_score,weighted_attention_score,avg_sentiment,std_sentiment,sample_event_types
53,4183,0.161381,0.038671,0.149289,0.006241,0.530402,0.427861,cryptocurrency_market_fluctuation; cryptocurrency_market_movement; cryptocurrency_price_movement; market_analysis; market_commentary
34,2546,0.098225,0.042193,0.152195,0.004144,0.236096,0.430035,industrial_policy; industry_analysis; industry_challenges; industry_concerns; industry_context
59,1606,0.06196,0.065987,0.21875,0.004089,-0.006009,0.313583,etf_analysis; etf_comparison; etf_composition; etf_description; etf_focus
2,1590,0.061343,0.066269,0.186647,0.004065,0.579623,0.203089,blockchain_partnership; collaboration; industry_partnership; investment_partnership; partnership
4,3344,0.129012,0.026056,0.127077,0.003362,0.339339,0.479391,activist_investor; alternative_investment; competitive_investment; cryptocurrency_investment; esg_investing
10,1773,0.068403,0.046224,0.18138,0.003162,0.247998,0.386931,analyst_comment; analyst_commentary; analyst_coverage; analyst_coverage_initiation; analyst_downgrade
17,1431,0.055208,0.056102,0.150686,0.003097,0.377666,0.396084,acquisition_and_earnings_announcement; earnings_and_sales_report; earnings_announcement; earnings_announcement_and_acquisition; earnings_announcement_and_deal_uncertainty
51,669,0.02581,0.086592,0.180777,0.002235,-0.278176,0.399666,competition; competition_analysis; competition_and_privacy_changes; competition_expansion; competition_intensification
1,526,0.020293,0.104739,0.24008,0.002126,0.347148,0.237664,comparable_analysis; comparative_analysis; comparison; competitive_benchmarking; competitive_comparison
32,876,0.033796,0.0549,0.168001,0.001855,0.389041,0.519873,cyclical_stock_analysis; financial_analysis; former_penny_stocks; growth_stock_analysis; growth_stock_evaluation
6,559,0.021566,0.080909,0.214885,0.001745,0.394097,0.233165,business_update_and_dividend_growth; dividend_adjustment; dividend_announcement; dividend_announcement_and_share_repurchase; dividend_comparison
15,528,0.02037,0.056961,0.158225,0.00116,0.561932,0.20581,acquisition; acquisition_and_dividend; acquisition_and_expansion; acquisition_and_partnership; acquisition_and_restructuring
