cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
41,4,4,2.105263,0.39916,0.114815,0.575,0.248747,artificial_intelligence_adoption; investment_in_ai; investment_in_artificial_intelligence
25,32,28,14.736842,0.319073,0.315182,-0.540625,0.324865,consumer_spending_decrease; economic_downturn; industry_slowdown; market_decline; market_plunge
49,17,14,7.368421,0.292183,0.260711,-0.458824,0.42573,brexit_impact; export_restrictions; geopolitical_event; geopolitical_risk; geopolitical_tensions
43,15,8,4.210526,0.287612,0.155569,0.566667,0.406065,government_incentives; government_initiative; government_subsidy; legislative_support; meeting_with_government
36,29,23,12.105263,0.287356,0.286245,0.296552,0.465709,asset_divestiture; asset_sale; buyout_interest; divestment; divesture
5,13,12,6.315789,0.283684,0.222869,0.207692,0.54273,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supply_agreement
21,13,11,5.789474,0.264489,0.271618,-0.269231,0.528255,advertising_pause; company_response; contract_loss; customer_loss; operations_resumption
45,12,7,3.684211,0.263791,0.305583,0.258333,0.673867,innovation_hub_opening; new_exchange_launch; promotion_launch; spin_off_announcement; store_design_launch
26,14,11,5.789474,0.257525,0.249749,0.05,0.430531,bankruptcy; bond_issuance; bond_issue; bond_sale; debt_analysis
13,29,15,7.894737,0.212996,0.265266,-0.444828,0.469472,antitrust_investigation_closure; counterfeiting_scheme; court_ruling; dispute_resolution; human_rights_hearing
55,88,36,18.947368,0.197721,0.25463,0.2375,0.393213,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenge
57,24,21,11.052632,0.197578,0.218744,0.470833,0.287922,business_restart; business_restart_plan; business_restructuring; business_resumption; business_strategy_shift
8,12,5,2.631579,0.192098,0.252691,-0.15,0.572276,flexible_work_arrangements; labor_agreement; labor_contract_agreement; labor_dispute; labor_negotiations
14,38,24,12.631579,0.184397,0.23418,0.321053,0.449068,acquisition_rumor; acquisition_rumors; company_breakup; company_controversy; divestiture
28,40,24,12.631579,0.168838,0.285774,0.575,0.335224,analyst_rating; customer_loyalty_ranking; guru_rating; investment_rating; neutral_rating
20,34,30,15.789474,0.167102,0.143169,0.573529,0.25473,adoption_expansion; benefit_expansion; business_expansion; expansion; expansion_efforts
38,107,47,24.736842,0.166332,0.228869,0.494393,0.32514,bearish_outlook; economic_forecast; economic_outlook; investment_outlook; long_term_outlook
19,18,13,6.842105,0.1616,0.23297,0.688889,0.20787,business_recovery; economic_recovery; market_rebound; market_recovery; recovery
7,13,13,6.842105,0.160827,0.121167,0.476923,0.342286,automation_adoption; digital_transformation; disruption_and_innovation; menu_innovation; technical_milestone
56,4,2,1.052632,0.158506,0.057433,0.65,0.15,bank_performance; banking_sector_stability; banking_system_support
12,6,5,2.631579,0.152185,0.091205,0.8,0.0,green_bond_issuance; renewable_energy_commitment; renewable_energy_initiative; sustainability_efforts; sustainability_initiative
0,84,57,30.0,0.143206,0.200513,0.759524,0.183951,business_growth; cloud_services_growth; expansion_and_growth; growth_acceleration; growth_and_dividend
29,203,72,37.894737,0.140864,0.222437,0.707635,0.169113,brand_performance; brand_recognition; counterfeit_product_removal; product_adoption; product_demand
23,73,46,24.210526,0.140028,0.185993,0.376712,0.425399,businessSuspension; business_delegation; business_failure; business_model; business_model_analysis
11,11,9,4.736842,0.13792,0.148731,0.509091,0.477597,auction; bond_offering; contract_award; contract_ratification; deal_cancellation
3,23,15,7.894737,0.133304,0.119431,0.573913,0.417255,demand_surge; holiday_sales; holiday_sales_report; holiday_season_sales; new_purchase
18,18,14,7.368421,0.121686,0.118901,0.416667,0.479873,big_data_focus; cloud_adoption; cloud_competition; cloud_computing_strategy; cloud_lag
30,12,7,3.684211,0.119897,0.095118,0.333333,0.642045,covid_19_impact; health_crisis_impact; pandemic_growth; pandemic_impact; pandemic_recovery
33,149,38,20.0,0.11538,0.258108,0.531879,0.457533,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
27,39,8,4.210526,0.114992,0.241099,0.3,0.337411,index_composition; index_construction; index_inclusion; index_movement; market_index_movement
47,104,36,18.947368,0.111953,0.182481,0.263462,0.327302,executive_expectations_and_valuation; industry_valuation; market_valuation; stock_valuation; undervaluation
16,93,20,10.526316,0.107737,0.26692,0.443011,0.35299,capital_increase_approval; capital_plan_announcement; capital_plan_approval; capital_raise_consideration; capital_return_plan
1,521,89,46.842105,0.105182,0.240698,0.350864,0.236668,comparable_analysis; comparative_analysis; comparison; competitive_benchmarking; competitive_comparison
42,99,34,17.894737,0.102448,0.210789,-0.149495,0.522692,investment_and_partnership; partnership_acquisition; partnership_and_certifications; partnership_and_competition; partnership_and_expansion
24,97,24,12.631579,0.097806,0.214351,0.15567,0.319461,currency_headwinds; economic_commentary; economic_policy_impact; federal_reserve_announcement; federal_reserve_intervention
46,67,21,11.052632,0.089807,0.229155,0.595522,0.349171,profit_margin_increase; profitability_outlook; reduced_profit_forecast; revenue_estimate; revenue_forecast
51,678,87,45.789474,0.08718,0.180853,-0.285988,0.391346,competition; competition_analysis; competition_and_privacy_changes; competition_expansion; competition_intensification
6,553,68,35.789474,0.080752,0.21528,0.379566,0.233145,business_update_and_dividend_growth; dividend_adjustment; dividend_analysis; dividend_announcement; dividend_announcement_and_share_repurchase
31,48,18,9.473684,0.079159,0.176724,0.635417,0.395016,after_hours_trading; bullish_trade; insider_buying; oversold_condition; pre_market_trading
9,296,88,46.315789,0.073658,0.141146,-0.00625,0.767985,acquisitions_and_earnings_growth; earnings_analysis; earnings_and_demand_update; earnings_and_financials; earnings_and_rating_upgrade
58,33,12,6.315789,0.071476,0.186074,0.436364,0.365827,catastrophe_loss_report; economic_data_release; fee_income_report; industry_loss_report; market_share_report
59,1603,93,48.947368,0.065987,0.218866,-0.00733,0.313062,etf_analysis; etf_comparison; etf_composition; etf_description; etf_focus
2,1584,118,62.105263,0.065306,0.186197,0.589962,0.205711,blockchain_partnership; collaboration; industry_partnership; investment_partnership; partnership
40,302,40,21.052632,0.056714,0.18862,-0.242053,0.432059,asset_management_update; asset_under_management_update; assets_under_management_update; brokerage_update; brokerage_upgrade
15,519,70,36.842105,0.056703,0.159834,0.556455,0.20323,acquisition; acquisition_analysis; acquisition_and_dividend; acquisition_and_expansion; acquisition_and_partnership
17,1481,156,82.105263,0.056296,0.149167,0.383619,0.39629,acquisition_and_earnings_announcement; earnings_and_sales_report; earnings_announcement; earnings_announcement_and_acquisition; earnings_announcement_and_deal_uncertainty
32,868,102,53.684211,0.05559,0.169937,0.385138,0.520676,avoidance_of_stocks; cyclical_stock_analysis; financial_analysis; former_penny_stocks; growth_stock_analysis
22,277,31,16.315789,0.0522,0.171398,0.499278,0.266274,ceo_appointment; executive_appointment; executive_background; executive_change; executive_commentary
37,413,55,28.947368,0.051586,0.178315,0.421065,0.296087,congressional_hearing; crisis_management; criticism; election_impact; government_investigation
10,1769,86,45.263158,0.04631,0.181529,0.246693,0.386855,analyst_comment; analyst_commentary; analyst_coverage; analyst_coverage_initiation; analyst_downgrade
34,2529,124,65.263158,0.042442,0.152708,0.234065,0.429266,industrial_policy; industry_analysis; industry_challenges; industry_concerns; industry_context
53,4165,154,81.052632,0.039033,0.149766,0.528468,0.432123,cryptocurrency_market_fluctuation; cryptocurrency_market_movement; cryptocurrency_price_movement; market_analysis; market_commentary
54,89,5,2.631579,0.037573,0.156628,0.14382,0.227322,credit_agreement; credit_card_promotion; credit_card_switch; credit_quality_concerns; credit_rating_change
48,328,15,7.894737,0.031404,0.151132,0.43811,0.256106,initial_public_offering; ipo_announcement; ipo_funding; ipo_impact; ipo_investment
4,3404,104,54.736842,0.026046,0.126435,0.337955,0.476058,activist_investor; alternative_investment; competitive_investment; cryptocurrency_investment; esg_investing
35,22,2,1.052632,0.022696,0.104004,0.590909,0.04166,licensing_agreement
44,12,10,5.263158,0.021929,0.03102,0.425,0.129904,high_options_trading_volume; options_contract_availability; options_contract_update; options_trading; options_trading_activity
52,453,9,4.736842,0.014192,0.104196,0.395364,0.332693,catastrophe_loss_estimate; data_security_concerns; insurance_claims_improvement; natural_disaster; natural_disaster_impact
50,1617,27,14.210526,0.006315,0.060934,0.877427,0.09627,adoption; award_recognition; conference_discussion; conference_participation; customer_win
39,722,10,5.263158,0.003683,0.053145,0.101939,0.078924,labor_cost_increase; price_drop; price_movement; price_target; price_target_increase
