cluster_id,fact_count,cluster_proportion,avg_attention_score,std_attention_score,weighted_attention_score,avg_sentiment,std_sentiment,sample_event_types
53,4057,0.173986,0.036059,0.145852,0.006274,0.550621,0.400453,cryptocurrency_market_fluctuation; cryptocurrency_market_movement; cryptocurrency_price_movement; market_analysis; market_commentary
2,1541,0.066086,0.063863,0.182194,0.00422,0.585464,0.207601,blockchain_partnership; collaboration; industry_partnership; investment_partnership; partnership
59,1225,0.052535,0.078732,0.237156,0.004136,0.045918,0.333478,etf_analysis; etf_comparison; etf_composition; etf_description; etf_focus
34,2425,0.103997,0.038984,0.148272,0.004054,0.216557,0.42308,industrial_policy; industry_analysis; industry_challenges; industry_context; industry_development
4,3222,0.138177,0.025462,0.125079,0.003518,0.327281,0.486505,activist_investor; alternative_investment; competitive_investment; cryptocurrency_investment; esg_investing
10,1746,0.074878,0.042339,0.174809,0.00317,0.241237,0.385468,analyst_comment; analyst_commentary; analyst_coverage; analyst_coverage_initiation; analyst_downgrade
17,1433,0.061455,0.050986,0.14254,0.003133,0.363887,0.393132,acquisition_and_earnings_announcement; earnings_and_sales_report; earnings_announcement; earnings_announcement_and_acquisition; earnings_announcement_and_deal_uncertainty
51,682,0.029248,0.086038,0.176537,0.002516,-0.276833,0.398593,competition; competition_analysis; competition_and_privacy_changes; competition_expansion; competition_intensification
1,517,0.022172,0.101688,0.237971,0.002255,0.351354,0.24004,comparable_analysis; comparative_analysis; comparison; competitive_benchmarking; competitive_comparison
32,647,0.027747,0.061793,0.179814,0.001715,0.630912,0.249146,cyclical_stock_analysis; former_penny_stocks; growth_stock_analysis; growth_stock_evaluation; growth_stock_recommendation
6,498,0.021357,0.0781,0.205998,0.001668,0.351807,0.199716,business_update_and_dividend_growth; dividend_adjustment; dividend_announcement; dividend_announcement_and_share_repurchase; dividend_comparison
15,509,0.021829,0.054907,0.15921,0.001199,0.554813,0.198525,acquisition; acquisition_and_dividend; acquisition_and_partnership; acquisition_and_restructuring; acquisition_announcement
29,198,0.008491,0.134991,0.217031,0.001146,0.719949,0.160156,brand_performance; brand_recognition; product_adoption; product_demand; product_description
37,408,0.017497,0.049751,0.17798,0.000871,0.421078,0.29472,congressional_hearing; crisis_management; criticism; election_impact; government_investigation
9,175,0.007505,0.112348,0.144693,0.000843,0.602571,0.449135,acquisitions_and_earnings_growth; earnings_analysis; earnings_and_demand_update; earnings_and_financials; earnings_and_rating_upgrade
33,146,0.006261,0.118065,0.263399,0.000739,0.527055,0.461056,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
40,293,0.012565,0.052801,0.186246,0.000663,-0.27099,0.404343,asset_management_update; asset_under_management_update; assets_under_management_update; brokerage_update; brokerage_upgrade
38,54,0.002316,0.271569,0.222707,0.000629,0.542593,0.361761,economic_forecast; economic_outlook; investment_outlook; long_term_outlook; market_cap_projection
55,52,0.00223,0.28128,0.253727,0.000627,0.232692,0.50639,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenge
22,273,0.011708,0.04547,0.159988,0.000532,0.498901,0.265678,ceo_appointment; executive_appointment; executive_background; executive_change; executive_hire
0,83,0.003559,0.144914,0.199741,0.000516,0.772892,0.123039,business_growth; customer_growth; growth_acceleration; growth_and_dividend; growth_and_value_opportunity
42,99,0.004246,0.103505,0.211171,0.000439,-0.142424,0.52668,investment_and_partnership; partnership_acquisition; partnership_and_certifications; partnership_and_competition; partnership_and_expansion
23,71,0.003045,0.141633,0.182492,0.000431,0.387324,0.404179,businessSuspension; business_delegation; business_model; business_model_description; business_model_innovation
16,89,0.003817,0.112856,0.275718,0.000431,0.425843,0.35491,capital_increase_approval; capital_plan_approval; capital_raise_consideration; capital_return_plan; cash_reserve
47,102,0.004374,0.096439,0.171838,0.000422,0.265686,0.330625,market_valuation; stock_valuation; undervaluation; undervaluation_analysis; undervaluation_opportunity
