cluster_id,fact_count,cluster_proportion,avg_attention_score,std_attention_score,weighted_attention_score,avg_sentiment,std_sentiment,sample_event_types
53,124,0.039415,0.137861,0.231224,0.005434,-0.172581,0.712146,market_analysis; market_commentary; market_entry; market_fluctuation; market_impact
34,62,0.019708,0.226692,0.248859,0.004468,0.454839,0.451763,industry_challenges; industry_concerns; industry_development; industry_group_performance; industry_outlook
2,372,0.118245,0.029106,0.144601,0.003442,0.331989,0.10763,partnership
32,223,0.070884,0.041048,0.151482,0.00291,-0.338117,0.427979,financial_analysis; growth_stock_analysis; stock_opportunity; stock_performance; stock_pick
10,181,0.057533,0.0486,0.180352,0.002796,-0.096685,0.291102,analyst_comment; analyst_expectations; analyst_insight; analyst_recommendation; analyst_target_price
59,378,0.120153,0.022022,0.128644,0.002646,-0.179894,0.127317,etf_analysis; etf_holdings; etf_inclusion; etf_inflow; etf_launch
17,57,0.018118,0.138772,0.213635,0.002514,0.426316,0.312054,earnings_and_sales_report; earnings_announcement; earnings_report; upcoming_earnings
4,179,0.056898,0.04316,0.164061,0.002456,0.520112,0.101045,institutional_investment; investment; investment_advice; investment_analysis; investment_announcement
6,57,0.018118,0.109341,0.284246,0.001981,0.722807,0.214409,dividend_announcement; dividend_growth; dividend_increase; dividend_update
48,275,0.087413,0.02061,0.129101,0.001802,0.532364,0.059144,ipo_announcement; ipo_funding; ipo_investment; ipo_preparation; ipo_underwriting
1,11,0.003497,0.461729,0.345296,0.001614,0.345455,0.267526,comparison; industry_comparison; market_comparison; operating_margin_comparison; peer_comparison
38,42,0.01335,0.086802,0.201291,0.001159,0.445238,0.236243,investment_outlook; market_outlook
55,44,0.013986,0.079877,0.196357,0.001117,0.297727,0.273437,regulatory_approval; regulatory_challenge; regulatory_change; regulatory_environment; regulatory_news
9,133,0.042276,0.02347,0.114345,0.000992,-0.718045,0.340021,earnings_disappointment; earnings_estimate_revisions; earnings_expectation; earnings_forecast; earnings_forecast_revision
29,11,0.003497,0.266688,0.170094,0.000932,0.545455,0.238799,counterfeit_product_removal; product_development; product_launch
13,16,0.005086,0.159217,0.24523,0.00081,-0.65625,0.337211,counterfeiting_scheme; dispute_resolution; lawsuit; money_laundering_allegations
43,10,0.003179,0.254134,0.158479,0.000808,0.52,0.421426,economic_stimulus; government_incentives; government_initiative; government_subsidy; legislative_support
46,6,0.001907,0.412288,0.422246,0.000786,0.3,0.743864,profitability_outlook; reduced_profit_forecast; revenue_estimate; revenue_growth_outlook; revenue_guidance_and_dividend_increase
47,8,0.002543,0.298995,0.155031,0.00076,0.3125,0.422604,executive_expectations_and_valuation; undervaluation; valuation_comparison
36,6,0.001907,0.369334,0.325811,0.000704,-0.25,0.236291,asset_divestiture; institutional_ownership_change; shareholder_update; stock_sales
22,5,0.001589,0.42164,0.297847,0.00067,0.46,0.300666,executive_change; executive_commentary; executive_movement
40,13,0.004132,0.160388,0.175848,0.000663,0.446154,0.439607,brokerage_update; brokerage_upgrade; guidance_revision; operational_update; ownership_update
50,71,0.022568,0.027577,0.144178,0.000622,0.515493,0.076265,award_recognition; conference_participation; diversity_initiative; social_responsibility_recognition
26,6,0.001907,0.313784,0.113882,0.000598,-0.1,0.412311,bond_issuance; bond_issue; bond_sale; financial_support; loan_deferrals
51,5,0.001589,0.29972,0.351888,0.000476,0.12,0.231517,competition_risk; competitive_analysis; competitive_strategy; market_competition
45,3,0.000954,0.450497,0.128143,0.00043,0.6,0.141421,new_exchange_launch; promotion_launch
37,39,0.012397,0.033784,0.12473,0.000419,0.746154,0.25705,election_impact; illicit_funds_scandal; other
15,12,0.003814,0.10568,0.111102,0.000403,0.566667,0.347211,acquisition; acquisition_announcement; acquisition_approval; acquisitions_and_expansion; acquisitions_and_revenue_diversification
39,712,0.226319,0.001491,0.037517,0.000337,0.100702,0.018725,price_target; target_price_increase
0,4,0.001271,0.211737,0.133563,0.000269,0.525,0.593191,growth_challenges; growth_outlook; industry_growth; market_growth
54,4,0.001271,0.211198,0.04635,0.000269,-0.45,0.55,credit_card_promotion; credit_rating_change
20,4,0.001271,0.176647,0.180128,0.000225,0.675,0.129904,infrastructure_build_out; investment_expansion; market_expansion; nft_market_expansion
25,6,0.001907,0.116441,0.091556,0.000222,-0.716667,0.068718,industry_slowdown; market_decline; sector_downgrade_warning; stock_price_decrease
3,3,0.000954,0.185444,0.089966,0.000177,0.6,0.141421,sales Surge; sales_growth; sales_performance
58,3,0.000954,0.184746,0.168821,0.000176,0.4,0.637704,economic_data_release; sales_report
35,21,0.006675,0.023639,0.105718,0.000158,0.6,0.0,licensing_agreement
16,3,0.000954,0.140009,0.097883,0.000134,0.7,0.141421,construction_spending_increase; financial_performance
42,3,0.000954,0.123522,0.02685,0.000118,0.166667,0.286744,partnership_expansion; partnership_loss
30,5,0.001589,0.071755,0.0107,0.000114,0.78,0.074833,vaccine_development; vaccine_speculation; vaccine_trial_results
33,3,0.000954,0.116432,0.067472,0.000111,0.666667,0.094281,divergence_phenomenon; sector_rotation; technical_breakout
31,3,0.000954,0.114078,0.034278,0.000109,0.2,0.648074,pre_market_trading; sell_signal; unusual_trading_volume
7,1,0.000318,0.338924,0.0,0.000108,0.7,0.0,technology_transition
24,3,0.000954,0.112319,0.053726,0.000107,0.266667,0.684755,inflation_slowdown; interest_rate_impact; interest_rate_sensitive_benefits
14,4,0.001271,0.072587,0.007982,9.2e-05,0.65,0.111803,merger; merger_approval; merger_completion; takeover_proposal
23,3,0.000954,0.081602,0.019701,7.8e-05,0.266667,0.758654,business_failure; business_update
49,2,0.000636,0.119179,0.119179,7.6e-05,-0.5,0.0,brexit_impact; trade_restrictions
19,3,0.000954,0.072499,0.003387,6.9e-05,0.8,0.0,recovery; recovery_progress; stock_recovery
57,3,0.000954,0.07027,0.000162,6.7e-05,0.833333,0.04714,business_restart; business_restart_plan; business_resumption
5,2,0.000636,0.093852,0.000261,6e-05,0.2,0.0,supply_chain_issue
21,1,0.000318,0.070386,0.0,2.2e-05,0.9,0.0,operations_resumption
