cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
35,1,1,0.526316,0.487055,0.0,0.6,0.0,licensing_agreement
46,5,5,2.631579,0.484812,0.427902,0.2,0.777174,profitability_outlook; reduced_profit_forecast; revenue_estimate; revenue_growth_outlook; revenue_impact
51,8,6,3.157895,0.479833,0.408712,0.2125,0.231503,competition; competition_risk; competitive_analysis; competitive_strategy; gaming_market_competition
45,3,2,1.052632,0.447835,0.120409,0.6,0.141421,new_exchange_launch; promotion_launch
1,13,10,5.263158,0.427416,0.328066,0.315385,0.256743,comparison; industry_comparison; investment_comparison; market_comparison; operating_margin_comparison
22,6,4,2.105263,0.349004,0.305982,0.266667,0.512076,executive_change; executive_commentary; executive_movement; executive_statement
29,17,9,4.736842,0.34413,0.232631,0.588235,0.21111,counterfeit_product_removal; product_adoption; product_development; product_launch
42,4,4,2.105263,0.339548,0.381911,0.175,0.248747,partnership_expansion; partnership_loss; unsubstantiated_partnership_rumor
7,2,2,1.052632,0.33591,0.000213,0.7,0.0,technology_transition
36,7,4,2.105263,0.33375,0.317989,-0.228571,0.224972,asset_divestiture; institutional_ownership_change; shareholder_update; stock_sales
26,6,4,2.105263,0.302829,0.138483,-0.1,0.412311,bond_issuance; bond_issue; bond_sale; financial_support; loan_loss_projections
47,8,5,2.631579,0.298328,0.157767,0.3125,0.422604,executive_expectations_and_valuation; undervaluation; valuation_comparison
43,10,4,2.105263,0.257045,0.162479,0.52,0.421426,economic_stimulus; government_incentives; government_initiative; government_subsidy; legislative_support
40,8,7,3.684211,0.219921,0.189355,0.275,0.478931,guidance_revision; operational_update; ownership_update; portfolio_rebalancing; upgrade
20,5,5,2.631579,0.211721,0.179341,0.7,0.126491,infrastructure_build_out; investment_expansion; market_expansion; nft_market_expansion; product_expansion
13,17,5,2.631579,0.209803,0.309156,-0.647059,0.329202,counterfeiting_scheme; dispute_resolution; lawsuit; money_laundering_allegations; patent_infringement_lawsuit
54,4,2,1.052632,0.20925,0.043525,-0.45,0.55,credit_card_promotion; credit_rating_change
16,5,5,2.631579,0.208656,0.169834,0.5,0.268328,construction_spending_increase; efficiency_ratio_improvement; financial_performance; funding_round
3,3,3,1.578947,0.194262,0.111183,0.6,0.141421,sales Surge; sales_growth; sales_performance
12,1,1,0.526316,0.183718,0.0,0.8,0.0,sustainability_efforts
0,5,4,2.105263,0.183175,0.13545,0.58,0.541849,growth_challenges; industry_growth; market_growth; product_growth
15,10,7,3.684211,0.172112,0.165103,0.53,0.376962,acquisition; acquisition_announcement; acquisition_approval; acquisitions_and_expansion; portfolio_acquisition
17,71,19,10.0,0.166985,0.248183,0.414085,0.376902,earnings_announcement; earnings_report; upcoming_earnings
53,129,23,12.105263,0.162917,0.24971,-0.196899,0.692142,market_analysis; market_commentary; market_entry; market_fluctuation; market_impact
49,3,3,1.578947,0.132164,0.097195,-0.6,0.141421,brexit_impact; export_restrictions; trade_restrictions
34,128,20,10.526316,0.13056,0.232256,0.609375,0.402422,industry_challenges; industry_concerns; industry_development; industry_group_performance; industry_outlook
25,7,5,2.631579,0.122985,0.088104,-0.657143,0.090351,housing_start_decline; industry_slowdown; market_decline; sector_downgrade_warning; stock_price_decrease
31,3,3,1.578947,0.115714,0.035378,0.2,0.648074,pre_market_trading; sell_signal; unusual_trading_volume
28,1,1,0.526316,0.11535,0.0,-0.5,0.0,ratings_action
6,56,7,3.684211,0.112675,0.289628,0.725,0.21485,dividend_announcement; dividend_growth; dividend_hike; dividend_increase; dividend_update
55,70,12,6.315789,0.101516,0.221926,0.064286,0.309855,regulatory_action; regulatory_approval; regulatory_challenge; regulatory_change; regulatory_comparison
33,5,5,2.631579,0.097382,0.058933,0.66,0.12,divergence_phenomenon; sector_rotation; stress_test_results; technical_breakout
24,5,4,2.105263,0.096558,0.054211,-0.1,0.701427,inflation_slowdown; interest_rate_hike; interest_rate_impact; interest_rate_sensitive_benefits
23,2,2,1.052632,0.090698,0.02259,-0.05,0.75,business_failure; business_update
14,5,3,1.578947,0.090026,0.031478,0.56,0.205913,merger; merger_approval; merger_completion; potential_buyout; takeover_proposal
5,2,2,1.052632,0.087105,0.000435,0.2,0.0,supply_chain_issue
38,41,8,4.210526,0.084054,0.201988,0.426829,0.233765,economic_forecast; economic_outlook; investment_outlook; market_outlook
30,4,2,1.052632,0.074636,0.012033,0.8,0.070711,vaccine_development; vaccine_speculation; vaccine_trial_results
56,1,1,0.526316,0.069952,0.0,0.8,0.0,bank_performance
19,2,2,1.052632,0.067422,0.002817,0.8,0.0,recovery_progress; stock_recovery
57,3,1,0.526316,0.066178,7.6e-05,0.833333,0.04714,business_restart; business_restart_plan; business_resumption
58,2,2,1.052632,0.065662,0.004186,0.85,0.05,fee_income_report; sales_report
21,1,1,0.526316,0.06529,0.0,0.9,0.0,operations_resumption
10,187,17,8.947368,0.064761,0.212382,-0.07754,0.320642,analyst_comment; analyst_commentary; analyst_downgrade; analyst_expectations; analyst_insight
37,42,6,3.157895,0.057774,0.168003,0.67381,0.370366,congressional_hearing; election_impact; illicit_funds_scandal; other
32,221,16,8.421053,0.041151,0.152288,-0.342986,0.422134,financial_analysis; growth_stock_analysis; stock_performance; stock_pick; stock_price_increase
2,379,12,6.315789,0.038447,0.160652,0.337203,0.113303,partnership
50,72,5,2.631579,0.027894,0.143034,0.519444,0.082729,award_or_recognition; award_recognition; conference_participation; diversity_initiative; social_responsibility_recognition
9,136,12,6.315789,0.026735,0.116193,-0.700735,0.372096,earnings_disappointment; earnings_estimate_revisions; earnings_expectation; earnings_forecast; earnings_forecast_revision
59,454,15,7.894737,0.025961,0.14182,-0.226101,0.179163,etf_analysis; etf_holdings; etf_holdings_analysis; etf_inclusion; etf_inflow
48,276,5,2.631579,0.020517,0.128137,0.532246,0.059069,ipo_announcement; ipo_funding; ipo_investment; ipo_preparation; ipo_underwriting
4,1281,11,5.789474,0.007954,0.074821,0.760383,0.105478,institutional_investment; investment; investment_advice; investment_analysis; investment_and_outlook
52,293,1,0.526316,0.003845,0.058762,0.598294,0.02916,security_flaw_opportunity; security_patch
39,711,1,0.526316,0.001406,0.037477,0.1,0.0,price_target
