cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
41,4,4,2.105263,0.382875,0.104774,0.575,0.248747,artificial_intelligence_adoption; investment_in_ai; investment_in_artificial_intelligence
25,31,28,14.736842,0.325461,0.316773,-0.53871,0.329885,consumer_spending_decrease; economic_downturn; industry_slowdown; market_decline; market_plunge
5,12,11,5.789474,0.292469,0.224077,0.158333,0.536126,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supply_agreement
49,17,14,7.368421,0.287505,0.26338,-0.458824,0.42573,brexit_impact; export_restrictions; geopolitical_event; geopolitical_risk; geopolitical_tensions
43,16,9,4.736842,0.27162,0.157722,0.56875,0.393254,economic_stimulus; government_incentives; government_initiative; government_subsidy; legislative_support
36,32,25,13.157895,0.270904,0.282194,0.3625,0.428478,asset_divestiture; asset_sale; buyout_interest; divestment; divesture
27,17,8,4.210526,0.264525,0.307212,0.558824,0.377389,index_composition; index_construction; index_inclusion; index_movement; market_index_movement
45,12,7,3.684211,0.262054,0.30647,0.266667,0.677413,fund_launch; innovation_hub_opening; new_exchange_launch; promotion_launch; spin_off_announcement
35,2,2,1.052632,0.244264,0.244264,0.5,0.1,licensing_agreement
26,16,13,6.842105,0.233162,0.237796,0.0125,0.489738,bankruptcy; bond_issuance; bond_issue; bond_sale; debt_analysis
21,15,13,6.842105,0.227939,0.259251,-0.306667,0.50394,advertising_pause; business_setback; company_response; contract_loss; customer_loss
13,31,14,7.368421,0.202492,0.258341,-0.477419,0.464001,antitrust_investigation_closure; counterfeiting_scheme; court_ruling; dispute_resolution; human_rights_hearing
8,12,5,2.631579,0.199718,0.254568,-0.041667,0.617061,flexible_work_arrangements; labor_agreement; labor_contract_agreement; labor_dispute; labor_negotiations
38,88,46,24.210526,0.195832,0.240745,0.485227,0.324839,economic_forecast; economic_outlook; investment_outlook; long_term_outlook; market_cap_projection
14,37,23,12.105263,0.190111,0.236555,0.281081,0.465477,acquisition_rumor; acquisition_rumors; company_breakup; company_controversy; divestiture
57,26,22,11.578947,0.189785,0.21367,0.457692,0.34771,business_restart; business_restart_plan; business_restructuring; business_resumption; business_strategy_shift
31,21,18,9.473684,0.179576,0.230023,0.42381,0.526357,after_hours_trading; bullish_trade; insider_buying; oversold_condition; pre_market_trading
28,40,24,12.631579,0.168063,0.284231,0.5725,0.333157,analyst_rating; customer_loyalty_ranking; guru_rating; investment_rating; neutral_rating
20,36,30,15.789474,0.161271,0.139475,0.572222,0.247892,adoption_expansion; benefit_expansion; business_expansion; business_model_expansion; delivery_expansion
19,18,13,6.842105,0.15813,0.233437,0.672222,0.210305,business_recovery; economic_recovery; market_rebound; market_recovery; recovery_potential
55,112,39,20.526316,0.154694,0.236838,0.166964,0.412178,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenge
7,14,13,6.842105,0.149851,0.112148,0.507143,0.347366,automation_adoption; digital_innovation; digital_technology_success; digital_transformation; disruption_and_innovation
23,72,46,24.210526,0.141492,0.184116,0.372222,0.426622,businessSuspension; business_delegation; business_failure; business_model; business_model_analysis
29,201,72,37.894737,0.141323,0.223424,0.710945,0.165282,brand_performance; brand_recognition; counterfeit_product_removal; product_adoption; product_demand
12,8,7,3.684211,0.14071,0.085001,0.5,0.466369,climate_risk_disclosure; green_bond_issuance; renewable_energy_commitment; renewable_energy_initiative; renewable_energy_trend
11,10,8,4.210526,0.139264,0.152693,0.49,0.49689,auction; bond_offering; contract_ratification; deal_cancellation; new_deals
3,21,14,7.368421,0.138918,0.126103,0.561905,0.43477,demand_surge; holiday_sales; holiday_sales_report; holiday_season_sales; new_purchase
18,16,12,6.315789,0.121696,0.114347,0.45625,0.428615,big_data_focus; cloud_competition; cloud_computing_strategy; cryptocurrency_adoption; cryptocurrency_backing
56,7,1,0.526316,0.121387,0.059185,0.442857,0.184059,banking_sector_stability; banking_sector_update; banking_system_support; deposit_trends
30,13,7,3.684211,0.120438,0.100948,0.369231,0.629267,covid_19_impact; health_crisis_impact; pandemic_growth; pandemic_impact; pandemic_recovery
0,103,57,30.0,0.116707,0.188631,0.767961,0.166759,business_growth; company_growth; customer_growth; expansion_and_growth; growth_acceleration
33,155,44,23.157895,0.114906,0.254932,0.53,0.457715,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
16,92,19,10.0,0.114065,0.27241,0.432609,0.351738,capital_increase_approval; capital_plan_announcement; capital_plan_approval; capital_raise_consideration; cash_reserve
47,110,42,22.105263,0.109884,0.178147,0.273636,0.341302,executive_expectations_and_valuation; market_valuation; stock_valuation; undervaluation; undervaluation_analysis
42,99,34,17.894737,0.103244,0.211459,-0.152525,0.518027,investment_and_partnership; partnership_acquisition; partnership_and_certifications; partnership_and_competition; partnership_and_expansion
24,95,23,12.105263,0.099705,0.218932,0.131579,0.313977,currency_headwinds; economic_commentary; federal_reserve_announcement; federal_reserve_intervention; federal_reserve_policy
1,602,92,48.421053,0.093431,0.227086,0.330399,0.230822,comparable_analysis; comparative_analysis; comparison; competitive_benchmarking; competitive_comparison
46,65,19,10.0,0.091235,0.23334,0.621538,0.322725,profit_margin_increase; profitability_outlook; reduced_profit_forecast; revenue_estimate; revenue_forecast
51,690,87,45.789474,0.087325,0.17919,-0.274348,0.397813,competition; competition_analysis; competition_and_privacy_changes; competition_intensification; competition_performance
6,554,67,35.263158,0.080833,0.215776,0.381047,0.233522,business_update_and_dividend_growth; dividend_adjustment; dividend_analysis; dividend_announcement; dividend_announcement_and_share_repurchase
9,294,88,46.315789,0.074209,0.14262,-0.010034,0.766281,acquisitions_and_earnings_growth; earnings_analysis; earnings_and_demand_update; earnings_and_financials; earnings_and_rating_upgrade
58,34,13,6.842105,0.069939,0.180505,0.441176,0.363899,catastrophe_loss_report; economic_data_release; industry_loss_report; market_share_report; portfolio_disclosure
59,1608,94,49.473684,0.066006,0.218247,-0.005317,0.314242,etf_analysis; etf_comparison; etf_composition; etf_description; etf_focus
2,1589,122,64.210526,0.065497,0.186218,0.589081,0.206278,blockchain_partnership; industry_partnership; investment_partnership; partnership; partnership_and_industry_challenges
15,528,73,38.421053,0.056423,0.157354,0.567235,0.186084,acquisition; acquisition_and_dividend; acquisition_and_expansion; acquisition_and_partnership; acquisition_and_restructuring
40,301,39,20.526316,0.056008,0.187521,-0.245183,0.429345,asset_management_update; asset_under_management_update; assets_under_management_update; brokerage_update; brokerage_upgrade
17,1393,151,79.473684,0.055593,0.152743,0.362699,0.39561,acquisition_and_earnings_announcement; earnings_and_sales_report; earnings_announcement; earnings_announcement_and_acquisition; earnings_announcement_and_deal_uncertainty
32,871,103,54.210526,0.055259,0.169033,0.387486,0.519177,cyclical_stock_analysis; financial_analysis; former_penny_stocks; growth_stock_analysis; growth_stock_evaluation
22,279,32,16.842105,0.052303,0.170588,0.49319,0.274855,ceo_appointment; executive_appointment; executive_background; executive_change; executive_commentary
37,417,54,28.421053,0.051137,0.176512,0.421103,0.296237,competitive_jab; congressional_hearing; crisis_management; criticism; election_aftermath
10,1795,84,44.210526,0.045467,0.180263,0.250084,0.384974,analyst_comment; analyst_commentary; analyst_coverage; analyst_coverage_initiation; analyst_downgrade
34,2548,125,65.789474,0.042332,0.152439,0.23748,0.430167,industrial_policy; industry_analysis; industry_challenges; industry_concerns; industry_context
53,4172,153,80.526316,0.039054,0.14959,0.527953,0.431301,cryptocurrency_market_fluctuation; cryptocurrency_market_movement; cryptocurrency_price_movement; market_analysis; market_commentary
54,89,5,2.631579,0.037762,0.156855,0.14382,0.227322,credit_agreement; credit_card_promotion; credit_card_switch; credit_quality_concerns; credit_rating_change
48,331,17,8.947368,0.031873,0.150872,0.439275,0.255392,initial_public_offering; ipo_announcement; ipo_arrangement; ipo_funding; ipo_impact
4,3347,101,53.157895,0.026132,0.127157,0.33899,0.479454,activist_investor; alternative_investment; cryptocurrency_investment; esg_investing; hedge_fund_positioning
44,13,11,5.789474,0.025697,0.032517,0.430769,0.126398,high_options_trading_volume; options_contract_availability; options_contract_update; options_trading; options_trading_activity
52,453,9,4.736842,0.014169,0.103993,0.395364,0.332693,catastrophe_loss_estimate; data_security_concerns; insurance_claims_improvement; natural_disaster; natural_disaster_impact
50,1614,25,13.157895,0.006176,0.061057,0.878005,0.094355,adoption; award_or_recognition; award_recognition; conference_discussion; conference_participation
39,722,10,5.263158,0.003665,0.053134,0.101662,0.076795,labor_cost_increase; price_drop; price_movement; price_target; price_target_increase
