cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
41,4,4,2.105263,0.371065,0.10516,0.575,0.248747,artificial_intelligence_adoption; investment_in_ai; investment_in_artificial_intelligence
25,32,28,14.736842,0.319671,0.314278,-0.540625,0.324865,consumer_spending_decrease; economic_downturn; industry_slowdown; market_decline; market_plunge
45,11,6,3.157895,0.280333,0.315086,0.236364,0.699705,innovation_hub_opening; new_exchange_launch; promotion_launch; spin_off_announcement
49,18,14,7.368421,0.271812,0.262214,-0.411111,0.458123,brexit_impact; brexit_preparations; export_restrictions; geopolitical_event; geopolitical_risk
26,13,11,5.789474,0.259634,0.256407,0.138462,0.458322,bankruptcy; bond_issuance; bond_issue; bond_sale; debt_analysis
36,33,24,12.631579,0.259468,0.278869,0.287879,0.463032,asset_divestiture; asset_sale; buyout_interest; divestment; divesture
43,17,10,5.263158,0.257241,0.162315,0.582353,0.385373,economic_stimulus; government_incentive; government_incentives; government_initiative; government_subsidy
5,15,13,6.842105,0.256556,0.21678,0.126667,0.547073,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supplier_change
21,15,13,6.842105,0.235024,0.260905,-0.32,0.511468,advertising_pause; business_setback; company_response; contract_loss; customer_loss
35,2,2,1.052632,0.234223,0.234223,0.5,0.1,licensing_agreement
13,26,14,7.368421,0.228337,0.274787,-0.403846,0.475136,antitrust_investigation_closure; counterfeiting_scheme; court_ruling; dispute_resolution; human_rights_hearing
8,12,5,2.631579,0.196493,0.25354,-0.05,0.606218,flexible_work_arrangements; labor_agreement; labor_dispute; labor_negotiations; wage_increase
57,26,22,11.578947,0.191211,0.211392,0.446154,0.341074,business_restart; business_restart_plan; business_restructuring; business_resumption; business_strategy_shift
38,95,51,26.842105,0.188504,0.233415,0.482105,0.343275,bearish_outlook; economic_forecast; economic_outlook; investment_outlook; long_term_outlook
14,37,23,12.105263,0.187476,0.237498,0.281081,0.465477,acquisition_rumor; acquisition_rumors; company_breakup; company_controversy; divestiture
31,22,19,10.0,0.174551,0.227695,0.436364,0.522708,after_hours_trading; bullish_trade; insider_buying; oversold_condition; pre_market_trading
28,40,24,12.631579,0.167962,0.28716,0.6075,0.289299,analyst_rating; customer_loyalty_ranking; guru_rating; investment_rating; neutral_rating
20,36,29,15.263158,0.159141,0.136562,0.580556,0.250355,adoption_expansion; benefit_expansion; business_expansion; business_model_expansion; delivery_expansion
7,12,12,6.315789,0.156742,0.111462,0.45,0.342783,automation_adoption; digital_transformation; disruption_and_innovation; menu_innovation; technical_milestone
29,183,71,37.368421,0.156351,0.230915,0.723224,0.171601,brand_performance; brand_recognition; counterfeit_product_removal; product_adoption; product_demand
