Ticker,Form Type,Filed Date,Reporting Date,URL,Accession Number,Query,quarterly_raw_eps,quarterly_diluted_eps,annual_raw_eps,annual_diluted_eps
RCL,10-Q (Quarterly report),2018-04-30,2018-03-31,https://www.sec.gov/Archives/edgar/data/884887/000088488718000042/rcl-3312018x10q.htm,,,,,,
RCL,10-Q (Quarterly report),2017-11-07,2017-09-30,https://www.sec.gov/Archives/edgar/data/884887/000088488717000067/rcl-9302017x10q.htm,,,,,,
RCL,10-Q (Quarterly report),2017-08-01,2017-06-30,https://www.sec.gov/Archives/edgar/data/884887/000088488717000043/rcl-6302017x10q.htm,,,,,,
RCL,10-Q (Quarterly report),2017-04-28,2017-03-31,https://www.sec.gov/Archives/edgar/data/884887/000088488717000033/rcl-3312017x10q.htm,,,,,,
RCL,10-Q (Quarterly report),2016-10-28,2016-09-30,https://www.sec.gov/Archives/edgar/data/884887/000088488716000199/rcl-9302016x10q.htm,,,,,,
RCL,10-Q (Quarterly report),2016-08-02,2016-06-30,https://www.sec.gov/Archives/edgar/data/884887/000088488716000185/rcl-6302016x10q.htm,,,,,,
RCL,10-Q (Quarterly report),2016-04-29,2016-03-31,https://www.sec.gov/Archives/edgar/data/884887/000088488716000143/rcl-3312016x10q.htm,,,,,,
RCL,10-Q (Quarterly report),2015-10-23,2015-09-30,https://www.sec.gov/Archives/edgar/data/884887/000088488715000091/rcl-9302015x10q.htm,,,,,,
RCL,10-Q (Quarterly report),2015-07-31,2015-06-30,https://www.sec.gov/Archives/edgar/data/884887/000088488715000073/rcl-6302015x10q.htm,,,,,,
RCL,10-Q (Quarterly report),2015-04-23,2015-03-31,https://www.sec.gov/Archives/edgar/data/884887/000088488715000047/rcl-3312015x10q.htm,,,,,,
RCL,10-Q (Quarterly report),2014-10-23,2014-09-30,https://www.sec.gov/Archives/edgar/data/884887/000088488714000097/rcl-9302014x10q.htm,,,,,,
RCL,10-Q (Quarterly report),2014-07-24,2014-06-30,https://www.sec.gov/Archives/edgar/data/884887/000088488714000078/rcl-6302014x10q.htm,,,,,,
RCL,10-Q (Quarterly report),2014-04-24,2014-03-31,https://www.sec.gov/Archives/edgar/data/884887/000088488714000054/rcl-3312014x10q.htm,,,,,,
RCL,10-Q (Quarterly report),2013-10-24,2013-09-30,https://www.sec.gov/Archives/edgar/data/884887/000110465913077690/a13-19569_110q.htm,,,,,,
RCL,10-Q (Quarterly report),2013-07-26,2013-06-30,https://www.sec.gov/Archives/edgar/data/884887/000110465913057032/a13-13665_110q.htm,,,,,,
RCL,10-Q (Quarterly report),2013-04-25,2013-03-31,https://www.sec.gov/Archives/edgar/data/884887/000110465913033022/a13-8310_110q.htm,,,,,,
RCL,10-Q (Quarterly report),2012-10-25,2012-09-30,https://www.sec.gov/Archives/edgar/data/884887/000110465912071206/a12-18840_110q.htm,,,,,,
RCL,10-Q (Quarterly report),2012-07-27,2012-06-30,https://www.sec.gov/Archives/edgar/data/884887/000110465912051601/a12-12600_110q.htm,,,,,,
RCL,10-Q (Quarterly report),2012-04-24,2012-03-31,https://www.sec.gov/Archives/edgar/data/884887/000119312512179001/d322907d10q.htm,,,,,,
RCL,10-K (Annual report),2024-02-21,2023-12-31,https://www.sec.gov/Archives/edgar/data/884887/000088488724000075/rcl-20231231.htm,,,,,,
RCL,10-K (Annual report),2023-02-23,2022-12-31,https://www.sec.gov/Archives/edgar/data/884887/000088488723000006/rcl-20221231.htm,,,,,,
RCL,10-K (Annual report),2022-03-01,2021-12-31,https://www.sec.gov/Archives/edgar/data/884887/000088488722000008/rcl-20211231.htm,,,,,,
