cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
41,4,4,2.105263,0.392343,0.097117,0.575,0.248747,artificial_intelligence_adoption; investment_in_ai; investment_in_artificial_intelligence
25,33,29,15.263158,0.310065,0.312562,-0.539394,0.31998,consumer_spending_decrease; economic_downturn; housing_start_decline; industry_slowdown; market_decline
49,17,14,7.368421,0.284194,0.267553,-0.458824,0.42573,brexit_impact; export_restrictions; geopolitical_event; geopolitical_risk; geopolitical_tensions
36,30,22,11.578947,0.279799,0.291007,0.36,0.446915,asset_divestiture; asset_sale; buyout_interest; divestment; divesture
5,13,12,6.315789,0.277169,0.222642,0.207692,0.54273,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supply_agreement
35,2,2,1.052632,0.253295,0.253295,0.5,0.1,licensing_agreement
26,14,11,5.789474,0.252971,0.248641,0.05,0.430531,bankruptcy; bond_issuance; bond_issue; bond_sale; debt_analysis
43,18,10,5.263158,0.250694,0.149133,0.416667,0.567891,economic_stimulus; government_incentives; government_initiative; government_subsidy; legislative_support
21,13,11,5.789474,0.246968,0.270282,-0.253846,0.518304,advertising_pause; company_response; contract_loss; customer_loss; operations_resumption
45,13,8,4.210526,0.246942,0.297475,0.284615,0.653801,fund_launch; innovation_hub_opening; new_exchange_launch; promotion_launch; spin_off_announcement
13,23,14,7.368421,0.240968,0.288832,-0.434783,0.463079,counterfeiting_scheme; court_ruling; dispute_resolution; human_rights_hearing; intellectual_property_dispute
57,25,22,11.578947,0.192965,0.218781,0.5,0.300666,business_restart; business_restart_plan; business_restructuring; business_resumption; business_strategy_shift
38,91,47,24.736842,0.191546,0.235329,0.47033,0.345535,bearish_outlook; economic_forecast; economic_outlook; investment_outlook; long_term_outlook
14,37,24,12.631579,0.18948,0.236623,0.294595,0.470162,acquisition_rumor; acquisition_rumors; company_breakup; company_controversy; divestiture
8,13,6,3.157895,0.187599,0.246239,-0.076923,0.605302,flexible_work_arrangements; labor_agreement; labor_contract_agreement; labor_dispute; labor_negotiations
28,39,24,12.631579,0.171294,0.289148,0.553846,0.328826,analyst_rating; brand_loyalty_ranking; customer_loyalty_ranking; guru_rating; investment_rating
7,11,11,5.789474,0.168131,0.117118,0.445455,0.357678,automation_adoption; digital_transformation; disruption_and_innovation; menu_innovation; technical_milestone
19,17,12,6.315789,0.162835,0.238706,0.682353,0.212091,business_recovery; economic_recovery; market_rebound; market_recovery; recovery_potential
29,185,73,38.421053,0.15578,0.229271,0.726216,0.172742,brand_performance; brand_recognition; counterfeit_product_removal; product_adoption; product_demand
20,39,31,16.315789,0.154769,0.13421,0.592308,0.255588,adoption_expansion; benefit_expansion; business_expansion; business_model_expansion; delivery_expansion
56,4,2,1.052632,0.153423,0.056692,0.65,0.15,bank_performance; banking_sector_stability; banking_system_support
12,6,5,2.631579,0.151143,0.08481,0.8,0.0,green_bond_issuance; renewable_energy_commitment; renewable_energy_initiative; sustainability_efforts; sustainability_initiative
55,113,38,20.0,0.150938,0.234149,0.173451,0.418175,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenge
23,71,44,23.157895,0.139921,0.182378,0.366197,0.426233,businessSuspension; business_delegation; business_failure; business_model; business_model_description
3,22,15,7.894737,0.138134,0.129077,0.572727,0.426595,demand_surge; holiday_sales; holiday_sales_report; holiday_season_sales; new_purchase
11,12,10,5.263158,0.129091,0.143701,0.533333,0.46428,auction; bond_offering; contract_award; contract_ratification; contract_win
18,16,12,6.315789,0.124329,0.121535,0.45625,0.428615,big_data_focus; cloud_competition; cloud_computing_strategy; cryptocurrency_adoption; cryptocurrency_backing
27,40,9,4.736842,0.115777,0.241236,0.3,0.333167,index_composition; index_constituents; index_construction; index_inclusion; index_movement
33,151,41,21.578947,0.115674,0.257145,0.531457,0.454507,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
0,107,60,31.578947,0.114409,0.18524,0.76729,0.163933,business_growth; cloud_services_growth; expansion_and_growth; growth_acceleration; growth_and_dividend
30,13,7,3.684211,0.109661,0.080071,0.369231,0.629267,covid_19_impact; health_crisis_impact; pandemic_growth; pandemic_impact; pandemic_recovery
16,90,17,8.947368,0.109316,0.271742,0.433333,0.354338,capital_increase_approval; capital_plan_approval; capital_raise_consideration; capital_return_plan; cash_reserve
47,113,43,22.631579,0.108425,0.176287,0.282301,0.340803,executive_expectations_and_valuation; industry_valuation; market_valuation; stock_valuation; undervaluation
42,100,35,18.421053,0.105214,0.210924,-0.143,0.524072,investment_and_partnership; partnership_acquisition; partnership_and_certifications; partnership_and_competition; partnership_and_expansion
24,97,23,12.105263,0.09789,0.21517,0.123711,0.330814,currency_headwinds; economic_commentary; federal_reserve_announcement; federal_reserve_intervention; federal_reserve_policy
1,575,92,48.421053,0.096526,0.231437,0.337043,0.23242,comparable_analysis; comparative_analysis; comparison; competitive_benchmarking; competitive_comparison
46,67,20,10.526316,0.091006,0.230672,0.6,0.34984,profit_margin_increase; profitability_outlook; reduced_profit_forecast; revenue_forecast; revenue_growth
51,671,87,45.789474,0.087385,0.181707,-0.282265,0.393424,competition; competition_analysis; competition_and_privacy_changes; competition_expansion; competition_intensification
6,533,68,35.789474,0.083778,0.219281,0.386116,0.234049,business_update_and_dividend_growth; dividend_adjustment; dividend_announcement; dividend_announcement_and_share_repurchase; dividend_comparison
31,50,19,10.0,0.077244,0.17179,0.634,0.387613,after_hours_trading; bullish_trade; insider_buying; oversold_condition; pre_market_trading
9,284,86,45.263158,0.0741,0.145335,-0.032746,0.767944,acquisitions_and_earnings_growth; earnings_analysis; earnings_and_demand_update; earnings_and_financials; earnings_and_rating_upgrade
58,34,13,6.842105,0.071337,0.181672,0.438235,0.360567,catastrophe_loss_report; economic_data_release; fee_income_report; industry_loss_report; market_share_report
59,1608,93,48.947368,0.066497,0.219121,-0.005939,0.313676,etf_analysis; etf_comparison; etf_composition; etf_description; etf_focus
2,1640,123,64.736842,0.064628,0.184089,0.588598,0.204398,blockchain_partnership; collaboration; industry_partnership; investment_partnership; partnership
15,528,72,37.894737,0.056884,0.157993,0.560985,0.205862,acquisition; acquisition_analysis; acquisition_and_dividend; acquisition_and_expansion; acquisition_and_partnership
40,303,41,21.578947,0.056028,0.186195,-0.242574,0.429908,asset_management_update; asset_under_management_update; assets_under_management_update; brokerage_update; brokerage_upgrade
17,1394,144,75.789474,0.055473,0.152492,0.368537,0.395149,acquisition_and_earnings_announcement; earnings_and_sales_report; earnings_announcement; earnings_announcement_and_acquisition; earnings_announcement_and_deal_uncertainty
32,876,106,55.789474,0.055125,0.168648,0.388813,0.519714,cyclical_stock_analysis; financial_analysis; former_penny_stocks; growth_stock_analysis; growth_stock_evaluation
22,281,34,17.894737,0.051888,0.169424,0.49395,0.275576,ceo_appointment; executive_appointment; executive_background; executive_change; executive_commentary
37,413,54,28.421053,0.050778,0.177202,0.422276,0.296938,congressional_hearing; crisis_management; criticism; election_impact; government_investigation
10,1768,87,45.789474,0.046261,0.181753,0.246324,0.38674,analyst_comment; analyst_commentary; analyst_coverage; analyst_coverage_initiation; analyst_downgrade
