cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
36,3,3,1.578947,0.642087,0.261622,-0.266667,0.329983,asset_divestiture; stock_sales
46,5,5,2.631579,0.476833,0.433287,0.18,0.76,profitability_outlook; reduced_profit_forecast; revenue_growth_outlook; revenue_guidance_and_dividend_increase; revenue_impact
45,2,1,0.526316,0.410297,0.106679,0.5,0.0,new_exchange_launch
29,8,5,2.631579,0.398106,0.265958,0.625,0.204634,counterfeit_product_removal; product_launch
10,26,13,6.842105,0.39512,0.366407,0.603846,0.352443,analyst_comment; analyst_commentary; analyst_downgrade; analyst_expectations; analyst_insight
22,6,4,2.105263,0.348652,0.305656,0.266667,0.512076,executive_change; executive_commentary; executive_movement; executive_statement
1,9,8,4.210526,0.338502,0.258166,0.3,0.253859,comparison; industry_comparison; market_comparison; operating_margin_comparison; sector_comparison
43,7,2,1.052632,0.328689,0.146482,0.485714,0.496929,government_subsidy; legislative_support; tax_credit_extension; tax_legislation
51,4,3,1.578947,0.328471,0.387855,0.05,0.206155,competition_risk; competitive_analysis; market_competition
7,2,2,1.052632,0.321785,0.001499,0.7,0.0,technology_transition
47,8,5,2.631579,0.300472,0.156912,0.3125,0.422604,executive_expectations_and_valuation; undervaluation; valuation_comparison
26,7,4,2.105263,0.276114,0.128578,-0.2,0.453557,bond_issuance; bond_issue; bond_sale; financial_support; lending_restrictions
3,2,2,1.052632,0.263284,0.168212,0.5,0.0,sales Surge; sales_performance
58,2,2,1.052632,0.240643,0.178483,0.2,0.7,economic_data_release; sales_report
20,3,3,1.578947,0.217453,0.206901,0.7,0.141421,infrastructure_build_out; investment_expansion; nft_market_expansion
54,4,2,1.052632,0.210921,0.043163,-0.45,0.55,credit_card_promotion; credit_rating_change
12,1,1,0.526316,0.191815,0.0,0.8,0.0,sustainability_efforts
37,6,5,2.631579,0.16825,0.147652,0.016667,0.630916,congressional_hearing; election_influence; illicit_funds_scandal; other
40,12,7,3.684211,0.162493,0.182633,0.616667,0.254406,brokerage_update; brokerage_upgrade; investment_portfolio_update; operational_update; portfolio_rebalancing
13,16,4,2.105263,0.159574,0.245536,-0.65625,0.337211,counterfeiting_scheme; dispute_resolution; lawsuit; money_laundering_allegations
16,3,3,1.578947,0.156409,0.091449,0.5,0.244949,efficiency_ratio_improvement; financial_performance
17,65,16,8.421053,0.145803,0.229109,0.433846,0.334791,earnings_announcement; earnings_report; upcoming_earnings
53,120,21,11.052632,0.142252,0.23791,-0.210833,0.709788,market_analysis; market_commentary; market_fluctuation; market_impact; market_movement
49,3,3,1.578947,0.141209,0.107185,-0.6,0.141421,brexit_impact; export_restrictions; trade_restrictions
34,136,19,10.0,0.124452,0.244239,0.619118,0.377787,industry_challenges; industry_concerns; industry_development; industry_group_performance; industry_outlook
15,9,5,2.631579,0.110157,0.125653,0.566667,0.368179,acquisition; acquisition_approval; portfolio_acquisition; strategic_acquisitions
6,55,7,3.684211,0.10923,0.289335,0.745455,0.141187,dividend_announcement; dividend_growth; dividend_increase; dividend_update
24,3,3,1.578947,0.108262,0.056588,0.333333,0.590668,inflation_slowdown; interest_rate_hike; interest_rate_sensitive_benefits
25,8,6,3.157895,0.107838,0.092827,-0.675,0.096825,housing_start_decline; industry_slowdown; market_decline; sector_downgrade_warning; stock_price_decrease
42,2,2,1.052632,0.103481,0.006629,0.15,0.35,partnership_expansion; partnership_loss
31,4,3,1.578947,0.099023,0.037771,0.275,0.576086,insider_buying; pre_market_trading; sell_signal; unusual_trading_volume
33,5,5,2.631579,0.098172,0.061961,0.66,0.12,divergence_phenomenon; sector_rotation; stress_test_results; technical_breakout; technical_indicators
55,48,9,4.736842,0.089625,0.190772,0.185417,0.340337,regulatory_action; regulatory_approval; regulatory_challenge; regulatory_change; regulatory_guidance
5,2,2,1.052632,0.088724,0.00031,0.2,0.0,supply_chain_issue
38,44,9,4.736842,0.088582,0.198089,0.447727,0.239781,economic_forecast; economic_outlook; investment_outlook; market_outlook
23,2,2,1.052632,0.086086,0.019244,-0.05,0.75,business_failure; business_update
28,3,2,1.052632,0.077395,0.017749,0.366667,0.612826,ratings_action; stock_rating
30,4,2,1.052632,0.075677,0.011721,0.8,0.070711,vaccine_development; vaccine_speculation; vaccine_trial_results
0,4,4,2.105263,0.074187,0.009543,0.425,0.553963,growth_challenges; industry_growth; loan_growth; product_growth
56,1,1,0.526316,0.073632,0.0,0.8,0.0,bank_performance
8,1,1,0.526316,0.069715,0.0,-0.5,0.0,staff_cuts
19,3,3,1.578947,0.068429,0.001464,0.8,0.0,recovery; recovery_progress; stock_recovery
14,3,1,0.526316,0.067189,0.001345,0.6,0.08165,merger; merger_approval; merger_completion
21,1,1,0.526316,0.065042,0.0,0.9,0.0,operations_resumption
57,3,1,0.526316,0.064304,4e-05,0.833333,0.04714,business_restart; business_restart_plan; business_resumption
4,184,8,4.210526,0.039327,0.149899,0.533424,0.104698,investment; investment_advice; investment_analysis; investment_and_outlook; investment_announcement
32,222,14,7.368421,0.037065,0.135083,-0.342342,0.425017,financial_analysis; growth_stock_analysis; stock_performance; stock_pick; stock_price_increase
50,71,4,2.105263,0.027625,0.143909,0.515493,0.076265,award_recognition; conference_participation; diversity_initiative; social_responsibility_recognition
2,366,8,4.210526,0.025107,0.13621,0.326776,0.098868,partnership
