cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
41,3,3,1.578947,0.396072,0.120704,0.7,0.141421,artificial_intelligence_adoption; investment_in_artificial_intelligence
25,32,29,15.263158,0.316887,0.31403,-0.5375,0.32476,consumer_spending_decrease; economic_downturn; housing_start_decline; industry_slowdown; market_decline
49,17,14,7.368421,0.28794,0.272407,-0.458824,0.42573,brexit_impact; export_restrictions; geopolitical_event; geopolitical_risk; geopolitical_tensions
5,12,11,5.789474,0.287143,0.220663,0.158333,0.536126,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supply_agreement
36,30,23,12.105263,0.284674,0.283058,0.286667,0.444772,asset_divestiture; asset_sale; buyout_interest; divestment; divesture
45,12,7,3.684211,0.263912,0.306759,0.266667,0.677413,fund_launch; innovation_hub_opening; menu_launch; new_exchange_launch; promotion_launch
43,18,10,5.263158,0.255899,0.148314,0.488889,0.485213,economic_stimulus; government_incentives; government_initiative; government_subsidy; legislation_passage
35,2,2,1.052632,0.249844,0.249844,0.5,0.1,licensing_agreement
21,14,12,6.315789,0.244147,0.26227,-0.285714,0.512497,advertising_pause; company_response; contract_loss; customer_loss; operations_resumption
13,23,12,6.315789,0.240166,0.287944,-0.447826,0.473534,counterfeiting_scheme; court_ruling; dispute_resolution; human_rights_hearing; intellectual_property_dispute
26,16,13,6.842105,0.223282,0.234081,0.00625,0.454792,bankruptcy; bond_issuance; bond_issue; bond_sale; debt_analysis
8,12,6,3.157895,0.193218,0.254663,-0.15,0.572276,flexible_work_arrangements; labor_agreement; labor_dispute; labor_negotiations; staff_cuts
57,26,22,11.578947,0.191444,0.214112,0.457692,0.34771,business_restart; business_restart_plan; business_restructuring; business_resumption; business_strategy_shift
38,94,50,26.315789,0.188997,0.233473,0.479787,0.344356,bearish_outlook; economic_forecast; economic_outlook; investment_outlook; long_term_outlook
56,3,1,0.526316,0.186009,0.032523,0.6,0.141421,banking_sector_stability; banking_system_support
14,40,26,13.684211,0.181182,0.229889,0.3025,0.454691,acquisition_rumor; acquisition_rumors; company_breakup; company_controversy; divestiture
31,23,19,10.0,0.168082,0.220926,0.43913,0.506256,after_hours_trading; bullish_trade; insider_buying; oversold_condition; pre_market_trading
28,41,25,13.157895,0.166802,0.283483,0.578049,0.330935,analyst_rating; customer_loyalty_ranking; guru_rating; investment_rating; neutral_rating
29,178,68,35.789474,0.15848,0.232078,0.729213,0.16529,brand_performance; brand_recognition; counterfeit_product_removal; product_adoption; product_demand
12,6,6,3.157895,0.155888,0.095828,0.433333,0.518545,climate_risk_disclosure; green_bond_issuance; renewable_energy_initiative; sustainability_efforts; sustainability_initiative
19,19,14,7.368421,0.154852,0.227482,0.678947,0.206675,business_recovery; economic_recovery; market_rebound; market_recovery; recovery
7,13,13,6.842105,0.154406,0.109374,0.476923,0.342286,automation_adoption; digital_transformation; disruption_and_innovation; menu_innovation; technical_milestone
20,38,32,16.842105,0.153824,0.135897,0.578947,0.256657,adoption_expansion; benefit_expansion; business_expansion; business_model_expansion; cloud_expansion
55,110,39,20.526316,0.152277,0.235698,0.16,0.415211,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenge
11,11,9,4.736842,0.13709,0.149662,0.490909,0.473775,auction; bond_offering; contract_ratification; deal_cancellation; new_deals
3,22,14,7.368421,0.136069,0.125889,0.572727,0.427659,demand_surge; holiday_sales; holiday_sales_report; holiday_season_sales; new_purchase
23,77,48,25.263158,0.134272,0.176894,0.387013,0.420065,businessSuspension; business_delegation; business_failure; business_model; business_model_analysis
18,17,13,6.842105,0.122194,0.118237,0.394118,0.484429,cloud_adoption; cloud_competition; cloud_computing_strategy; cloud_lag; cryptocurrency_adoption
30,12,7,3.684211,0.121354,0.100486,0.333333,0.642045,covid_19_impact; health_crisis_impact; pandemic_growth; pandemic_impact; pandemic_recovery
33,150,40,21.052632,0.117855,0.260358,0.531667,0.456012,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
27,40,9,4.736842,0.116262,0.242465,0.3,0.333167,index_composition; index_constituents; index_construction; index_inclusion; index_movement
0,105,58,30.526316,0.114914,0.186673,0.769524,0.165111,business_growth; cloud_services_growth; company_growth; expansion_and_growth; growth_acceleration
16,92,19,10.0,0.113884,0.272408,0.434783,0.35338,capital_increase_approval; capital_plan_approval; capital_raise_consideration; cash_reserve; construction_spending_increase
47,108,40,21.052632,0.109207,0.179314,0.280556,0.332905,executive_expectations_and_valuation; market_valuation; stock_valuation; undervaluation; undervaluation_analysis
24,97,22,11.578947,0.097796,0.215369,0.149485,0.30968,currency_headwinds; economic_commentary; federal_reserve_announcement; federal_reserve_intervention; federal_reserve_policy
1,570,90,47.368421,0.09706,0.233025,0.334211,0.22935,comparable_analysis; comparative_analysis; comparison; competitive_benchmarking; competitive_comparison
46,65,19,10.0,0.091559,0.233585,0.598462,0.354094,profit_margin_increase; profitability_outlook; reduced_profit_forecast; revenue_estimate; revenue_forecast
42,120,36,18.947368,0.087884,0.195735,-0.033333,0.538259,investment_and_partnership; partnership_acquisition; partnership_and_certifications; partnership_and_competition; partnership_and_expansion
51,683,87,45.789474,0.087803,0.18058,-0.276428,0.398846,competition; competition_analysis; competition_and_privacy_changes; competition_expansion; competition_intensification
6,558,70,36.842105,0.081281,0.215274,0.393548,0.23309,business_update_and_dividend_growth; dividend_adjustment; dividend_analysis; dividend_announcement; dividend_announcement_and_share_repurchase
9,295,88,46.315789,0.073972,0.142277,-0.000169,0.769927,acquisitions_and_earnings_growth; earnings_analysis; earnings_and_demand_update; earnings_and_financials; earnings_and_rating_upgrade
2,1558,121,63.684211,0.066858,0.187797,0.584981,0.20627,blockchain_partnership; collaboration; industry_partnership; investment_partnership; partnership
59,1611,94,49.473684,0.066269,0.21832,-0.004687,0.314828,etf_analysis; etf_comparison; etf_composition; etf_description; etf_focus
15,530,72,37.894737,0.056574,0.156996,0.562453,0.205412,acquisition; acquisition_analysis; acquisition_and_dividend; acquisition_and_expansion; acquisition_and_partnership
40,304,41,21.578947,0.056573,0.187239,-0.235526,0.438059,asset_management_update; asset_under_management_update; assets_under_management_update; brokerage_update; brokerage_upgrade
17,1385,148,77.894737,0.055481,0.153345,0.36574,0.396798,acquisition_and_earnings_announcement; earnings_and_sales_report; earnings_announcement; earnings_announcement_and_acquisition; earnings_announcement_and_deal_uncertainty
