cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
41,3,3,1.578947,0.402153,0.109187,0.7,0.141421,artificial_intelligence_adoption; investment_in_artificial_intelligence
25,26,24,12.631579,0.359688,0.332272,-0.507692,0.350739,consumer_spending_decrease; economic_downturn; market_decline; market_plunge; pc_shipments_decline
43,4,4,2.105263,0.311264,0.142546,0.725,0.311247,meeting_with_government; tax_credit_extension; tax_legislation_impact; tax_reform
49,11,9,4.736842,0.283671,0.300312,-0.536364,0.429106,geopolitical_risk; geopolitical_tensions; tariff_impact; trade_restrictions; trade_war_concerns
38,51,40,21.052632,0.279784,0.226684,0.547059,0.367345,economic_forecast; economic_outlook; investment_outlook; long_term_outlook; market_cap_projection
5,13,11,5.789474,0.279708,0.2207,0.115385,0.586838,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supplier_change
21,12,10,5.263158,0.272623,0.279742,-0.375,0.430358,advertising_pause; business_setback; company_response; contract_loss; customer_loss
55,39,25,13.157895,0.268436,0.238275,0.330769,0.486302,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenges
36,24,18,9.473684,0.261283,0.266392,0.429167,0.392088,asset_sale; divestment; divesture; equity_raising; institutional_ownership
13,11,9,4.736842,0.224662,0.187124,-0.190909,0.546816,antitrust_investigation_closure; court_ruling; human_rights_hearing; lawsuit; lawsuit_settlement
45,8,4,2.105263,0.21552,0.339456,0.1,0.772981,innovation_hub_opening; new_exchange_launch; spin_off_announcement
14,32,21,11.052632,0.203572,0.251199,0.290625,0.439715,acquisition_rumor; company_breakup; company_controversy; divestiture; merger_acquisition
31,17,15,7.894737,0.196071,0.251191,0.452941,0.506566,after_hours_trading; bullish_trade; insider_buying; oversold_condition; record_trading_volume
57,25,23,12.105263,0.194633,0.217486,0.472,0.282163,business_restructuring; business_strategy_shift; business_turnaround; company_transformation; consolidation
56,3,1,0.526316,0.178743,0.035005,0.6,0.141421,banking_sector_stability; banking_system_support
26,11,11,5.789474,0.174281,0.269264,0.172727,0.432941,bankruptcy; debt_analysis; debt_offering; debt_origination_record; debt_refinancing
28,38,23,12.105263,0.171845,0.292308,0.586842,0.289438,analyst_rating; brand_loyalty_ranking; customer_loyalty_ranking; guru_rating; investment_rating
39,9,8,4.210526,0.166193,0.29579,0.1,0.625389,labor_cost_increase; price_drop; price_target; price_target_increase; volatility_increase
19,17,12,6.315789,0.164536,0.239156,0.664706,0.21404,business_recovery; economic_recovery; market_rebound; market_recovery; recovery_outlook
20,33,27,14.210526,0.151101,0.12996,0.554545,0.260641,adoption_expansion; benefit_expansion; business_expansion; business_model_expansion; delivery_expansion
12,5,5,2.631579,0.149366,0.093615,0.36,0.538888,climate_risk_disclosure; green_bond_issuance; renewable_energy_initiative; sustainability_initiative
23,70,43,22.631579,0.140334,0.189087,0.382857,0.406016,businessSuspension; business_delegation; business_model; business_model_analysis; business_model_description
30,9,5,2.631579,0.139804,0.112767,0.177778,0.67128,covid_19_impact; health_crisis_impact; pandemic_growth; pandemic_impact; pandemic_recovery
8,10,4,2.105263,0.124166,0.074419,-0.08,0.602993,flexible_work_arrangements; labor_agreement; labor_dispute; labor_negotiations; wage_increase
29,180,61,32.105263,0.121541,0.21609,0.726111,0.158855,brand_performance; brand_recognition; product_adoption; product_demand; product_description
