cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
8,1,1,0.526316,1.0,0.0,-0.5,0.0,labor_dispute
11,1,1,0.526316,0.563303,0.0,0.5,0.0,potential_sale
35,1,1,0.526316,0.49952,0.0,0.6,0.0,licensing_agreement
51,9,6,3.157895,0.488675,0.385372,0.133333,0.312694,competition; competition_risk; competitive_analysis; competitive_strategy; gaming_market_competition
36,4,4,2.105263,0.488348,0.32866,-0.225,0.294746,asset_divestiture; shareholder_update; stock_sales
46,5,5,2.631579,0.485593,0.428127,0.12,0.719444,profitability_outlook; reduced_profit_forecast; revenue_growth_outlook; revenue_impact; trading_revenue_increase
45,3,2,1.052632,0.451849,0.118257,0.6,0.141421,new_exchange_launch; promotion_launch
22,6,5,2.631579,0.432018,0.275383,0.4,0.305505,executive_change; executive_commentary; executive_movement
1,14,11,5.789474,0.414758,0.320444,0.328571,0.251931,comparison; industry_comparison; investment_comparison; market_comparison; operating_margin_comparison
42,5,5,2.631579,0.309143,0.348718,0.18,0.222711,partnership_and_competition; partnership_expansion; partnership_loss; unsubstantiated_partnership_rumor
29,20,10,5.263158,0.307621,0.210757,0.6025,0.205229,counterfeit_product_removal; product_adoption; product_development; product_launch
26,6,3,1.578947,0.304974,0.110728,-0.1,0.412311,bond_issuance; bond_issue; bond_sale; financial_support; loan_deferrals
47,8,4,2.105263,0.295677,0.154243,0.3375,0.441411,executive_expectations_and_valuation; industry_valuation; valuation_analysis; valuation_comparison
49,6,5,2.631579,0.288428,0.182312,-0.316667,0.380424,brexit_impact; export_restrictions; geopolitical_event; trade_restrictions; trade_tensions
43,12,5,2.631579,0.253236,0.147136,0.516667,0.403801,economic_stimulus; government_incentives; government_initiative; government_subsidy; legislative_support
7,3,3,1.578947,0.246544,0.121817,0.733333,0.04714,technology_adoption; technology_transition
13,16,5,2.631579,0.219213,0.316601,-0.64375,0.339059,counterfeiting_scheme; dispute_resolution; lawsuit; money_laundering_allegations; patent_infringement_lawsuit
0,5,4,2.105263,0.212354,0.121853,0.56,0.531413,growth_challenges; industry_growth; market_growth
40,9,7,3.684211,0.21206,0.199421,0.477778,0.358323,investment_portfolio_update; operational_update; ownership_update; portfolio_rebalancing; sector_upgrade
54,4,2,1.052632,0.208765,0.045555,-0.45,0.55,credit_card_promotion; credit_rating_change
20,5,5,2.631579,0.207791,0.182012,0.74,0.12,infrastructure_build_out; investment_and_expansion; investment_expansion; nft_market_expansion; product_expansion
3,3,3,1.578947,0.199813,0.121115,0.6,0.141421,sales Surge; sales_growth; sales_performance
15,9,6,3.157895,0.180426,0.169102,0.5,0.385861,acquisition; acquisition_announcement; acquisition_approval; portfolio_acquisition; potential_acquisitions
53,142,25,13.157895,0.166824,0.244788,-0.111972,0.707852,market_analysis; market_commentary; market_entry; market_fluctuation; market_impact
17,66,19,10.0,0.15868,0.249777,0.439394,0.328854,earnings_and_sales_report; earnings_announcement; earnings_report; partnership_and_earnings_announcement; upcoming_earnings
34,137,22,11.578947,0.149474,0.245493,0.581752,0.415611,industry_challenges; industry_concerns; industry_development; industry_group_performance; industry_impact
12,2,1,0.526316,0.136842,0.068523,0.8,0.0,renewable_energy_commitment; sustainability_efforts
16,4,4,2.105263,0.133633,0.090726,0.575,0.248747,construction_spending_increase; efficiency_ratio_improvement; financial_performance
25,6,5,2.631579,0.132797,0.08447,-0.666667,0.094281,housing_start_decline; industry_slowdown; market_decline; sector_downgrade_warning
23,5,4,2.105263,0.127972,0.06021,0.32,0.594643,business_failure; business_preparedness; business_update; customer_base; market_opportunity
24,3,3,1.578947,0.117983,0.068719,0.333333,0.590668,inflation_slowdown; interest_rate_hike; interest_rate_sensitive_benefits
6,54,6,3.157895,0.115504,0.297867,0.744444,0.139665,dividend_announcement; dividend_growth; dividend_hike; dividend_increase; dividend_update
33,4,4,2.105263,0.103734,0.065368,0.7,0.1,divergence_phenomenon; sector_rotation; technical_breakout; technical_indicators
5,2,2,1.052632,0.099507,5.8e-05,0.2,0.0,supply_chain_issue
31,4,3,1.578947,0.098401,0.036484,0.3,0.587367,insider_buying; pre_market_trading; sell_signal; unusual_trading_volume
55,67,11,5.789474,0.095497,0.220698,0.046269,0.301899,regulatory_action; regulatory_approval; regulatory_challenge; regulatory_change; regulatory_comparison
14,5,3,1.578947,0.087097,0.027851,0.56,0.205913,merger; merger_approval; merger_completion; potential_buyout; takeover_proposal
38,43,9,4.736842,0.086757,0.197753,0.446512,0.24528,economic_forecast; economic_outlook; investment_outlook; market_outlook
56,1,1,0.526316,0.077462,0.0,0.8,0.0,bank_performance
30,4,2,1.052632,0.073242,0.013439,0.8,0.070711,vaccine_development; vaccine_speculation; vaccine_trial_results
58,3,2,1.052632,0.070474,0.005524,0.833333,0.04714,fee_income_report; sales_report
19,3,3,1.578947,0.070455,0.003112,0.8,0.0,recovery; recovery_progress; stock_recovery
21,1,1,0.526316,0.0676,0.0,0.9,0.0,operations_resumption
28,2,1,0.526316,0.067165,0.000233,0.8,0.0,stock_rating
57,3,1,0.526316,0.06705,0.000184,0.833333,0.04714,business_restart; business_restart_plan; business_resumption
37,44,7,3.684211,0.055249,0.154388,0.704545,0.315476,congressional_hearing; election_impact; election_influence; illicit_funds_scandal; other
32,223,14,7.368421,0.043903,0.152321,-0.334978,0.428404,financial_analysis; growth_stock_analysis; stock_comparison; stock_opportunity; stock_performance
2,382,14,7.368421,0.039878,0.161227,0.339267,0.117912,partnership
59,459,15,7.894737,0.031857,0.153112,-0.224074,0.182911,etf_analysis; etf_holdings; etf_holdings_analysis; etf_inclusion; etf_inflow
50,71,4,2.105263,0.027624,0.143906,0.515493,0.076265,award_recognition; conference_participation; diversity_initiative; social_responsibility_recognition
9,137,13,6.842105,0.025988,0.113621,-0.680292,0.406846,earnings_disappointment; earnings_estimate_revisions; earnings_expectation; earnings_forecast; earnings_forecast_revision
10,623,16,8.421053,0.021047,0.12668,-0.164366,0.182496,analyst_comment; analyst_commentary; analyst_downgrade; analyst_expectations; analyst_insight
48,276,5,2.631579,0.020598,0.127823,0.532246,0.059069,ipo_announcement; ipo_funding; ipo_investment; ipo_preparation; ipo_underwriting
4,1717,13,6.842105,0.007942,0.072981,0.446855,0.55185,institutional_investment; investment; investment_advice; investment_analysis; investment_and_outlook
52,293,1,0.526316,0.003951,0.05901,0.598294,0.02916,security_flaw_opportunity; security_patch
39,711,1,0.526316,0.001406,0.037477,0.1,0.0,price_target
