cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
41,4,4,2.105263,0.357757,0.116179,0.575,0.248747,artificial_intelligence_adoption; investment_in_ai; investment_in_artificial_intelligence
25,33,29,15.263158,0.311662,0.310198,-0.539394,0.31998,consumer_spending_decrease; economic_downturn; housing_start_decline; industry_slowdown; market_decline
36,28,22,11.578947,0.307898,0.286676,0.264286,0.450567,asset_divestiture; asset_sale; buyout_interest; divestment; divesture
49,17,14,7.368421,0.285399,0.264667,-0.458824,0.42573,brexit_impact; export_restrictions; geopolitical_event; geopolitical_risk; geopolitical_tensions
5,13,12,6.315789,0.283396,0.218812,0.123077,0.529374,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supply_agreement
27,17,8,4.210526,0.265109,0.307998,0.558824,0.377389,index_composition; index_construction; index_inclusion; index_movement; market_index_movement
45,12,7,3.684211,0.262484,0.306746,0.266667,0.677413,fund_launch; innovation_hub_opening; new_exchange_launch; promotion_launch; spin_off_announcement
26,14,11,5.789474,0.259954,0.248337,0.05,0.430531,bankruptcy; bond_issuance; bond_issue; bond_sale; debt_analysis
43,17,10,5.263158,0.259684,0.163476,0.582353,0.385373,economic_stimulus; government_incentive; government_incentives; government_initiative; government_subsidy
35,2,2,1.052632,0.24987,0.24987,0.5,0.1,licensing_agreement
21,15,13,6.842105,0.237041,0.258098,-0.32,0.511468,advertising_pause; business_setback; company_response; contract_loss; customer_loss
13,25,13,6.842105,0.227377,0.280105,-0.46,0.459565,counterfeiting_scheme; court_ruling; dispute_resolution; human_rights_hearing; lawsuit
8,12,5,2.631579,0.19644,0.25327,-0.041667,0.617061,flexible_work_arrangements; labor_agreement; labor_contract_agreement; labor_dispute; labor_negotiations
57,26,22,11.578947,0.194627,0.212385,0.45,0.345576,business_restart; business_restart_plan; business_restructuring; business_resumption; business_strategy_shift
38,94,50,26.315789,0.189282,0.234759,0.470213,0.359249,bearish_outlook; economic_forecast; economic_outlook; investment_outlook; long_term_outlook
14,38,22,11.578947,0.185734,0.235138,0.323684,0.4504,acquisition_rumor; company_breakup; company_controversy; divestiture; merger
28,33,18,9.473684,0.185625,0.312389,0.572727,0.293642,analyst_rating; guru_rating; investment_rating; neutral_rating; rating_action
56,3,1,0.526316,0.180421,0.034833,0.6,0.141421,banking_sector_stability; banking_system_support
31,23,20,10.526316,0.170695,0.220655,0.434783,0.505284,after_hours_trading; bullish_trade; insider_buying; oversold_condition; premarket_trading
55,107,36,18.947368,0.158374,0.242147,0.159813,0.393845,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenge
29,190,73,38.421053,0.157691,0.228704,0.721579,0.172238,brand_performance; brand_recognition; counterfeit_product_removal; product_adoption; product_demand
19,19,14,7.368421,0.155591,0.227115,0.678947,0.206675,business_recovery; economic_recovery; market_rebound; market_recovery; recovery
20,40,33,17.368421,0.155259,0.137628,0.5875,0.252178,adoption_expansion; benefit_expansion; business_expansion; business_model_expansion; delivery_expansion
12,6,6,3.157895,0.154818,0.0887,0.616667,0.409946,climate_risk_disclosure; green_bond_issuance; renewable_energy_initiative; sustainability_efforts; sustainability_initiative
11,11,9,4.736842,0.15384,0.153075,0.463636,0.481046,auction; bond_offering; contract_ratification; deal_cancellation; new_deals
7,13,13,6.842105,0.153201,0.108744,0.476923,0.342286,automation_adoption; digital_technology_success; digital_transformation; disruption_and_innovation; menu_innovation
0,76,53,27.894737,0.152181,0.207487,0.765789,0.18177,business_growth; customer_growth; growth_acceleration; growth_and_dividend; growth_and_value_opportunity
23,70,42,22.105263,0.144706,0.188009,0.35,0.421477,businessSuspension; business_delegation; business_failure; business_model; business_model_description
3,23,15,7.894737,0.13419,0.122375,0.573913,0.417255,demand_surge; holiday_sales; holiday_sales_report; holiday_season_sales; new_purchase
30,12,7,3.684211,0.126713,0.108416,0.333333,0.642045,covid_19_impact; health_crisis_impact; pandemic_growth; pandemic_impact; pandemic_recovery
18,17,13,6.842105,0.119829,0.117308,0.476471,0.423611,big_data_focus; cloud_adoption; cloud_competition; cloud_computing_strategy; cryptocurrency_adoption
33,152,41,21.578947,0.114395,0.256759,0.528618,0.461676,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
16,91,18,9.473684,0.113971,0.273254,0.430769,0.353224,capital_increase_approval; capital_plan_approval; capital_raise_consideration; cash_reserve; efficiency_ratio_improvement
47,107,38,20.0,0.110597,0.180553,0.265421,0.331551,executive_expectations_and_valuation; industry_valuation; market_valuation; stock_valuation; undervaluation
42,100,35,18.421053,0.103314,0.209851,-0.146,0.519504,investment_and_partnership; partnership_acquisition; partnership_and_certifications; partnership_and_competition; partnership_and_growth_prospects
1,543,90,47.368421,0.101321,0.237445,0.341068,0.235341,comparable_analysis; comparative_analysis; comparison; competitive_benchmarking; competitive_comparison
24,96,22,11.578947,0.097952,0.215591,0.109375,0.322128,currency_headwinds; economic_commentary; federal_reserve_announcement; federal_reserve_intervention; federal_reserve_policy
46,65,19,10.0,0.091967,0.23441,0.593846,0.353391,profit_margin_increase; profitability_outlook; reduced_profit_forecast; revenue_estimate; revenue_forecast
51,677,87,45.789474,0.086191,0.179446,-0.28257,0.392722,competition; competition_analysis; competition_and_privacy_changes; competition_expansion; competition_intensification
6,531,68,35.789474,0.083935,0.219772,0.384369,0.233858,business_update_and_dividend_growth; dividend_adjustment; dividend_analysis; dividend_announcement; dividend_announcement_and_share_repurchase
9,299,93,48.947368,0.074351,0.141341,-0.000167,0.766333,acquisitions_and_earnings_growth; earnings_analysis; earnings_and_demand_update; earnings_and_financials; earnings_and_rating_upgrade
58,31,11,5.789474,0.07262,0.192803,0.412903,0.365215,catastrophe_loss_report; economic_data_release; fee_income_report; industry_loss_report; market_share_report
59,1606,94,49.473684,0.066179,0.218838,-0.007067,0.312915,etf_analysis; etf_comparison; etf_composition; etf_description; etf_focus
2,1624,120,63.157895,0.064466,0.184825,0.586946,0.204481,blockchain_partnership; collaboration; industry_partnership; investment_partnership; partnership
40,300,39,20.526316,0.056689,0.188812,-0.250667,0.423516,asset_management_update; asset_under_management_update; assets_under_management_update; brokerage_update; brokerage_upgrade
15,519,70,36.842105,0.056492,0.159124,0.555877,0.202868,acquisition; acquisition_and_dividend; acquisition_and_partnership; acquisition_and_restructuring; acquisition_and_spinoff
17,1474,153,80.526316,0.055697,0.148831,0.381099,0.394841,acquisition_and_earnings_announcement; earnings_and_sales_report; earnings_announcement; earnings_announcement_and_acquisition; earnings_announcement_and_deal_uncertainty
32,869,108,56.842105,0.054511,0.168507,0.383544,0.520483,cyclical_stock_analysis; financial_analysis; former_penny_stocks; growth_stock_analysis; growth_stock_evaluation
22,282,34,17.894737,0.052571,0.16994,0.494326,0.275159,ceo_appointment; executive_appointment; executive_background; executive_change; executive_commentary
37,419,56,29.473684,0.051407,0.177294,0.422434,0.299439,competitive_jab; congressional_hearing; crisis_management; criticism; election_impact
10,1769,86,45.263158,0.046368,0.181837,0.24641,0.38659,analyst_comment; analyst_commentary; analyst_coverage; analyst_downgrade; analyst_estimate
34,2541,124,65.263158,0.042018,0.15213,0.235852,0.430737,industrial_policy; industry_analysis; industry_challenges; industry_concerns; industry_context
53,4187,155,81.578947,0.038918,0.149285,0.528963,0.431754,cryptocurrency_market_fluctuation; cryptocurrency_market_movement; cryptocurrency_price_movement; market_analysis; market_commentary
54,89,5,2.631579,0.037285,0.1563,0.14382,0.227322,credit_agreement; credit_card_promotion; credit_card_switch; credit_quality_concerns; credit_rating_change
48,332,17,8.947368,0.031813,0.150235,0.438554,0.255344,initial_public_offering; ipo_announcement; ipo_arrangement; ipo_funding; ipo_impact
4,3403,101,53.157895,0.025853,0.12599,0.338275,0.476156,activist_investor; alternative_investment; competitive_investment; cryptocurrency_investment; esg_investing
44,12,10,5.263158,0.021824,0.030882,0.425,0.129904,high_options_trading_volume; options_contract_availability; options_contract_update; options_trading; options_trading_activity
52,455,11,5.789474,0.014336,0.103564,0.393407,0.335255,catastrophe_loss_estimate; data_security_concerns; health_and_safety_measures; health_concerns; insurance_claims_improvement
50,1614,25,13.157895,0.006171,0.060836,0.878377,0.092853,adoption; award_or_recognition; award_recognition; conference_discussion; conference_participation
39,723,11,5.789474,0.003774,0.053179,0.102628,0.081012,labor_cost_increase; price_drop; price_movement; price_target; price_target_increase
