cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
41,5,4,2.105263,0.349986,0.098375,0.62,0.24,ai_revolution; artificial_intelligence_adoption; investment_in_ai; investment_in_artificial_intelligence
25,33,29,15.263158,0.311442,0.309411,-0.539394,0.31998,consumer_spending_decrease; economic_downturn; housing_start_decline; industry_slowdown; market_decline
36,27,23,12.105263,0.310349,0.293133,0.214815,0.468808,asset_divestiture; asset_sale; divestment; divesture; equity_raising
49,16,14,7.368421,0.289087,0.268808,-0.4375,0.429935,brexit_impact; export_restrictions; geopolitical_event; geopolitical_risk; geopolitical_tensions
21,12,10,5.263158,0.267215,0.282381,-0.233333,0.534374,advertising_pause; company_response; contract_loss; customer_loss; operations_resumption
5,14,13,6.842105,0.26625,0.218829,0.078571,0.534761,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supply_agreement
13,21,13,6.842105,0.265755,0.29236,-0.3,0.525538,counterfeiting_scheme; court_ruling; dispute_resolution; human_rights_hearing; lawsuit
27,17,8,4.210526,0.261854,0.308162,0.558824,0.377389,index_composition; index_construction; index_inclusion; index_movement; market_index_movement
45,12,7,3.684211,0.261761,0.305988,0.266667,0.677413,fund_launch; innovation_hub_opening; new_exchange_launch; promotion_launch; spin_off_announcement
43,19,11,5.789474,0.24965,0.158555,0.436842,0.559333,economic_stimulus; government_incentive; government_incentives; government_initiative; government_subsidy
35,2,2,1.052632,0.246093,0.246093,0.5,0.1,licensing_agreement
26,16,13,6.842105,0.234198,0.241019,0.10625,0.442251,bankruptcy; bond_issuance; bond_issue; bond_sale; debt_analysis
8,12,5,2.631579,0.194218,0.253704,-0.05,0.606218,flexible_work_arrangements; labor_agreement; labor_dispute; labor_negotiations; wage_increase
38,93,50,26.315789,0.191814,0.237411,0.495699,0.320169,economic_forecast; economic_outlook; investment_outlook; long_term_outlook; market_cap_projection
14,39,23,12.105263,0.182121,0.231563,0.330769,0.447302,acquisition_rumor; company_breakup; company_controversy; divestiture; merger
57,28,23,12.105263,0.177616,0.202217,0.485714,0.350219,business_restart; business_restart_plan; business_restructuring; business_resumption; business_strategy_shift
31,23,20,10.526316,0.168002,0.219317,0.456522,0.518213,after_hours_trading; bullish_trade; insider_buying; oversold_condition; pre_market_trading
28,42,26,13.684211,0.164659,0.28044,0.578571,0.329166,analyst_rating; brand_loyalty_ranking; customer_loyalty_ranking; guru_rating; investment_rating
20,37,31,16.315789,0.160933,0.137085,0.591892,0.251888,adoption_expansion; benefit_expansion; business_expansion; business_model_expansion; delivery_expansion
55,112,39,20.526316,0.156495,0.238593,0.166964,0.404084,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenge
56,4,2,1.052632,0.153083,0.058554,0.65,0.15,bank_performance; banking_sector_stability; banking_system_support
29,186,73,38.421053,0.153062,0.227444,0.726882,0.168813,brand_performance; brand_recognition; counterfeit_product_removal; product_adoption; product_demand
19,20,15,7.894737,0.149886,0.222155,0.685,0.203162,business_recovery; economic_recovery; market_rebound; market_recovery; recovery
12,7,7,3.684211,0.146173,0.080179,0.457143,0.483609,climate_risk_disclosure; green_bond_issuance; renewable_energy_initiative; renewable_energy_trend; sustainability_efforts
7,14,13,6.842105,0.146021,0.107039,0.528571,0.355424,automation_adoption; digital_innovation; digital_technology_success; digital_transformation; disruption_and_innovation
0,88,60,31.578947,0.140346,0.195361,0.760795,0.173279,business_growth; company_growth; customer_growth; growth_acceleration; growth_and_dividend
23,76,47,24.736842,0.137223,0.177582,0.392105,0.42357,businessSuspension; business_delegation; business_failure; business_model; business_model_analysis
3,24,15,7.894737,0.128614,0.119577,0.583333,0.410961,demand_surge; holiday_sales; holiday_sales_report; holiday_season_sales; new_purchase
11,12,10,5.263158,0.124821,0.143342,0.533333,0.46428,auction; bond_offering; contract_award; contract_ratification; contract_win
18,16,12,6.315789,0.121869,0.12482,0.45625,0.428615,big_data_focus; cloud_competition; cloud_computing_strategy; cryptocurrency_adoption; cryptocurrency_backing
30,12,7,3.684211,0.116678,0.085633,0.325,0.635249,covid_19_impact; health_crisis_impact; pandemic_impact; pandemic_recovery; pandemic_related_decline
33,153,42,22.105263,0.116084,0.257049,0.535621,0.45301,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
47,108,40,21.052632,0.109883,0.179554,0.275,0.339424,executive_expectations_and_valuation; market_valuation; stock_valuation; undervaluation; undervaluation_analysis
