cluster_id,fact_count,cluster_proportion,avg_attention_score,std_attention_score,weighted_attention_score,avg_sentiment,std_sentiment,sample_event_types
53,4082,0.168476,0.037473,0.147773,0.006313,0.546514,0.402352,cryptocurrency_market_fluctuation; cryptocurrency_market_movement; cryptocurrency_price_movement; market_analysis; market_commentary
2,1593,0.065748,0.065503,0.18503,0.004307,0.591337,0.205634,blockchain_partnership; collaboration; industry_partnership; investment_partnership; partnership
59,1599,0.065995,0.063796,0.215766,0.00421,-0.006973,0.312782,etf_analysis; etf_comparison; etf_composition; etf_description; etf_focus
34,2512,0.103677,0.040362,0.149319,0.004185,0.235291,0.429771,industrial_policy; industry_analysis; industry_challenges; industry_context; industry_development
4,3295,0.135994,0.026216,0.12707,0.003565,0.3322,0.482258,activist_investor; alternative_investment; competitive_investment; cryptocurrency_investment; esg_investing
10,1753,0.072351,0.042612,0.175262,0.003083,0.243468,0.385791,analyst_comment; analyst_commentary; analyst_coverage; analyst_coverage_initiation; analyst_downgrade
17,1287,0.053118,0.056797,0.154576,0.003017,0.341841,0.395605,acquisition_and_earnings_announcement; earnings_and_sales_report; earnings_announcement; earnings_announcement_and_acquisition; earnings_announcement_and_deal_uncertainty
51,688,0.028396,0.086587,0.179615,0.002459,-0.273547,0.400215,competition; competition_analysis; competition_and_privacy_changes; competition_expansion; competition_intensification
1,576,0.023773,0.092104,0.228459,0.00219,0.324653,0.23537,comparable_analysis; comparative_analysis; comparison; competitive_benchmarking; competitive_comparison
32,672,0.027735,0.066958,0.181941,0.001857,0.63631,0.250399,cyclical_stock_analysis; financial_analysis; former_penny_stocks; growth_stock_analysis; growth_stock_evaluation
6,579,0.023897,0.073239,0.204134,0.00175,0.389119,0.227555,business_update_and_dividend_growth; dividend_adjustment; dividend_analysis; dividend_announcement; dividend_announcement_and_share_repurchase
15,521,0.021503,0.055774,0.158124,0.001199,0.563532,0.193598,acquisition; acquisition_and_dividend; acquisition_and_expansion; acquisition_and_partnership; acquisition_and_restructuring
29,206,0.008502,0.139507,0.221458,0.001186,0.709951,0.171333,brand_performance; brand_recognition; counterfeit_product_removal; product_adoption; product_demand
37,413,0.017046,0.049658,0.175698,0.000846,0.422276,0.294481,competitive_jab; congressional_hearing; crisis_management; criticism; election_impact
9,161,0.006645,0.115601,0.149214,0.000768,0.576708,0.47819,acquisitions_and_earnings_growth; earnings_analysis; earnings_and_demand_update; earnings_and_financials; earnings_and_rating_upgrade
33,149,0.00615,0.114979,0.259021,0.000707,0.524497,0.465184,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
40,295,0.012175,0.05523,0.188455,0.000672,-0.267458,0.405503,asset_management_update; asset_under_management_update; assets_under_management_update; customer_base_update; downgrade
38,53,0.002187,0.287034,0.224374,0.000628,0.518868,0.403198,economic_forecast; economic_outlook; investment_outlook; long_term_outlook; market_cap_projection
55,80,0.003302,0.188416,0.235963,0.000622,0.15625,0.471923,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenge
22,273,0.011267,0.046325,0.160397,0.000522,0.496337,0.265724,ceo_appointment; executive_appointment; executive_background; executive_change; executive_commentary
0,100,0.004127,0.117664,0.191796,0.000486,0.769,0.167747,business_growth; company_growth; expansion_and_growth; growth_acceleration; growth_and_dividend
42,100,0.004127,0.104627,0.211205,0.000432,-0.146,0.519504,investment_and_partnership; partnership_acquisition; partnership_and_certifications; partnership_and_competition; partnership_and_expansion
47,100,0.004127,0.104516,0.181997,0.000431,0.245,0.328748,market_valuation; stock_valuation; undervaluation; undervaluation_analysis; undervaluation_opportunity
23,71,0.00293,0.143255,0.185818,0.00042,0.360563,0.42176,businessSuspension; business_delegation; business_failure; business_model; business_model_description
16,90,0.003715,0.112152,0.27456,0.000417,0.427778,0.353405,capital_increase_approval; capital_plan_announcement; capital_plan_approval; capital_raise_consideration; cash_reserve
25,25,0.001032,0.379149,0.328943,0.000391,-0.496,0.352681,consumer_spending_decrease; economic_downturn; market_decline; market_plunge; pc_shipments_decline
24,96,0.003962,0.098051,0.21487,0.000388,0.145833,0.319151,currency_headwinds; economic_commentary; economic_policy_impact; federal_reserve_announcement; federal_reserve_intervention
50,1547,0.063849,0.00537,0.053846,0.000343,0.894505,0.05323,adoption; award_or_recognition; award_recognition; conference_discussion; conference_participation
14,39,0.00161,0.185662,0.233533,0.000299,0.294872,0.457389,acquisition_rumor; acquisition_rumors; company_breakup; company_controversy; divestiture
36,30,0.001238,0.23802,0.250087,0.000295,0.32,0.453431,asset_sale; buyout_interest; divestment; divesture; equity_raising
28,36,0.001486,0.177749,0.299423,0.000264,0.580556,0.292327,analyst_rating; customer_loyalty_ranking; guru_rating; investment_rating; neutral_rating
52,453,0.018697,0.014108,0.103719,0.000264,0.395364,0.332693,catastrophe_loss_estimate; data_security_concerns; insurance_claims_improvement; natural_disaster; natural_disaster_impact
48,224,0.009245,0.027068,0.135557,0.00025,0.369643,0.281209,initial_public_offering; ipo_announcement; ipo_impact; ipo_market_trend; ipo_preparation
20,36,0.001486,0.162663,0.138068,0.000242,0.569444,0.258005,adoption_expansion; benefit_expansion; business_expansion; business_model_expansion; delivery_expansion
57,25,0.001032,0.195682,0.217468,0.000202,0.432,0.340259,business_restructuring; business_strategy_shift; business_turnaround; company_transformation; consolidation
49,17,0.000702,0.285719,0.269735,0.0002,-0.458824,0.42573,brexit_impact; export_restrictions; geopolitical_event; geopolitical_risk; geopolitical_tensions
13,18,0.000743,0.259992,0.252748,0.000193,-0.244444,0.518783,antitrust_investigation_closure; counterfeiting_scheme; court_ruling; dispute_resolution; human_rights_hearing
27,39,0.00161,0.119046,0.249836,0.000192,0.3,0.337411,index_composition; index_construction; index_inclusion; index_movement; market_index_movement
46,63,0.0026,0.062321,0.172483,0.000162,0.65873,0.212793,profit_margin_increase; profitability_outlook; revenue_forecast; revenue_growth; revenue_growth_comparison
31,21,0.000867,0.175165,0.228764,0.000152,0.442857,0.539463,after_hours_trading; bullish_trade; insider_buying; oversold_condition; premarket_trading
21,13,0.000537,0.263063,0.268871,0.000141,-0.4,0.422447,advertising_pause; business_setback; company_response; contract_loss; customer_loss
5,10,0.000413,0.334187,0.222206,0.000138,0.15,0.586941,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supply_agreement
26,13,0.000537,0.229477,0.265029,0.000123,0.246154,0.369231,bankruptcy; bond_issuance; bond_issue; bond_sale; debt_analysis
3,22,0.000908,0.134508,0.126461,0.000122,0.572727,0.427659,demand_surge; holiday_sales; holiday_sales_report; holiday_season_sales; new_purchase
19,19,0.000784,0.155561,0.227986,0.000122,0.647368,0.208676,business_recovery; economic_recovery; market_rebound; market_recovery; recession_resilience
54,86,0.003549,0.032142,0.156378,0.000114,0.175581,0.153211,credit_agreement; credit_card_promotion; credit_card_switch; credit_quality_concerns; credit_rating_update
