cluster_id,fact_count,cluster_proportion,avg_attention_score,std_attention_score,weighted_attention_score,avg_sentiment,std_sentiment,sample_event_types
53,4172,0.160957,0.038956,0.149422,0.00627,0.528924,0.43058,cryptocurrency_market_fluctuation; cryptocurrency_market_movement; cryptocurrency_price_movement; market_analysis; market_commentary
34,2550,0.09838,0.042202,0.151965,0.004152,0.238333,0.430142,industrial_policy; industry_analysis; industry_challenges; industry_concerns; industry_context
2,1602,0.061806,0.066864,0.186581,0.004133,0.591136,0.205532,blockchain_partnership; collaboration; industry_partnership; investment_partnership; partnership
59,1608,0.062037,0.066238,0.218904,0.004109,-0.005877,0.313688,etf_analysis; etf_comparison; etf_composition; etf_description; etf_focus
4,3401,0.131211,0.025959,0.126383,0.003406,0.338151,0.476093,activist_investor; alternative_investment; competitive_investment; cryptocurrency_investment; esg_investing
10,1765,0.068094,0.045761,0.181199,0.003116,0.246119,0.38668,analyst_comment; analyst_commentary; analyst_coverage; analyst_coverage_initiation; analyst_downgrade
17,1328,0.051235,0.057906,0.155538,0.002967,0.343261,0.392232,acquisition_and_earnings_announcement; earnings_and_sales_report; earnings_announcement; earnings_announcement_and_acquisition; earnings_announcement_and_deal_uncertainty
51,688,0.026543,0.086587,0.179615,0.002298,-0.273547,0.400215,competition; competition_analysis; competition_and_privacy_changes; competition_expansion; competition_intensification
1,580,0.022377,0.094675,0.231482,0.002118,0.32431,0.236305,comparable_analysis; comparative_analysis; comparison; competitive_benchmarking; competitive_comparison
32,872,0.033642,0.055028,0.169045,0.001851,0.386812,0.520121,cyclical_stock_analysis; financial_analysis; former_penny_stocks; growth_stock_analysis; growth_stock_evaluation
6,584,0.022531,0.077104,0.210664,0.001737,0.387329,0.229898,business_update_and_dividend_growth; dividend_adjustment; dividend_analysis; dividend_announcement; dividend_announcement_and_share_repurchase
15,525,0.020255,0.056558,0.158441,0.001146,0.562095,0.197873,acquisition; acquisition_and_dividend; acquisition_and_expansion; acquisition_and_partnership; acquisition_and_restructuring
29,206,0.007948,0.139507,0.221458,0.001109,0.709951,0.171333,brand_performance; brand_recognition; counterfeit_product_removal; product_adoption; product_demand
9,291,0.011227,0.073749,0.142677,0.000828,-0.014261,0.770423,acquisitions_and_earnings_growth; earnings_analysis; earnings_and_demand_update; earnings_and_financials; earnings_and_rating_upgrade
37,414,0.015972,0.050721,0.176809,0.00081,0.422464,0.29415,competitive_jab; congressional_hearing; crisis_management; criticism; election_impact
40,305,0.011767,0.057989,0.188329,0.000682,-0.242295,0.428816,asset_management_update; asset_under_management_update; assets_under_management_update; brokerage_update; brokerage_upgrade
38,92,0.003549,0.191175,0.237215,0.000679,0.476087,0.346448,bearish_outlook; economic_forecast; economic_outlook; investment_outlook; long_term_outlook
33,150,0.005787,0.114702,0.258178,0.000664,0.525,0.463672,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
55,112,0.004321,0.15082,0.234529,0.000652,0.166964,0.410224,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenge
22,279,0.010764,0.052933,0.170758,0.00057,0.491398,0.275391,ceo_appointment; executive_appointment; executive_background; executive_change; executive_commentary
0,100,0.003858,0.117664,0.191796,0.000454,0.769,0.167747,business_growth; company_growth; expansion_and_growth; growth_acceleration; growth_and_dividend
47,104,0.004012,0.108238,0.181335,0.000434,0.259615,0.330942,executive_expectations_and_valuation; industry_valuation; market_valuation; stock_valuation; undervaluation
42,100,0.003858,0.104627,0.211205,0.000404,-0.146,0.519504,investment_and_partnership; partnership_acquisition; partnership_and_certifications; partnership_and_competition; partnership_and_expansion
16,92,0.003549,0.113567,0.27211,0.000403,0.432609,0.351738,capital_increase_approval; capital_plan_announcement; capital_plan_approval; capital_raise_consideration; cash_reserve
23,74,0.002855,0.140176,0.182628,0.0004,0.37973,0.423939,businessSuspension; business_delegation; business_failure; business_model; business_model_description
48,329,0.012693,0.031516,0.150964,0.0004,0.438298,0.255739,initial_public_offering; ipo_announcement; ipo_funding; ipo_impact; ipo_investment
25,32,0.001235,0.320787,0.313994,0.000396,-0.540625,0.324865,consumer_spending_decrease; economic_downturn; industry_slowdown; market_decline; market_plunge
50,1616,0.062346,0.006184,0.060621,0.000386,0.877847,0.094813,adoption; award_or_recognition; award_recognition; conference_discussion; conference_participation
24,97,0.003742,0.097731,0.213783,0.000366,0.137113,0.328796,currency_headwinds; economic_commentary; economic_policy_impact; federal_reserve_announcement; federal_reserve_intervention
36,33,0.001273,0.274436,0.276431,0.000349,0.266667,0.474608,asset_divestiture; asset_sale; buyout_interest; divestment; divesture
14,39,0.001505,0.185662,0.233533,0.000279,0.294872,0.457389,acquisition_rumor; acquisition_rumors; company_breakup; company_controversy; divestiture
28,37,0.001427,0.176076,0.295519,0.000251,0.551351,0.337416,analyst_rating; customer_loyalty_ranking; guru_rating; investment_rating; neutral_rating
13,30,0.001157,0.213774,0.261056,0.000247,-0.453333,0.479398,antitrust_investigation_closure; counterfeiting_scheme; court_ruling; dispute_resolution; human_rights_hearing
52,453,0.017477,0.014108,0.103719,0.000247,0.395364,0.332693,catastrophe_loss_estimate; data_security_concerns; insurance_claims_improvement; natural_disaster; natural_disaster_impact
46,66,0.002546,0.090775,0.232879,0.000231,0.618182,0.319521,profit_margin_increase; profitability_outlook; reduced_profit_forecast; revenue_forecast; revenue_growth
20,37,0.001427,0.160141,0.137028,0.000229,0.57027,0.254542,adoption_expansion; benefit_expansion; business_expansion; business_model_expansion; delivery_expansion
57,28,0.00108,0.18183,0.209343,0.000196,0.475,0.34499,business_restart; business_restart_plan; business_restructuring; business_resumption; business_strategy_shift
49,17,0.000656,0.285719,0.269735,0.000187,-0.458824,0.42573,brexit_impact; export_restrictions; geopolitical_event; geopolitical_risk; geopolitical_tensions
27,39,0.001505,0.119046,0.249836,0.000179,0.3,0.337411,index_composition; index_construction; index_inclusion; index_movement; market_index_movement
43,16,0.000617,0.271071,0.153682,0.000167,0.56875,0.393254,economic_stimulus; government_incentives; government_initiative; government_subsidy; legislative_support
31,23,0.000887,0.165571,0.220792,0.000147,0.452174,0.516569,after_hours_trading; bullish_trade; insider_buying; oversold_condition; pre_market_trading
26,16,0.000617,0.229622,0.24079,0.000142,0.10625,0.442251,bankruptcy; bond_issuance; bond_issue; bond_sale; debt_analysis
5,12,0.000463,0.294523,0.221388,0.000136,0.158333,0.536126,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supply_agreement
21,14,0.00054,0.248981,0.264018,0.000134,-0.307143,0.527073,advertising_pause; business_setback; company_response; contract_loss; customer_loss
54,89,0.003434,0.037567,0.156457,0.000129,0.14382,0.227322,credit_agreement; credit_card_promotion; credit_card_switch; credit_quality_concerns; credit_rating_change
45,12,0.000463,0.264165,0.305633,0.000122,0.266667,0.677413,fund_launch; innovation_hub_opening; new_exchange_launch; promotion_launch; spin_off_announcement
19,20,0.000772,0.151304,0.222987,0.000117,0.655,0.206095,business_recovery; economic_recovery; market_rebound; market_recovery; recession_resilience
3,22,0.000849,0.134508,0.126461,0.000114,0.572727,0.427659,demand_surge; holiday_sales; holiday_sales_report; holiday_season_sales; new_purchase
39,723,0.027894,0.003742,0.053118,0.000104,0.102905,0.083026,labor_cost_increase; price_drop; price_movement; price_target; price_target_increase
58,32,0.001235,0.070618,0.187619,8.7e-05,0.415625,0.359782,catastrophe_loss_report; economic_data_release; industry_loss_report; market_share_report; portfolio_disclosure
8,11,0.000424,0.203003,0.262223,8.6e-05,-0.127273,0.573809,flexible_work_arrangements; labor_agreement; labor_dispute; labor_negotiations; workforce_reduction
18,17,0.000656,0.118869,0.117788,7.8e-05,0.476471,0.423611,big_data_focus; cloud_competition; cloud_computing_strategy; cryptocurrency_adoption; cryptocurrency_backing
7,13,0.000502,0.14811,0.107401,7.4e-05,0.476923,0.342286,automation_adoption; digital_transformation; disruption_and_innovation; menu_innovation; technical_milestone
11,12,0.000463,0.132046,0.144325,6.1e-05,0.533333,0.46428,auction; bond_offering; contract_award; contract_ratification; contract_win
41,4,0.000154,0.383854,0.113518,5.9e-05,0.575,0.248747,artificial_intelligence_adoption; investment_in_ai; investment_in_artificial_intelligence
30,13,0.000502,0.114996,0.088971,5.8e-05,0.361538,0.624547,covid_19_impact; health_crisis_impact; pandemic_growth; pandemic_impact; pandemic_recovery
12,5,0.000193,0.178825,0.086048,3.4e-05,0.76,0.08,green_bond_issuance; renewable_energy_initiative; renewable_energy_trend; sustainability_efforts; sustainability_initiative
56,4,0.000154,0.160894,0.057671,2.5e-05,0.65,0.15,bank_performance; banking_sector_stability; banking_system_support
35,2,7.7e-05,0.251025,0.251025,1.9e-05,0.5,0.1,licensing_agreement
44,13,0.000502,0.025448,0.032451,1.3e-05,0.430769,0.126398,high_options_trading_volume; options_contract_availability; options_contract_update; options_trading; options_trading_activity
