cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
41,5,4,2.105263,0.370456,0.093041,0.62,0.24,ai_revolution; artificial_intelligence_adoption; investment_in_ai; investment_in_artificial_intelligence
5,10,9,4.736842,0.344367,0.233131,0.15,0.586941,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supply_agreement
25,25,23,12.105263,0.337605,0.318302,-0.496,0.352681,consumer_spending_decrease; economic_downturn; market_decline; market_plunge; pc_shipments_decline
49,14,11,5.789474,0.309837,0.278183,-0.428571,0.458925,export_restrictions; geopolitical_event; geopolitical_risk; geopolitical_tensions; tariff_impact
43,7,6,3.157895,0.275869,0.153193,0.671429,0.305728,government_incentive; legislative_support; meeting_with_government; tax_credit_extension; tax_legislation_impact
38,52,41,21.578947,0.27143,0.224241,0.548077,0.36545,economic_forecast; economic_outlook; investment_outlook; long_term_outlook; market_cap_projection
36,23,18,9.473684,0.266404,0.274629,0.386957,0.418386,asset_sale; buyout_interest; divestment; divesture; equity_raising
21,12,10,5.263158,0.260115,0.276872,-0.375,0.430358,advertising_pause; business_setback; company_response; contract_loss; customer_loss
55,42,27,14.210526,0.246247,0.236587,0.321429,0.46982,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenge
13,10,6,3.157895,0.224839,0.197195,-0.34,0.566039,court_ruling; human_rights_hearing; lawsuit; lawsuit_settlement; litigation_settlement
57,23,21,11.052632,0.207127,0.220477,0.4,0.336219,business_restructuring; business_strategy_shift; company_transformation; consolidation; corporate_restructuring
8,11,5,2.631579,0.206784,0.261663,-0.118182,0.587473,flexible_work_arrangements; labor_agreement; labor_dispute; labor_negotiations; wage_increase
12,3,3,1.578947,0.203562,0.098153,0.8,0.0,green_bond_issuance; renewable_energy_initiative; sustainability_initiative
14,34,21,11.052632,0.202165,0.245585,0.294118,0.46078,acquisition_rumor; acquisition_rumors; company_breakup; company_controversy; divestiture
45,9,5,2.631579,0.1997,0.324278,0.155556,0.745522,fund_launch; innovation_hub_opening; new_exchange_launch; spin_off_announcement
56,3,1,0.526316,0.186287,0.030522,0.6,0.141421,banking_sector_stability; banking_system_support
31,19,17,8.947368,0.183579,0.241477,0.494737,0.496804,after_hours_trading; bullish_trade; insider_buying; oversold_condition; record_trading_volume
26,10,10,5.263158,0.182357,0.280293,0.23,0.412432,bankruptcy; debt_analysis; debt_offering; debt_origination_record; debt_refinancing
19,15,10,5.263158,0.177564,0.251493,0.646667,0.221711,business_recovery; economic_recovery; market_rebound; market_recovery; recovery_potential
28,33,18,9.473684,0.173669,0.30556,0.557576,0.294423,analyst_rating; customer_loyalty_ranking; guru_rating; investment_rating; neutral_rating
20,33,27,14.210526,0.147594,0.127956,0.566667,0.265908,adoption_expansion; benefit_expansion; business_expansion; business_model_expansion; delivery_expansion
29,170,63,33.157895,0.137404,0.220276,0.742647,0.155267,brand_performance; brand_recognition; product_adoption; product_demand; product_description
0,81,55,28.947368,0.137047,0.200752,0.775309,0.122253,business_growth; cloud_services_growth; company_growth; growth_acceleration; growth_and_dividend
23,73,46,24.210526,0.136695,0.178982,0.393151,0.400455,businessSuspension; business_delegation; business_model; business_model_analysis; business_model_description
11,11,9,4.736842,0.13458,0.148628,0.509091,0.477597,auction; bond_offering; contract_award; contract_ratification; deal_cancellation
30,9,5,2.631579,0.133446,0.103634,0.177778,0.67128,covid_19_impact; health_crisis_impact; pandemic_growth; pandemic_impact; pandemic_recovery
7,9,9,4.736842,0.121015,0.07482,0.388889,0.372512,automation_adoption; digital_transformation; disruption_and_innovation; menu_innovation; technical_milestone
9,150,75,39.473684,0.115414,0.153655,0.572333,0.476149,acquisitions_and_earnings_growth; earnings_analysis; earnings_and_demand_update; earnings_and_financials; earnings_and_rating_upgrade
33,150,38,20.0,0.115326,0.259286,0.525667,0.464139,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
3,23,14,7.368421,0.115191,0.113575,0.617391,0.430017,demand_surge; holiday_sales; holiday_sales_report; holiday_season_sales; new_purchase
18,17,13,6.842105,0.114967,0.111692,0.476471,0.423611,big_data_focus; cloud_adoption; cloud_competition; cloud_computing_strategy; cryptocurrency_adoption
27,38,7,3.684211,0.0992,0.222749,0.305263,0.340238,index_composition; index_construction; index_inclusion; index_movement; market_index_movement
24,92,19,10.0,0.097428,0.220002,0.128261,0.2898,currency_headwinds; economic_commentary; federal_reserve_announcement; federal_reserve_intervention; federal_reserve_policy
1,512,79,41.578947,0.095211,0.230803,0.350391,0.239384,comparable_analysis; comparative_analysis; comparison; competitive_benchmarking; competitive_comparison
6,384,61,32.105263,0.094871,0.223263,0.384635,0.212496,business_update_and_dividend_growth; dividend_adjustment; dividend_analysis; dividend_announcement; dividend_announcement_and_share_repurchase
42,95,30,15.789474,0.094713,0.194517,-0.169474,0.516888,investment_and_partnership; partnership_acquisition; partnership_and_certifications; partnership_and_competition; partnership_and_growth_prospects
47,95,31,16.315789,0.090807,0.174821,0.249474,0.321141,market_valuation; stock_valuation; undervaluation; undervaluation_analysis; undervaluation_opportunity
48,54,11,5.789474,0.088587,0.226853,-0.040741,0.325758,initial_public_offering; ipo_announcement; ipo_impact; ipo_market_trend; ipo_partnership
16,84,12,6.315789,0.085704,0.243206,0.432143,0.355956,capital_increase_approval; capital_plan_announcement; capital_plan_approval; capital_raise_consideration; cash_reserve
51,670,80,42.105263,0.08156,0.169715,-0.284627,0.394158,competition; competition_analysis; competition_and_privacy_changes; competition_expansion; competition_intensification
59,1147,78,41.052632,0.080791,0.240271,0.07864,0.312493,etf_analysis; etf_composition; etf_description; etf_focus; etf_holding
2,1231,111,58.421053,0.072419,0.190837,0.665313,0.160546,blockchain_partnership; collaboration; industry_partnership; investment_partnership; partnership
58,31,11,5.789474,0.071893,0.191418,0.4,0.354692,catastrophe_loss_report; economic_data_release; industry_loss_report; market_share_report; portfolio_disclosure
39,11,9,4.736842,0.06009,0.021041,0.290909,0.645903,labor_cost_increase; price_drop; price_movement; price_target_increase; price_target_raise
46,62,15,7.894737,0.059138,0.170292,0.63871,0.2654,profit_margin_increase; profitability_outlook; revenue_forecast; revenue_growth; revenue_growth_comparison
