cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
27,1,1,0.526316,0.796708,0.0,0.1,0.0,index_composition
51,8,6,3.157895,0.482592,0.407366,0.2125,0.231503,competition; competition_risk; competitive_analysis; competitive_strategy; gaming_market_competition
35,1,1,0.526316,0.478465,0.0,0.6,0.0,licensing_agreement
16,7,6,3.157895,0.46504,0.362176,0.385714,0.289968,efficiency_ratio_improvement; expense_ratio_reduction; financial_performance; funding_round
36,5,5,2.631579,0.454714,0.309794,-0.22,0.263818,asset_divestiture; institutional_ownership_change; stock_sales
22,7,5,2.631579,0.452921,0.358035,0.242857,0.477664,executive_background; executive_change; executive_commentary; executive_movement; executive_statement
45,3,2,1.052632,0.449391,0.120214,0.6,0.141421,new_exchange_launch; promotion_launch
46,6,6,3.157895,0.418974,0.419839,0.3,0.743864,profitability_outlook; record_revenue_increase; reduced_profit_forecast; revenue_estimate; revenue_growth_outlook
1,15,11,5.789474,0.402651,0.312599,0.353333,0.257854,comparison; competitor_comparison; industry_comparison; investment_comparison; market_comparison
29,17,9,4.736842,0.345883,0.236011,0.588235,0.21111,counterfeit_product_removal; product_adoption; product_development; product_launch
7,2,2,1.052632,0.335638,0.000174,0.7,0.0,technology_transition
42,5,5,2.631579,0.322495,0.343357,0.3,0.334664,investment_and_partnership; partnership_expansion; partnership_loss; unsubstantiated_partnership_rumor
26,6,3,1.578947,0.314149,0.110046,-0.1,0.412311,bond_issuance; bond_issue; bond_sale; financial_support; loan_deferrals
28,2,2,1.052632,0.296583,0.233114,0.8,0.0,analyst_rating; stock_rating
13,11,5,2.631579,0.287654,0.361857,-0.563636,0.384407,counterfeiting_scheme; dispute_resolution; lawsuit; money_laundering_allegations; patent_infringement_lawsuit
43,10,4,2.105263,0.251873,0.157222,0.52,0.421426,economic_stimulus; government_incentives; government_initiative; government_subsidy; legislative_support
47,11,7,3.684211,0.244191,0.159785,0.4,0.393123,executive_expectations_and_valuation; undervaluation; valuation_analysis; valuation_comparison; valuation_update
20,4,4,2.105263,0.241544,0.185505,0.675,0.129904,infrastructure_build_out; market_expansion; nft_market_expansion; product_expansion
3,3,3,1.578947,0.227126,0.151032,0.6,0.141421,sales Surge; sales_growth; sales_performance
25,8,6,3.157895,0.220436,0.268805,-0.675,0.096825,housing_start_decline; industry_slowdown; market_decline; sector_downgrade_warning; stock_price_decrease
40,8,7,3.684211,0.216189,0.183867,0.45,0.37081,investment_portfolio_update; operational_update; ownership_update; portfolio_rebalancing; upgrade
54,4,2,1.052632,0.205099,0.054139,-0.45,0.55,credit_card_promotion; credit_rating_change
