cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
46,4,4,2.105263,0.585631,0.421355,0.025,0.775806,profitability_outlook; reduced_profit_forecast; revenue_growth_outlook; revenue_impact
35,1,1,0.526316,0.494013,0.0,0.6,0.0,licensing_agreement
45,3,2,1.052632,0.454072,0.110357,0.6,0.141421,new_exchange_launch; promotion_launch
1,12,9,4.736842,0.445606,0.334401,0.333333,0.259272,comparison; industry_comparison; market_comparison; operating_margin_comparison; peer_comparison
36,5,4,2.105263,0.425025,0.335041,-0.26,0.257682,asset_divestiture; institutional_ownership_change; shareholder_update; stock_sales
22,6,4,2.105263,0.352847,0.304598,0.266667,0.512076,executive_change; executive_commentary; executive_movement; executive_statement
29,12,7,3.684211,0.332757,0.262524,0.566667,0.239212,counterfeit_product_removal; product_development; product_launch
7,2,2,1.052632,0.322225,0.000601,0.7,0.0,technology_transition
26,7,4,2.105263,0.280436,0.142129,-0.2,0.453557,bond_issuance; bond_issue; bond_sale; financial_support; lending_restrictions
47,9,6,3.157895,0.272125,0.16527,0.344444,0.408551,executive_expectations_and_valuation; undervaluation; valuation_comparison; valuation_update
51,6,5,2.631579,0.260295,0.332549,0.033333,0.286744,competition; competition_risk; competitive_analysis; competitive_strategy; market_competition
43,10,4,2.105263,0.252775,0.1655,0.52,0.421426,economic_stimulus; government_incentives; government_initiative; government_subsidy; legislative_support
54,4,2,1.052632,0.217119,0.04016,-0.45,0.55,credit_card_promotion; credit_rating_change
0,4,3,1.578947,0.210403,0.1274,0.5,0.578792,growth_challenges; industry_growth; market_growth
3,3,3,1.578947,0.207652,0.13135,0.6,0.141421,sales Surge; sales_growth; sales_performance
40,10,7,3.684211,0.192923,0.187442,0.37,0.469148,guidance_revision; investment_portfolio_update; operational_update; ownership_update; portfolio_rebalancing
12,1,1,0.526316,0.18833,0.0,0.8,0.0,sustainability_efforts
20,4,4,2.105263,0.180776,0.187245,0.675,0.129904,infrastructure_build_out; investment_expansion; market_expansion; nft_market_expansion
