cluster_id,fact_count,cluster_proportion,avg_attention_score,std_attention_score,weighted_attention_score,avg_sentiment,std_sentiment,sample_event_types
53,4171,0.160918,0.038997,0.149474,0.006275,0.528451,0.431403,cryptocurrency_market_fluctuation; cryptocurrency_market_movement; cryptocurrency_price_movement; market_analysis; market_commentary
34,2552,0.098457,0.042184,0.151736,0.004153,0.236853,0.430961,industrial_policy; industry_analysis; industry_challenges; industry_concerns; industry_context
59,1601,0.061767,0.06584,0.218921,0.004067,-0.008463,0.31169,etf_analysis; etf_comparison; etf_composition; etf_description; etf_focus
2,1564,0.06034,0.067211,0.187442,0.004056,0.582289,0.204676,blockchain_partnership; collaboration; industry_partnership; investment_banking_partnership; investment_partnership
4,3349,0.129205,0.026213,0.127194,0.003387,0.339654,0.479408,activist_investor; alternative_investment; competitive_investment; cryptocurrency_investment; esg_investing
10,1800,0.069444,0.04567,0.18026,0.003172,0.255778,0.389815,analyst_comment; analyst_commentary; analyst_coverage; analyst_coverage_initiation; analyst_downgrade
17,1486,0.05733,0.05306,0.148255,0.003042,0.37103,0.394021,acquisition_and_earnings_announcement; earnings_and_sales_report; earnings_announcement; earnings_announcement_and_acquisition; earnings_announcement_and_deal_uncertainty
51,686,0.026466,0.086657,0.179138,0.002293,-0.281924,0.394673,competition; competition_analysis; competition_and_privacy_changes; competition_expansion; competition_intensification
1,527,0.020332,0.105071,0.239996,0.002136,0.34981,0.240157,comparable_analysis; comparative_analysis; comparison; competitive_benchmarking; competitive_comparison
32,870,0.033565,0.055249,0.169111,0.001854,0.385287,0.519827,cyclical_stock_analysis; financial_analysis; former_penny_stocks; growth_stock_analysis; growth_stock_evaluation
6,557,0.021489,0.080914,0.215392,0.001739,0.382944,0.23457,business_update_and_dividend_growth; dividend_adjustment; dividend_analysis; dividend_announcement; dividend_announcement_and_share_repurchase
29,187,0.007215,0.156836,0.229445,0.001131,0.727005,0.17136,brand_performance; brand_recognition; counterfeit_product_removal; product_adoption; product_demand
15,514,0.01983,0.056108,0.159648,0.001113,0.557393,0.204981,acquisition; acquisition_and_dividend; acquisition_and_expansion; acquisition_and_partnership; acquisition_and_restructuring
37,412,0.015895,0.051449,0.179102,0.000818,0.420631,0.300059,competitive_jab; congressional_hearing; crisis_management; criticism; election_impact
9,286,0.011034,0.074003,0.144029,0.000817,-0.025,0.768624,acquisitions_and_earnings_growth; earnings_analysis; earnings_and_demand_update; earnings_and_financials; earnings_and_rating_upgrade
55,117,0.004514,0.151567,0.232234,0.000684,0.159829,0.408261,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenge
40,308,0.011883,0.057497,0.186066,0.000683,-0.230844,0.441577,asset_management_update; asset_under_management_update; assets_under_management_update; brokerage_update; brokerage_upgrade
33,151,0.005826,0.116297,0.257715,0.000677,0.534106,0.455481,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
38,89,0.003434,0.192999,0.237521,0.000663,0.467416,0.34852,bearish_outlook; economic_forecast; economic_outlook; investment_outlook; long_term_outlook
22,282,0.01088,0.053137,0.169791,0.000578,0.492908,0.27461,ceo_appointment; executive_appointment; executive_background; executive_change; executive_commentary
0,79,0.003048,0.146848,0.204366,0.000448,0.753797,0.189899,business_growth; cloud_services_growth; growth_acceleration; growth_and_dividend; growth_and_value_opportunity
47,105,0.004051,0.109989,0.181621,0.000446,0.268571,0.329304,executive_expectations_and_valuation; market_valuation; stock_valuation; undervaluation; undervaluation_analysis
48,329,0.012693,0.031378,0.150835,0.000398,0.438298,0.255739,initial_public_offering; ipo_announcement; ipo_funding; ipo_impact; ipo_investment
25,32,0.001235,0.322484,0.313203,0.000398,-0.5375,0.32476,consumer_spending_decrease; economic_downturn; housing_start_decline; industry_slowdown; market_decline
