cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
41,4,4,2.105263,0.370837,0.107415,0.575,0.248747,artificial_intelligence_adoption; investment_in_ai; investment_in_artificial_intelligence
25,32,29,15.263158,0.322484,0.313203,-0.5375,0.32476,consumer_spending_decrease; economic_downturn; housing_start_decline; industry_slowdown; market_decline
36,26,21,11.052632,0.306678,0.295969,0.242308,0.469183,asset_divestiture; asset_sale; buyout_interest; divestment; divesture
49,17,14,7.368421,0.289855,0.268833,-0.458824,0.42573,brexit_impact; export_restrictions; geopolitical_event; geopolitical_risk; geopolitical_tensions
45,11,6,3.157895,0.282241,0.31332,0.236364,0.699705,innovation_hub_opening; new_exchange_launch; promotion_launch; spin_off_announcement
43,16,9,4.736842,0.274548,0.163563,0.56875,0.393254,economic_stimulus; government_incentives; government_initiative; government_subsidy; legislative_support
21,13,11,5.789474,0.268086,0.271355,-0.269231,0.528255,advertising_pause; company_response; contract_loss; customer_loss; operations_resumption
5,14,12,6.315789,0.260538,0.219401,0.157143,0.553836,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supplier_change
35,2,2,1.052632,0.247007,0.247007,0.5,0.1,licensing_agreement
26,16,13,6.842105,0.234871,0.241821,-0.04375,0.4743,bankruptcy; bond_issuance; bond_issue; bond_sale; debt_analysis
13,31,15,7.894737,0.203163,0.258675,-0.448387,0.454278,antitrust_investigation_closure; counterfeiting_scheme; court_ruling; dispute_resolution; human_rights_hearing
38,89,47,24.736842,0.192999,0.237521,0.467416,0.34852,bearish_outlook; economic_forecast; economic_outlook; investment_outlook; long_term_outlook
14,37,23,12.105263,0.189782,0.236031,0.289189,0.47179,acquisition_rumor; acquisition_rumors; company_breakup; company_controversy; divestiture
8,13,6,3.157895,0.18606,0.245598,-0.076923,0.605302,flexible_work_arrangements; labor_agreement; labor_contract_agreement; labor_dispute; labor_negotiations
31,20,17,8.947368,0.185955,0.234662,0.405,0.532424,after_hours_trading; bullish_trade; insider_buying; oversold_condition; pre_market_trading
57,28,22,11.578947,0.184014,0.209908,0.471429,0.341067,business_restart; business_restart_plan; business_restructuring; business_resumption; business_strategy_shift
28,36,21,11.052632,0.176164,0.300734,0.597222,0.29296,analyst_rating; guru_rating; investment_rating; neutral_rating; rating_action
12,5,5,2.631579,0.16957,0.088006,0.8,0.0,green_bond_issuance; renewable_energy_initiative; sustainability_efforts; sustainability_initiative
20,36,31,16.315789,0.159386,0.138988,0.588889,0.252518,adoption_expansion; benefit_expansion; business_expansion; business_model_expansion; delivery_expansion
29,187,73,38.421053,0.156836,0.229445,0.727005,0.17136,brand_performance; brand_recognition; counterfeit_product_removal; product_adoption; product_demand
55,117,39,20.526316,0.151567,0.232234,0.159829,0.408261,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenge
19,20,15,7.894737,0.151167,0.222344,0.685,0.203162,business_recovery; economic_recovery; market_rebound; market_recovery; recovery
7,13,13,6.842105,0.148641,0.10114,0.476923,0.342286,automation_adoption; digital_transformation; disruption_and_innovation; menu_innovation; technical_milestone
0,79,54,28.421053,0.146848,0.204366,0.753797,0.189899,business_growth; cloud_services_growth; growth_acceleration; growth_and_dividend; growth_and_value_opportunity
11,10,8,4.210526,0.145794,0.155127,0.49,0.49689,auction; bond_offering; contract_ratification; deal_cancellation; new_deals
56,5,2,1.052632,0.141168,0.055718,0.68,0.146969,bank_performance; banking_sector_stability; banking_system_support
3,24,15,7.894737,0.131161,0.120911,0.583333,0.410961,demand_surge; holiday_sales; holiday_sales_report; holiday_season_sales; new_purchase
18,17,13,6.842105,0.122173,0.115018,0.394118,0.484429,cloud_adoption; cloud_competition; cloud_computing_strategy; cloud_lag; cryptocurrency_adoption
33,151,41,21.578947,0.116297,0.257715,0.534106,0.455481,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
27,39,8,4.210526,0.116225,0.243806,0.3,0.337411,index_composition; index_construction; index_inclusion; index_movement; market_index_movement
16,90,17,8.947368,0.114168,0.27491,0.426667,0.353019,capital_increase_approval; capital_plan_approval; capital_raise_consideration; cash_reserve; efficiency_ratio_improvement
30,14,8,4.210526,0.113375,0.090669,0.392857,0.612331,covid_19_impact; health_crisis_impact; pandemic_growth; pandemic_impact; pandemic_recovery
