cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
41,4,4,2.105263,0.385817,0.114712,0.575,0.248747,artificial_intelligence_adoption; investment_in_ai; investment_in_artificial_intelligence
25,32,28,14.736842,0.319897,0.313413,-0.540625,0.324865,consumer_spending_decrease; economic_downturn; industry_slowdown; market_decline; market_plunge
49,17,14,7.368421,0.291224,0.266375,-0.458824,0.42573,brexit_impact; export_restrictions; geopolitical_event; geopolitical_risk; geopolitical_tensions
45,11,6,3.157895,0.280483,0.31423,0.236364,0.699705,innovation_hub_opening; new_exchange_launch; promotion_launch; spin_off_announcement
43,16,9,4.736842,0.277285,0.159858,0.56875,0.393254,economic_stimulus; government_incentives; government_initiative; government_subsidy; legislative_support
36,32,24,12.631579,0.270088,0.278877,0.309375,0.441134,asset_divestiture; asset_sale; buyout_interest; divestment; divesture
5,14,13,6.842105,0.268311,0.218944,0.171429,0.539085,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supply_agreement
21,13,11,5.789474,0.264817,0.268878,-0.269231,0.528255,advertising_pause; company_response; contract_loss; customer_loss; operations_resumption
26,18,15,7.894737,0.215167,0.231436,0.016667,0.489047,bankruptcy; bond_issuance; bond_issue; bond_sale; debt_analysis
8,12,6,3.157895,0.197885,0.253421,-0.15,0.572276,flexible_work_arrangements; labor_agreement; labor_dispute; labor_negotiations; staff_cuts
13,32,15,7.894737,0.197822,0.255906,-0.465625,0.432008,counterfeiting_scheme; court_ruling; dispute_resolution; human_rights_hearing; intellectual_property_dispute
14,35,22,11.578947,0.195422,0.244862,0.314286,0.46546,acquisition_rumor; acquisition_rumors; company_breakup; company_controversy; divestiture
38,93,51,26.842105,0.188889,0.234391,0.47957,0.346196,bearish_outlook; economic_forecast; economic_outlook; investment_outlook; long_term_outlook
55,88,37,19.473684,0.188639,0.251257,0.223864,0.4186,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenge
57,27,23,12.105263,0.184475,0.209147,0.462963,0.345498,business_restart; business_restart_plan; business_restructuring; business_resumption; business_strategy_shift
31,22,19,10.0,0.173754,0.224513,0.45,0.528075,after_hours_trading; bullish_trade; insider_buying; oversold_condition; pre_market_trading
28,41,26,13.684211,0.165164,0.282187,0.573171,0.331313,analyst_rating; brand_loyalty_ranking; customer_loyalty_ranking; guru_rating; investment_rating
12,6,6,3.157895,0.158185,0.092644,0.433333,0.518545,climate_risk_disclosure; green_bond_issuance; renewable_energy_initiative; sustainability_efforts; sustainability_initiative
19,18,13,6.842105,0.15789,0.233074,0.672222,0.210305,business_recovery; economic_recovery; market_rebound; market_recovery; recovery_potential
29,185,72,37.894737,0.155997,0.229525,0.722973,0.172578,brand_performance; brand_recognition; counterfeit_product_removal; product_adoption; product_demand
56,4,2,1.052632,0.155968,0.054331,0.65,0.15,bank_performance; banking_sector_stability; banking_system_support
20,39,33,17.368421,0.152843,0.133807,0.579487,0.251334,adoption_expansion; benefit_expansion; business_expansion; business_model_expansion; delivery_expansion
7,14,14,7.368421,0.143852,0.101856,0.5,0.340168,automation_adoption; digital_technology_success; digital_transformation; disruption_and_innovation; menu_innovation
11,11,9,4.736842,0.137019,0.149827,0.518182,0.482075,auction; bond_offering; contract_ratification; contract_win; deal_cancellation
3,24,15,7.894737,0.133006,0.124113,0.595833,0.416812,demand_surge; holiday_sales; holiday_sales_report; holiday_season_sales; new_purchase
18,16,12,6.315789,0.120781,0.116049,0.45625,0.428615,big_data_focus; cloud_competition; cloud_computing_strategy; cryptocurrency_adoption; cryptocurrency_backing
27,39,8,4.210526,0.11654,0.244309,0.3,0.337411,index_composition; index_construction; index_inclusion; index_movement; market_index_movement
33,157,45,23.684211,0.11434,0.252697,0.531529,0.455304,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
30,13,7,3.684211,0.112407,0.083759,0.369231,0.629267,covid_19_impact; health_crisis_impact; pandemic_growth; pandemic_impact; pandemic_recovery
0,112,62,32.631579,0.111961,0.181579,0.770536,0.161266,business_growth; cloud_services_growth; company_growth; expansion_and_growth; growth_acceleration
47,108,40,21.052632,0.110156,0.180236,0.261111,0.333009,executive_expectations_and_valuation; industry_valuation; market_valuation; stock_valuation; undervaluation
16,93,20,10.526316,0.108445,0.26727,0.443011,0.35299,capital_increase_approval; capital_plan_announcement; capital_plan_approval; capital_raise_consideration; capital_return_plan
1,526,91,47.894737,0.105377,0.240091,0.34943,0.235914,comparable_analysis; comparative_analysis; comparison; competitive_benchmarking; competitive_comparison
42,102,37,19.473684,0.104268,0.208156,-0.127451,0.530844,investment_and_partnership; partnership_acquisition; partnership_and_certifications; partnership_and_competition; partnership_and_expansion
24,99,23,12.105263,0.097355,0.213135,0.129293,0.336726,currency_headwinds; economic_commentary; economic_policy_impact; federal_reserve_announcement; federal_reserve_intervention
46,65,19,10.0,0.091884,0.233969,0.598462,0.354094,profit_margin_increase; profitability_outlook; reduced_profit_forecast; revenue_forecast; revenue_growth
51,690,88,46.315789,0.087555,0.179796,-0.272029,0.401248,competition; competition_analysis; competition_and_privacy_changes; competition_expansion; competition_intensification
23,121,46,24.210526,0.08577,0.159428,0.039669,0.543554,businessSuspension; business_delegation; business_failure; business_model; business_model_analysis
6,561,69,36.315789,0.081012,0.214696,0.38467,0.235557,business_update_and_dividend_growth; dividend_adjustment; dividend_analysis; dividend_announcement; dividend_announcement_and_share_repurchase
9,285,88,46.315789,0.073888,0.144333,-0.035614,0.767088,earnings_analysis; earnings_and_demand_update; earnings_and_financials; earnings_and_rating_upgrade; earnings_beat
58,33,13,6.842105,0.07144,0.18501,0.427273,0.360364,catastrophe_loss_report; economic_data_release; fee_income_report; industry_loss_report; market_share_report
59,1605,95,50.0,0.065993,0.218946,-0.006947,0.312975,etf_analysis; etf_comparison; etf_composition; etf_description; etf_focus
2,1616,125,65.789474,0.065145,0.185197,0.579208,0.201973,blockchain_partnership; collaboration; industry_partnership; investment_partnership; partnership
15,525,71,37.368421,0.056535,0.15869,0.562286,0.195829,acquisition; acquisition_and_dividend; acquisition_and_expansion; acquisition_and_partnership; acquisition_and_restructuring
40,305,41,21.578947,0.056275,0.186207,-0.240328,0.433037,asset_management_update; asset_under_management_update; assets_under_management_update; brokerage_update; brokerage_upgrade
32,872,106,55.789474,0.054743,0.168748,0.386812,0.520121,cyclical_stock_analysis; financial_analysis; former_penny_stocks; growth_stock_analysis; growth_stock_evaluation
17,1364,143,75.263158,0.054599,0.153207,0.354949,0.393797,acquisition_and_earnings_announcement; earnings_and_sales_report; earnings_announcement; earnings_announcement_and_acquisition; earnings_announcement_and_deal_uncertainty
22,280,33,17.368421,0.053059,0.170883,0.493571,0.274567,ceo_appointment; executive_appointment; executive_background; executive_change; executive_commentary
37,419,56,29.473684,0.051646,0.177262,0.42148,0.299429,competitive_jab; congressional_hearing; crisis_management; criticism; election_aftermath
10,1801,91,47.894737,0.045509,0.179999,0.252082,0.385851,analyst_comment; analyst_commentary; analyst_coverage; analyst_coverage_initiation; analyst_downgrade
34,2541,125,65.789474,0.041941,0.152042,0.236147,0.431093,industry_analysis; industry_challenges; industry_concerns; industry_context; industry_development
53,4162,154,81.052632,0.038938,0.149663,0.526879,0.433333,cryptocurrency_market_fluctuation; cryptocurrency_market_movement; cryptocurrency_price_movement; market_analysis; market_commentary
54,89,5,2.631579,0.038047,0.157025,0.14382,0.227322,credit_agreement; credit_card_promotion; credit_card_switch; credit_quality_concerns; credit_rating_change
48,332,17,8.947368,0.03195,0.150456,0.439458,0.255028,initial_public_offering; ipo_announcement; ipo_arrangement; ipo_funding; ipo_impact
4,3356,102,53.684211,0.026444,0.127209,0.340539,0.479289,activist_investor; alternative_investment; competitive_investment; cryptocurrency_investment; esg_investing
44,13,11,5.789474,0.025195,0.031906,0.430769,0.126398,high_options_trading_volume; options_contract_availability; options_contract_update; options_trading; options_trading_activity
35,22,2,1.052632,0.023212,0.106371,0.590909,0.04166,licensing_agreement
