cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
41,4,4,2.105263,0.385817,0.114712,0.575,0.248747,artificial_intelligence_adoption; investment_in_ai; investment_in_artificial_intelligence
25,28,26,13.684211,0.34401,0.32548,-0.521429,0.34159,consumer_spending_decrease; economic_downturn; market_decline; market_plunge; pc_shipments_decline
49,16,13,6.842105,0.309426,0.264118,-0.45625,0.438704,export_restrictions; geopolitical_event; geopolitical_risk; geopolitical_tensions; tariff_impact
43,15,8,4.210526,0.290785,0.156019,0.566667,0.406065,government_incentives; government_initiative; government_subsidy; legislative_support; meeting_with_government
21,12,10,5.263158,0.281225,0.273533,-0.366667,0.422953,advertising_pause; company_response; contract_loss; customer_loss; outage_impact_on_clients
55,52,32,16.842105,0.27947,0.248131,0.280769,0.490305,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenges
5,14,13,6.842105,0.268311,0.218944,0.171429,0.539085,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supply_agreement
36,26,20,10.526316,0.245251,0.259478,0.434615,0.377178,asset_sale; buyout_interest; divestment; divesture; equity_raising
13,19,13,6.842105,0.238979,0.252439,-0.257895,0.451099,counterfeiting_scheme; court_ruling; dispute_resolution; human_rights_hearing; intellectual_property_dispute
45,8,4,2.105263,0.217088,0.340794,0.1,0.772981,innovation_hub_opening; new_exchange_launch; spin_off_announcement
14,32,21,11.052632,0.207645,0.252656,0.2875,0.477461,acquisition_rumor; acquisition_rumors; company_breakup; company_controversy; divestiture
57,24,22,11.578947,0.199077,0.217466,0.416667,0.338707,business_restructuring; business_strategy_shift; company_transformation; consolidation; corporate_restructuring
8,12,6,3.157895,0.197885,0.253421,-0.15,0.572276,flexible_work_arrangements; labor_agreement; labor_dispute; labor_negotiations; staff_cuts
38,87,45,23.684211,0.182354,0.236901,0.493103,0.296161,economic_forecast; economic_outlook; investment_outlook; long_term_outlook; market_cap_projection
56,3,1,0.526316,0.18196,0.035122,0.6,0.141421,banking_sector_stability; banking_system_support
31,21,18,9.473684,0.176031,0.229548,0.504762,0.475571,after_hours_trading; bullish_trade; insider_buying; oversold_condition; pre_market_trading
19,16,11,5.789474,0.169553,0.24472,0.65625,0.217855,business_recovery; economic_recovery; market_rebound; market_recovery; recovery_potential
26,12,12,6.315789,0.167109,0.258696,0.075,0.513363,bankruptcy; debt_analysis; debt_offering; debt_origination_record; debt_refinancing
28,40,25,13.157895,0.166536,0.285558,0.6,0.288097,analyst_rating; brand_loyalty_ranking; customer_loyalty_ranking; guru_rating; investment_rating
12,6,6,3.157895,0.158185,0.092644,0.433333,0.518545,climate_risk_disclosure; green_bond_issuance; renewable_energy_initiative; sustainability_efforts; sustainability_initiative
29,182,70,36.842105,0.151228,0.22792,0.724451,0.172867,brand_performance; brand_recognition; counterfeit_product_removal; product_adoption; product_demand
39,11,9,4.736842,0.148821,0.270006,0.227273,0.626811,labor_cost_increase; price_drop; price_movement; price_target; price_target_increase
20,36,30,15.789474,0.147791,0.124239,0.575,0.258602,adoption_expansion; benefit_expansion; business_expansion; business_model_expansion; delivery_expansion
7,14,14,7.368421,0.143852,0.101856,0.5,0.340168,automation_adoption; digital_technology_success; digital_transformation; disruption_and_innovation; menu_innovation
11,11,9,4.736842,0.137019,0.149827,0.518182,0.482075,auction; bond_offering; contract_ratification; contract_win; deal_cancellation
30,9,5,2.631579,0.129772,0.095308,0.177778,0.67128,covid_19_impact; health_crisis_impact; pandemic_growth; pandemic_impact; pandemic_recovery
9,157,83,43.684211,0.122286,0.158137,0.549363,0.498405,earnings_analysis; earnings_and_demand_update; earnings_and_financials; earnings_and_rating_upgrade; earnings_beat
18,16,12,6.315789,0.120781,0.116049,0.45625,0.428615,big_data_focus; cloud_competition; cloud_computing_strategy; cryptocurrency_adoption; cryptocurrency_backing
3,22,13,6.842105,0.11987,0.115108,0.590909,0.432655,demand_surge; holiday_sales; holiday_sales_report; holiday_season_sales; new_purchase
27,39,8,4.210526,0.11654,0.244309,0.3,0.337411,index_composition; index_construction; index_inclusion; index_movement; market_index_movement
33,154,42,22.105263,0.115236,0.255064,0.530844,0.459644,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
0,112,62,32.631579,0.111961,0.181579,0.770536,0.161266,business_growth; cloud_services_growth; company_growth; expansion_and_growth; growth_acceleration
16,91,18,9.473684,0.107187,0.269655,0.438462,0.3548,capital_increase_approval; capital_plan_announcement; capital_plan_approval; capital_raise_consideration; capital_return_plan
42,102,37,19.473684,0.104268,0.208156,-0.127451,0.530844,investment_and_partnership; partnership_acquisition; partnership_and_certifications; partnership_and_competition; partnership_and_expansion
47,103,38,20.0,0.098569,0.173086,0.264078,0.322868,market_valuation; stock_valuation; undervaluation; undervaluation_analysis; undervaluation_opportunity
1,516,84,44.210526,0.097804,0.231213,0.349806,0.235057,comparable_analysis; comparative_analysis; comparison; competitive_benchmarking; competitive_comparison
24,95,20,10.526316,0.09733,0.217371,0.134737,0.305999,currency_headwinds; economic_commentary; economic_policy_impact; federal_reserve_announcement; federal_reserve_intervention
48,55,12,6.315789,0.08779,0.22445,-0.027273,0.337614,initial_public_offering; ipo_announcement; ipo_arrangement; ipo_impact; ipo_market_trend
51,688,86,45.263158,0.08608,0.176615,-0.273692,0.400606,competition; competition_analysis; competition_and_privacy_changes; competition_expansion; competition_intensification
23,120,45,23.684211,0.085915,0.160083,0.034167,0.542448,businessSuspension; business_delegation; business_failure; business_model; business_model_analysis
59,1235,88,46.315789,0.081081,0.238906,0.047733,0.33482,etf_analysis; etf_comparison; etf_composition; etf_description; etf_focus
6,506,64,33.684211,0.078272,0.204996,0.347628,0.206046,business_update_and_dividend_growth; dividend_adjustment; dividend_analysis; dividend_announcement; dividend_announcement_and_share_repurchase
46,63,17,8.947368,0.078016,0.207793,0.615873,0.31883,profit_margin_increase; profitability_outlook; reduced_profit_forecast; revenue_forecast; revenue_growth
58,32,12,6.315789,0.071439,0.187878,0.415625,0.359782,catastrophe_loss_report; economic_data_release; industry_loss_report; market_share_report; portfolio_disclosure
2,1601,121,63.684211,0.062948,0.179693,0.578139,0.202537,blockchain_partnership; collaboration; industry_partnership; investment_partnership; partnership
32,659,96,50.526316,0.060783,0.175025,0.634294,0.248348,cyclical_stock_analysis; financial_analysis; former_penny_stocks; growth_stock_analysis; growth_stock_evaluation
