cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
41,4,4,2.105263,0.386362,0.105697,0.575,0.248747,artificial_intelligence_adoption; investment_in_ai; investment_in_artificial_intelligence
25,26,24,12.631579,0.361444,0.330657,-0.507692,0.350739,consumer_spending_decrease; economic_downturn; market_decline; market_plunge; pc_shipments_decline
49,14,11,5.789474,0.320202,0.283346,-0.428571,0.458925,export_restrictions; geopolitical_event; geopolitical_risk; geopolitical_tensions; tariff_impact
5,11,10,5.263158,0.314524,0.220015,0.109091,0.574384,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supply_agreement
38,51,39,20.526316,0.280067,0.224429,0.507843,0.394369,economic_forecast; economic_outlook; investment_outlook; long_term_outlook; market_cap_projection
36,25,20,10.526316,0.262414,0.261333,0.376,0.41979,asset_sale; buyout_interest; divestment; divesture; equity_raising
55,48,29,15.263158,0.255393,0.231263,0.241667,0.52075,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenges
21,14,12,6.315789,0.250781,0.266567,-0.407143,0.407894,advertising_pause; business_setback; company_response; contract_loss; customer_loss
45,8,4,2.105263,0.216391,0.33909,0.1,0.772981,innovation_hub_opening; new_exchange_launch; spin_off_announcement
14,31,22,11.578947,0.216351,0.251847,0.23871,0.45343,acquisition_rumor; acquisition_rumors; company_breakup; company_controversy; divestiture
8,10,4,2.105263,0.216233,0.271062,-0.21,0.53563,flexible_work_arrangements; labor_agreement; labor_dispute; labor_negotiations; workforce_reduction
43,9,7,3.684211,0.211811,0.127892,0.655556,0.275322,government_incentive; government_incentives; government_initiative; legislative_support; meeting_with_government
26,8,8,4.210526,0.207995,0.307471,0.075,0.463006,bankruptcy; debt_analysis; debt_offering; debt_origination_record; debt_refinancing
31,17,15,7.894737,0.197543,0.251771,0.464706,0.51671,after_hours_trading; bullish_trade; insider_buying; oversold_condition; record_trading_volume
57,26,23,12.105263,0.190748,0.214769,0.496154,0.2902,business_restructuring; business_strategy_shift; business_turnaround; company_transformation; consolidation
56,3,1,0.526316,0.181847,0.035662,0.6,0.141421,banking_sector_stability; banking_system_support
13,14,8,4.210526,0.18126,0.178021,-0.371429,0.490522,court_ruling; human_rights_hearing; lawsuit; lawsuit_settlement; litigation_settlement
28,36,22,11.578947,0.177126,0.302122,0.6,0.295334,analyst_rating; guru_rating; investment_rating; neutral_rating; rating_action
