cluster_id,fact_count,cluster_proportion,avg_attention_score,std_attention_score,weighted_attention_score,avg_sentiment,std_sentiment,sample_event_types
53,4195,0.161844,0.038838,0.148878,0.006286,0.527514,0.433271,cryptocurrency_market_fluctuation; cryptocurrency_market_movement; cryptocurrency_price_movement; market_analysis; market_commentary
59,1606,0.06196,0.06651,0.219187,0.004121,-0.005635,0.314323,etf_analysis; etf_comparison; etf_composition; etf_description; etf_focus
34,2540,0.097994,0.041844,0.151886,0.0041,0.235906,0.430759,industrial_policy; industry_analysis; industry_challenges; industry_concerns; industry_context
2,1617,0.062384,0.064835,0.184793,0.004045,0.59295,0.20669,blockchain_partnership; collaboration; industry_partnership; investment_partnership; partnership
4,3357,0.129514,0.026382,0.127291,0.003417,0.340959,0.479497,activist_investor; alternative_investment; competitive_investment; cryptocurrency_investment; esg_investing
10,1765,0.068094,0.046128,0.181794,0.003141,0.245779,0.386853,analyst_comment; analyst_commentary; analyst_coverage; analyst_coverage_initiation; analyst_downgrade
17,1440,0.055556,0.056517,0.150966,0.00314,0.376764,0.397863,acquisition_and_earnings_announcement; earnings_and_sales_report; earnings_announcement; earnings_announcement_and_acquisition; earnings_announcement_and_analyst_upgrade
51,677,0.026119,0.087147,0.180329,0.002276,-0.282275,0.395259,competition; competition_analysis; competition_and_privacy_changes; competition_expansion; competition_intensification
1,529,0.020409,0.104891,0.239817,0.002141,0.347543,0.238603,comparable_analysis; comparative_analysis; comparison; competitive_benchmarking; competitive_comparison
32,881,0.033989,0.055482,0.168566,0.001886,0.38933,0.519822,avoidance_of_stocks; cyclical_stock_analysis; financial_analysis; former_penny_stocks; growth_stock_analysis
6,556,0.021451,0.080799,0.215205,0.001733,0.391187,0.232003,business_update_and_dividend_growth; dividend_adjustment; dividend_analysis; dividend_announcement; dividend_announcement_and_share_repurchase
15,514,0.01983,0.056184,0.160211,0.001114,0.558171,0.192923,acquisition; acquisition_and_dividend; acquisition_and_expansion; acquisition_and_partnership; acquisition_and_restructuring
29,182,0.007022,0.15599,0.230476,0.001095,0.72033,0.174308,brand_performance; brand_recognition; counterfeit_product_removal; product_adoption; product_demand
9,293,0.011304,0.074082,0.142564,0.000837,-0.012799,0.769146,acquisitions_and_earnings_growth; earnings_analysis; earnings_and_demand_update; earnings_and_financials; earnings_and_rating_upgrade
37,412,0.015895,0.050916,0.177674,0.000809,0.423301,0.297548,confidence_vote; congressional_hearing; crisis_management; criticism; election_impact
38,91,0.003511,0.192566,0.236425,0.000676,0.474725,0.335564,economic_forecast; economic_outlook; investment_outlook; long_term_outlook; market_cap_projection
55,91,0.003511,0.189144,0.250542,0.000664,0.225275,0.41605,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenge
33,149,0.005748,0.115193,0.258795,0.000662,0.531879,0.457533,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
40,300,0.011574,0.056659,0.188832,0.000656,-0.250333,0.424146,asset_management_update; asset_under_management_update; assets_under_management_update; brokerage_update; brokerage_upgrade
