cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
41,4,4,2.105263,0.377171,0.114737,0.575,0.248747,artificial_intelligence_adoption; investment_in_ai; investment_in_artificial_intelligence
25,30,27,14.210526,0.329084,0.316599,-0.54,0.335261,consumer_spending_decrease; economic_downturn; industry_slowdown; market_decline; market_plunge
49,16,14,7.368421,0.296926,0.273502,-0.4375,0.429935,brexit_impact; export_restrictions; geopolitical_event; geopolitical_risk; geopolitical_tensions
36,29,24,12.631579,0.292232,0.286283,0.227586,0.461554,asset_divestiture; asset_sale; divestment; divesture; equity_raising
5,13,12,6.315789,0.283569,0.221953,0.123077,0.529374,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supply_agreement
45,11,6,3.157895,0.279792,0.314406,0.236364,0.699705,innovation_hub_opening; new_exchange_launch; promotion_launch; spin_off_announcement
43,19,11,5.789474,0.253224,0.156084,0.436842,0.559333,economic_stimulus; government_incentive; government_incentives; government_initiative; government_subsidy
21,13,11,5.789474,0.248843,0.271949,-0.253846,0.518304,advertising_pause; company_response; contract_loss; customer_loss; operations_resumption
26,15,12,6.315789,0.24349,0.247982,0.1,0.45607,bankruptcy; bond_issuance; bond_issue; bond_sale; debt_analysis
13,29,14,7.368421,0.204715,0.265861,-0.513793,0.436857,counterfeiting_scheme; court_ruling; dispute_resolution; human_rights_hearing; lawsuit
38,88,46,24.210526,0.195329,0.241664,0.481818,0.323087,economic_forecast; economic_outlook; investment_outlook; long_term_outlook; market_cap_projection
14,37,23,12.105263,0.189267,0.236973,0.275676,0.45938,acquisition_rumor; acquisition_rumors; company_breakup; company_controversy; divestiture
8,13,5,2.631579,0.186599,0.247037,0.015385,0.624926,flexible_work_arrangements; labor_agreement; labor_contract_agreement; labor_dispute; labor_negotiations
55,98,40,21.052632,0.186188,0.245437,0.247959,0.409138,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenge
56,3,1,0.526316,0.18322,0.034678,0.6,0.141421,banking_sector_stability; banking_system_support
31,22,19,10.0,0.172951,0.224697,0.45,0.528075,after_hours_trading; bullish_trade; insider_buying; oversold_condition; pre_market_trading
57,29,24,12.631579,0.170019,0.204335,0.531034,0.293732,business_restart; business_restart_plan; business_restructuring; business_resumption; business_strategy_shift
