cluster_id,fact_count,cluster_proportion,avg_attention_score,std_attention_score,weighted_attention_score,avg_sentiment,std_sentiment,sample_event_types
53,4165,0.160687,0.038981,0.149687,0.006264,0.528972,0.430701,cryptocurrency_market_fluctuation; cryptocurrency_market_movement; cryptocurrency_price_movement; market_analysis; market_commentary
59,1611,0.062153,0.066713,0.218692,0.004146,-0.004004,0.315261,etf_analysis; etf_comparison; etf_composition; etf_description; etf_focus
34,2545,0.098187,0.042072,0.152006,0.004131,0.236248,0.430725,industrial_policy; industry_analysis; industry_challenges; industry_concerns; industry_context
2,1565,0.060378,0.067219,0.187596,0.004059,0.575144,0.202482,blockchain_partnership; collaboration; industry_partnership; investment_partnership; partnership
4,3370,0.130015,0.025628,0.126422,0.003332,0.34224,0.47891,activist_investor; alternative_investment; cryptocurrency_investment; esg_investing; hedge_fund_positioning
10,1774,0.068441,0.046264,0.181433,0.003166,0.24876,0.387555,analyst_comment; analyst_commentary; analyst_coverage; analyst_coverage_initiation; analyst_downgrade
17,1375,0.053048,0.055154,0.153515,0.002926,0.360764,0.395213,acquisition_and_earnings_announcement; earnings_and_sales_report; earnings_announcement; earnings_announcement_and_acquisition; earnings_announcement_and_deal_uncertainty
51,684,0.026389,0.087135,0.179914,0.002299,-0.274854,0.399026,competition; competition_analysis; competition_and_privacy_changes; competition_expansion; competition_intensification
1,525,0.020255,0.104887,0.240057,0.002124,0.348,0.238449,comparable_analysis; comparative_analysis; comparison; competitive_benchmarking; competitive_comparison
32,888,0.034259,0.056053,0.167973,0.00192,0.393694,0.518036,cyclical_stock_analysis; financial_analysis; former_penny_stocks; growth_stock_analysis; growth_stock_evaluation
6,584,0.022531,0.077131,0.210698,0.001738,0.398288,0.228524,business_update_and_dividend_growth; dividend_adjustment; dividend_announcement; dividend_announcement_and_share_repurchase; dividend_comparison
15,531,0.020486,0.056925,0.15756,0.001166,0.563089,0.205648,acquisition; acquisition_and_dividend; acquisition_and_expansion; acquisition_and_partnership; acquisition_and_restructuring
29,204,0.00787,0.1431,0.224692,0.001126,0.715931,0.16051,brand_performance; brand_recognition; counterfeit_product_removal; product_adoption; product_demand
9,293,0.011304,0.074051,0.142345,0.000837,-0.004778,0.770385,acquisitions_and_earnings_growth; earnings_analysis; earnings_and_demand_update; earnings_and_financials; earnings_and_rating_upgrade
37,410,0.015818,0.050501,0.177723,0.000799,0.422195,0.296927,congressional_hearing; crisis_management; criticism; election_impact; government_investigation
33,155,0.00598,0.115547,0.255043,0.000691,0.53,0.457715,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
40,306,0.011806,0.057469,0.187295,0.000678,-0.234967,0.439756,asset_management_update; asset_under_management_update; assets_under_management_update; brokerage_update; brokerage_upgrade
38,89,0.003434,0.194068,0.238721,0.000666,0.485393,0.323013,economic_forecast; economic_outlook; investment_outlook; long_term_outlook; market_cap_projection
55,91,0.003511,0.184245,0.248421,0.000647,0.238462,0.406207,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenge
