cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
41,4,4,2.105263,0.379168,0.113154,0.575,0.248747,artificial_intelligence_adoption; investment_in_ai; investment_in_artificial_intelligence
25,32,29,15.263158,0.316404,0.313801,-0.5375,0.32476,consumer_spending_decrease; economic_downturn; housing_start_decline; industry_slowdown; market_decline
5,12,11,5.789474,0.298277,0.224964,0.158333,0.536126,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supply_agreement
49,17,14,7.368421,0.289159,0.269624,-0.458824,0.42573,brexit_impact; export_restrictions; geopolitical_event; geopolitical_risk; geopolitical_tensions
36,30,23,12.105263,0.283211,0.285971,0.34,0.453578,asset_divestiture; asset_sale; buyout_interest; divestment; divesture
43,16,9,4.736842,0.273809,0.158014,0.58125,0.397207,government_incentive; government_incentives; government_initiative; government_subsidy; legislative_support
45,12,7,3.684211,0.263028,0.304794,0.258333,0.673867,innovation_hub_opening; new_exchange_launch; promotion_launch; spin_off_announcement; store_design_launch
35,2,2,1.052632,0.258997,0.258997,0.5,0.1,licensing_agreement
26,14,11,5.789474,0.258791,0.250802,0.05,0.430531,bankruptcy; bond_issuance; bond_issue; bond_sale; debt_analysis
21,14,12,6.315789,0.249514,0.265301,-0.307143,0.527073,advertising_pause; business_setback; company_response; contract_loss; customer_loss
13,28,14,7.368421,0.216912,0.268037,-0.407143,0.527073,antitrust_investigation_closure; counterfeiting_scheme; court_ruling; dispute_resolution; human_rights_hearing
8,11,4,2.105263,0.208005,0.26191,-0.118182,0.587473,flexible_work_arrangements; labor_agreement; labor_contract_agreement; labor_dispute; labor_negotiations
38,92,48,25.263158,0.191376,0.236085,0.475,0.346214,bearish_outlook; economic_forecast; economic_outlook; investment_outlook; long_term_outlook
14,39,25,13.157895,0.182839,0.233054,0.335897,0.416633,acquisition_rumor; company_breakup; company_controversy; divestiture; merger
57,28,23,12.105263,0.182678,0.208362,0.471429,0.341067,business_restart; business_restart_plan; business_restructuring; business_resumption; business_strategy_shift
31,22,19,10.0,0.175618,0.224888,0.422727,0.513395,after_hours_trading; bullish_trade; contrarian_investment_call; insider_buying; oversold_condition
28,40,25,13.157895,0.167732,0.28662,0.5975,0.285909,analyst_rating; brand_loyalty_ranking; customer_loyalty_ranking; guru_rating; investment_rating
20,34,31,16.315789,0.16583,0.139992,0.573529,0.25473,adoption_expansion; benefit_expansion; business_expansion; delivery_expansion; expansion
7,12,12,6.315789,0.157793,0.119145,0.475,0.356195,automation_adoption; digital_transformation; disruption_and_innovation; menu_innovation; technical_milestone
55,111,38,20.0,0.157031,0.239426,0.138739,0.410047,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenge
56,4,2,1.052632,0.155108,0.056497,0.65,0.15,bank_performance; banking_sector_stability; banking_system_support
19,21,16,8.421053,0.147711,0.217531,0.690476,0.199773,business_recovery; economic_recovery; market_rebound; market_recovery; recovery
29,198,69,36.315789,0.143979,0.22623,0.710101,0.168996,brand_performance; brand_recognition; counterfeit_product_removal; product_adoption; product_demand
23,75,48,25.263158,0.139485,0.184089,0.382667,0.421228,businessSuspension; business_delegation; business_failure; business_model; business_model_analysis
3,22,15,7.894737,0.136763,0.126094,0.572727,0.427659,demand_surge; holiday_sales; holiday_sales_report; holiday_season_sales; new_purchase
12,8,7,3.684211,0.136635,0.087977,0.5,0.466369,climate_risk_disclosure; green_bond_issuance; renewable_energy_commitment; renewable_energy_initiative; renewable_energy_trend
11,11,9,4.736842,0.136427,0.149843,0.509091,0.477597,auction; bond_offering; contract_award; contract_ratification; deal_cancellation
30,14,8,4.210526,0.115857,0.096478,0.392857,0.612331,covid_19_impact; health_crisis_impact; pandemic_growth; pandemic_impact; pandemic_recovery
33,153,42,22.105263,0.11537,0.256205,0.537582,0.453501,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
27,39,8,4.210526,0.114593,0.240787,0.3,0.337411,index_composition; index_construction; index_inclusion; index_movement; market_index_movement
0,105,58,30.526316,0.114063,0.187147,0.767619,0.164748,business_growth; customer_growth; expansion_and_growth; growth_acceleration; growth_and_dividend
16,92,19,10.0,0.113004,0.271443,0.432609,0.351738,capital_increase_approval; capital_plan_announcement; capital_plan_approval; capital_raise_consideration; capital_return_plan
47,109,41,21.578947,0.108621,0.17772,0.277064,0.338543,executive_expectations_and_valuation; market_valuation; stock_valuation; undervaluation; undervaluation_analysis
1,522,90,47.368421,0.105395,0.241182,0.346935,0.23837,comparable_analysis; comparative_analysis; comparison; competitive_benchmarking; competitive_comparison
42,101,36,18.947368,0.103554,0.209022,-0.136634,0.525342,investment_and_partnership; partnership_acquisition; partnership_and_certifications; partnership_and_competition; partnership_and_expansion
24,93,21,11.052632,0.099362,0.219411,0.127957,0.295982,currency_headwinds; economic_commentary; economic_policy_impact; federal_reserve_announcement; federal_reserve_intervention
46,62,16,8.421053,0.093645,0.24138,0.587097,0.358529,profit_margin_increase; profitability_outlook; reduced_profit_forecast; revenue_forecast; revenue_growth
51,682,88,46.315789,0.086044,0.178712,-0.276246,0.398338,competition; competition_analysis; competition_and_privacy_changes; competition_expansion; competition_intensification
6,550,68,35.789474,0.080815,0.216453,0.389091,0.232436,business_update_and_dividend_growth; dividend_adjustment; dividend_analysis; dividend_announcement; dividend_announcement_and_share_repurchase
9,285,86,45.263158,0.073751,0.144674,-0.031053,0.765341,acquisitions_and_earnings_growth; earnings_analysis; earnings_and_demand_update; earnings_and_financials; earnings_and_rating_upgrade
58,32,12,6.315789,0.067718,0.18684,0.425,0.365718,catastrophe_loss_report; customer_satisfaction_report; economic_data_release; industry_loss_report; portfolio_disclosure
59,1602,93,48.947368,0.066239,0.219503,-0.008208,0.311879,etf_analysis; etf_comparison; etf_composition; etf_description; etf_focus
2,1601,124,65.263158,0.066132,0.185958,0.59138,0.205728,blockchain_partnership; collaboration; industry_partnership; investment_banking_partnership; investment_partnership
40,305,40,21.052632,0.057925,0.188497,-0.236066,0.435865,asset_management_update; asset_under_management_update; assets_under_management_update; brokerage_update; brokerage_upgrade
15,529,74,38.947368,0.056897,0.157974,0.565406,0.197321,acquisition; acquisition_and_dividend; acquisition_and_expansion; acquisition_and_partnership; acquisition_and_restructuring
17,1414,155,81.578947,0.056135,0.151791,0.36976,0.394678,acquisition_and_earnings_announcement; earnings_and_sales_report; earnings_announcement; earnings_announcement_and_acquisition; earnings_announcement_and_deal_uncertainty
32,872,104,54.736842,0.055101,0.169339,0.386927,0.520046,cyclical_stock_analysis; financial_analysis; former_penny_stocks; growth_stock_analysis; growth_stock_evaluation
22,280,35,18.421053,0.052848,0.170413,0.496429,0.265629,ceo_appointment; executive_appointment; executive_background; executive_change; executive_commentary
37,414,54,28.421053,0.050957,0.177617,0.422222,0.297232,congressional_hearing; crisis_management; criticism; election_aftermath; election_impact
10,1778,91,47.894737,0.046291,0.181206,0.249381,0.387287,analyst_comment; analyst_commentary; analyst_coverage; analyst_coverage_initiation; analyst_downgrade
18,42,12,6.315789,0.045461,0.095466,0.483333,0.265399,cloud_adoption; cloud_competition; cloud_computing_strategy; cryptocurrency_adoption; custom_chip_development
34,2543,125,65.789474,0.041949,0.152061,0.236256,0.42998,industrial_policy; industry_analysis; industry_challenges; industry_concerns; industry_context
53,4166,154,81.052632,0.039083,0.149676,0.528233,0.431445,cryptocurrency_market_fluctuation; cryptocurrency_market_movement; cryptocurrency_price_movement; market_analysis; market_commentary
54,89,5,2.631579,0.037707,0.156824,0.14382,0.227322,credit_agreement; credit_card_promotion; credit_card_switch; credit_quality_concerns; credit_rating_change
48,332,18,9.473684,0.031714,0.150311,0.439458,0.255028,initial_public_offering; ipo_announcement; ipo_arrangement; ipo_funding; ipo_impact
44,13,11,5.789474,0.026107,0.033066,0.430769,0.126398,high_options_trading_volume; options_contract_availability; options_contract_update; options_trading; options_trading_activity
