cluster_id,fact_count,cluster_proportion,avg_attention_score,std_attention_score,weighted_attention_score,avg_sentiment,std_sentiment,sample_event_types
53,190,0.035527,0.126266,0.228748,0.004486,-0.055,0.619328,market_analysis; market_commentary; market_entry; market_fluctuation; market_impact
34,139,0.025991,0.140614,0.238827,0.003655,0.602158,0.393923,industry_challenges; industry_concerns; industry_development; industry_group_performance; industry_outlook
2,382,0.071429,0.039478,0.160427,0.00282,0.339791,0.116843,partnership
59,458,0.085639,0.031389,0.152554,0.002688,-0.225655,0.179951,etf_holdings; etf_holdings_analysis; etf_inclusion; etf_inflow; etf_launch
10,621,0.116118,0.021462,0.128241,0.002492,-0.167472,0.174285,analyst_comment; analyst_commentary; analyst_downgrade; analyst_expectations; analyst_insight
4,1291,0.241399,0.009585,0.078714,0.002314,0.758637,0.110527,institutional_investment; investment; investment_advice; investment_analysis; investment_and_outlook
32,226,0.042259,0.048483,0.165769,0.002049,-0.317257,0.451363,financial_analysis; growth_stock_analysis; portfolio_performance; stock_opportunity; stock_performance
17,67,0.012528,0.162796,0.25444,0.00204,0.455224,0.353779,earnings_and_sales_report; earnings_announcement; earnings_report; upcoming_earnings
55,76,0.014211,0.10034,0.214351,0.001426,0.103947,0.369367,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_challenge; regulatory_change
29,21,0.003927,0.303403,0.21883,0.001191,0.614286,0.207676,counterfeit_product_removal; product_adoption; product_development; product_launch
6,56,0.010471,0.112756,0.29096,0.001181,0.746429,0.137535,dividend_announcement; dividend_growth; dividend_hike; dividend_increase; dividend_update
1,15,0.002805,0.401131,0.315801,0.001125,0.346667,0.252631,comparison; competitive_benchmarking; industry_comparison; investment_comparison; market_comparison
48,275,0.051421,0.02026,0.128072,0.001042,0.532364,0.059144,ipo_announcement; ipo_funding; ipo_investment; ipo_preparation; ipo_underwriting
47,63,0.01178,0.066748,0.173509,0.000786,0.122222,0.208886,executive_expectations_and_valuation; valuation_analysis; valuation_comparison; valuation_update
51,10,0.00187,0.399383,0.39983,0.000747,0.23,0.306757,competition; competition_risk; competitive_analysis; competitive_strategy; competitor_analysis
38,42,0.007853,0.085522,0.199435,0.000672,0.438095,0.241968,economic_forecast; economic_outlook; investment_outlook; market_outlook
9,137,0.025617,0.02591,0.114782,0.000664,-0.680292,0.406846,earnings_disappointment; earnings_estimate_revisions; earnings_expectation; earnings_forecast; earnings_forecast_revision
22,10,0.00187,0.320447,0.26602,0.000599,0.39,0.467868,executive_change; executive_commentary; executive_movement; executive_statement; executive_turnaround
13,11,0.002057,0.286965,0.361351,0.00059,-0.572727,0.388683,counterfeiting_scheme; dispute_resolution; lawsuit; money_laundering_allegations; patent_infringement_lawsuit
43,12,0.002244,0.259943,0.139503,0.000583,0.508333,0.403027,government_incentives; government_initiative; government_subsidy; legislation_passage; legislative_support
15,11,0.002057,0.244895,0.282969,0.000504,0.481818,0.361356,acquisition; acquisition_announcement; acquisition_approval; acquisition_completion; portfolio_acquisition
37,44,0.008227,0.057964,0.161511,0.000477,0.711364,0.284618,congressional_hearing; election_impact; election_influence; other; political_influence
46,6,0.001122,0.412481,0.42189,0.000463,0.3,0.743864,profitability_outlook; reduced_profit_forecast; revenue_estimate; revenue_growth_outlook; revenue_impact
50,73,0.01365,0.028457,0.141643,0.000388,0.523288,0.088396,award_or_recognition; award_recognition; conference_participation; diversity_initiative; promotional_campaign
36,5,0.000935,0.408506,0.340243,0.000382,-0.02,0.487442,asset_divestiture; share_repurchase_program; shareholder_update; stock_sales
26,7,0.001309,0.267745,0.133228,0.00035,-0.157143,0.406579,bond_issuance; bond_issue; bond_sale; financial_support; loan_deferrals
40,8,0.001496,0.222595,0.20175,0.000333,0.5625,0.282566,investment_portfolio_update; operational_update; portfolio_rebalancing; sector_upgrade; upgrade
45,3,0.000561,0.450416,0.117015,0.000253,0.6,0.141421,new_exchange_launch; promotion_launch
42,4,0.000748,0.328026,0.38826,0.000245,0.175,0.248747,partnership_expansion; partnership_loss; unsubstantiated_partnership_rumor
49,5,0.000935,0.247697,0.167242,0.000232,-0.42,0.331059,brexit_impact; export_restrictions; geopolitical_event; trade_restrictions
52,293,0.054787,0.003973,0.059067,0.000218,0.598294,0.02916,security_flaw_opportunity; security_patch
0,7,0.001309,0.158194,0.131284,0.000207,0.657143,0.474664,growth_challenges; growth_outlook; industry_growth; market_growth; product_growth
39,712,0.133134,0.0015,0.037533,0.0002,0.100702,0.018725,price_target; target_price_increase
20,5,0.000935,0.198927,0.172654,0.000186,0.72,0.146969,benefit_expansion; infrastructure_build_out; investment_expansion; market_expansion; product_expansion
16,4,0.000748,0.241331,0.174703,0.000181,0.425,0.248747,efficiency_ratio_improvement; financial_performance; funding_round
54,4,0.000748,0.219092,0.040909,0.000164,-0.45,0.55,credit_card_promotion; credit_rating_change
25,7,0.001309,0.122911,0.08378,0.000161,-0.657143,0.090351,housing_start_decline; industry_slowdown; market_decline; sector_downgrade_warning; stock_price_decrease
19,4,0.000748,0.18389,0.203518,0.000138,0.825,0.043301,market_recovery; recovery_progress; stock_recovery; turnaround_recovery
7,2,0.000374,0.3442,0.001211,0.000129,0.7,0.0,technology_transition
11,1,0.000187,0.556641,0.0,0.000104,0.5,0.0,potential_sale
35,1,0.000187,0.508212,0.0,9.5e-05,0.6,0.0,licensing_agreement
3,3,0.000561,0.163833,0.089014,9.2e-05,0.6,0.141421,sales Surge; sales_growth; sales_performance
33,5,0.000935,0.092691,0.058392,8.7e-05,0.73,0.107703,breakout; divergence_phenomenon; sector_rotation; technical_breakout; technical_indicators
31,4,0.000748,0.112505,0.051924,8.4e-05,0.3,0.587367,insider_buying; pre_market_trading; sell_signal; unusual_trading_volume
14,5,0.000935,0.084,0.024031,7.9e-05,0.56,0.205913,merger; merger_approval; merger_completion; potential_buyout; takeover_proposal
30,5,0.000935,0.073447,0.009969,6.9e-05,0.78,0.074833,vaccine_development; vaccine_speculation; vaccine_trial_results
24,2,0.000374,0.1507,0.079046,5.6e-05,0.75,0.05,inflation_slowdown; interest_rate_sensitive_benefits
57,4,0.000748,0.070079,0.00243,5.2e-05,0.825,0.043301,business_restart; business_restart_plan; business_resumption; turnaround_effort
12,2,0.000374,0.138585,0.071907,5.2e-05,0.8,0.0,renewable_energy_commitment; sustainability_efforts
23,3,0.000561,0.081187,0.019774,4.6e-05,0.266667,0.758654,business_failure; business_update; market_opportunity
