cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
41,4,4,2.105263,0.375484,0.109954,0.575,0.248747,artificial_intelligence_adoption; investment_in_ai; investment_in_artificial_intelligence
25,33,29,15.263158,0.308703,0.313118,-0.539394,0.31998,consumer_spending_decrease; economic_downturn; housing_start_decline; industry_slowdown; market_decline
36,27,23,12.105263,0.306485,0.289656,0.318519,0.442248,asset_divestiture; asset_sale; buyout_interest; divestment; divesture
49,17,14,7.368421,0.28893,0.267787,-0.458824,0.42573,brexit_impact; export_restrictions; geopolitical_event; geopolitical_risk; geopolitical_tensions
43,17,9,4.736842,0.272583,0.155066,0.482353,0.49851,government_incentives; government_initiative; government_subsidy; legislation_passage; legislative_support
5,14,12,6.315789,0.268257,0.222235,0.157143,0.553836,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supplier_change
27,17,8,4.210526,0.266328,0.306562,0.558824,0.377389,index_composition; index_construction; index_inclusion; index_movement; market_index_movement
45,12,7,3.684211,0.262103,0.306614,0.266667,0.677413,fund_launch; innovation_hub_opening; new_exchange_launch; promotion_launch; spin_off_announcement
35,2,2,1.052632,0.254106,0.254106,0.5,0.1,licensing_agreement
13,23,14,7.368421,0.240864,0.287856,-0.417391,0.464058,counterfeiting_scheme; court_ruling; dispute_resolution; human_rights_hearing; lawsuit
21,15,13,6.842105,0.237042,0.257304,-0.3,0.497996,advertising_pause; company_response; contract_loss; customer_loss; operations_resumption
26,16,13,6.842105,0.22914,0.238443,0.08125,0.475945,bankruptcy; bond_issuance; bond_issue; bond_sale; debt_analysis
8,12,5,2.631579,0.196641,0.252244,-0.041667,0.617061,flexible_work_arrangements; labor_agreement; labor_contract_agreement; labor_dispute; labor_negotiations
38,92,49,25.789474,0.19019,0.234861,0.495652,0.321904,economic_forecast; economic_outlook; investment_outlook; long_term_outlook; market_cap_projection
14,38,24,12.631579,0.185251,0.233032,0.286842,0.460647,acquisition_rumor; acquisition_rumors; company_breakup; company_controversy; divestiture
57,28,25,13.157895,0.180731,0.207961,0.485714,0.350219,business_model_shift; business_restart; business_restart_plan; business_restructuring; business_resumption
28,38,23,12.105263,0.172142,0.292045,0.592105,0.288719,analyst_rating; customer_loyalty_ranking; guru_rating; investment_rating; neutral_rating
31,23,19,10.0,0.171833,0.222269,0.447826,0.514037,after_hours_trading; bullish_trade; insider_buying; oversold_condition; pre_market_trading
55,111,38,20.0,0.160748,0.240985,0.146847,0.406661,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenge
20,36,31,16.315789,0.157179,0.139267,0.555556,0.252151,adoption_expansion; benefit_expansion; business_expansion; business_model_expansion; delivery_expansion
19,19,14,7.368421,0.157047,0.227626,0.678947,0.206675,business_recovery; economic_recovery; market_rebound; market_recovery; recession_resilience
29,185,74,38.947368,0.154849,0.228416,0.724595,0.171883,brand_performance; brand_recognition; counterfeit_product_removal; product_adoption; product_demand
11,11,9,4.736842,0.152493,0.151298,0.463636,0.481046,auction; bond_offering; contract_ratification; deal_cancellation; new_deals
7,14,14,7.368421,0.151255,0.109905,0.507143,0.347366,automation_adoption; digital_innovation; digital_transformation; disruption_and_innovation; menu_innovation
12,7,6,3.157895,0.145089,0.088835,0.485714,0.496929,climate_risk_disclosure; green_bond_issuance; renewable_energy_commitment; renewable_energy_initiative; sustainability_efforts
56,5,2,1.052632,0.144061,0.061646,0.68,0.146969,bank_performance; banking_sector_stability; banking_system_support
3,25,16,8.421053,0.125972,0.112341,0.596,0.407411,demand_surge; holiday_sales; holiday_sales_report; holiday_season_sales; new_purchase
30,13,8,4.210526,0.116957,0.092068,0.361538,0.624547,covid_19_impact; health_crisis_impact; pandemic_growth; pandemic_impact; pandemic_recovery
33,153,41,21.578947,0.116233,0.257455,0.536928,0.45305,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
0,105,58,30.526316,0.114685,0.186569,0.774286,0.165056,business_growth; cloud_services_growth; company_growth; expansion_and_growth; growth_acceleration
18,18,14,7.368421,0.114445,0.109804,0.488889,0.414848,big_data_focus; cloud_adoption; cloud_competition; cloud_computing_strategy; cryptocurrency_adoption
16,91,18,9.473684,0.113539,0.272945,0.428571,0.351538,capital_increase_approval; capital_plan_announcement; capital_plan_approval; capital_raise_consideration; cash_reserve
47,109,41,21.578947,0.1095,0.178014,0.277982,0.336838,executive_expectations_and_valuation; market_valuation; stock_valuation; undervaluation; undervaluation_analysis
24,93,21,11.052632,0.099792,0.220306,0.15914,0.300264,currency_headwinds; economic_commentary; federal_reserve_announcement; federal_reserve_intervention; federal_reserve_rate_hike
1,603,90,47.368421,0.091812,0.228488,0.319403,0.233451,comparable_analysis; comparative_analysis; comparison; competitive_benchmarking; competitive_comparison
46,67,21,11.052632,0.091038,0.231307,0.597015,0.350254,profit_margin_increase; profitability_outlook; reduced_profit_forecast; revenue_estimate; revenue_forecast
42,117,34,17.894737,0.087427,0.198802,-0.041026,0.535597,investment_and_partnership; partnership_acquisition; partnership_and_certifications; partnership_and_competition; partnership_and_expansion
51,674,88,46.315789,0.086801,0.180006,-0.279525,0.396269,competition; competition_analysis; competition_and_privacy_changes; competition_intensification; competition_performance
