cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
11,1,1,0.526316,0.556641,0.0,0.5,0.0,potential_sale
35,1,1,0.526316,0.508212,0.0,0.6,0.0,licensing_agreement
45,3,2,1.052632,0.450416,0.117015,0.6,0.141421,new_exchange_launch; promotion_launch
46,6,6,3.157895,0.412481,0.42189,0.3,0.743864,profitability_outlook; reduced_profit_forecast; revenue_estimate; revenue_growth_outlook; revenue_impact
36,5,5,2.631579,0.408506,0.340243,-0.02,0.487442,asset_divestiture; share_repurchase_program; shareholder_update; stock_sales
1,15,12,6.315789,0.401131,0.315801,0.346667,0.252631,comparison; competitive_benchmarking; industry_comparison; investment_comparison; market_comparison
51,10,8,4.210526,0.399383,0.39983,0.23,0.306757,competition; competition_risk; competitive_analysis; competitive_strategy; competitor_analysis
7,2,2,1.052632,0.3442,0.001211,0.7,0.0,technology_transition
42,4,4,2.105263,0.328026,0.38826,0.175,0.248747,partnership_expansion; partnership_loss; unsubstantiated_partnership_rumor
22,10,6,3.157895,0.320447,0.26602,0.39,0.467868,executive_change; executive_commentary; executive_movement; executive_statement; executive_turnaround
29,21,11,5.789474,0.303403,0.21883,0.614286,0.207676,counterfeit_product_removal; product_adoption; product_development; product_launch
13,11,5,2.631579,0.286965,0.361351,-0.572727,0.388683,counterfeiting_scheme; dispute_resolution; lawsuit; money_laundering_allegations; patent_infringement_lawsuit
26,7,4,2.105263,0.267745,0.133228,-0.157143,0.406579,bond_issuance; bond_issue; bond_sale; financial_support; loan_deferrals
43,12,4,2.105263,0.259943,0.139503,0.508333,0.403027,government_incentives; government_initiative; government_subsidy; legislation_passage; legislative_support
49,5,4,2.105263,0.247697,0.167242,-0.42,0.331059,brexit_impact; export_restrictions; geopolitical_event; trade_restrictions
15,11,8,4.210526,0.244895,0.282969,0.481818,0.361356,acquisition; acquisition_announcement; acquisition_approval; acquisition_completion; portfolio_acquisition
16,4,4,2.105263,0.241331,0.174703,0.425,0.248747,efficiency_ratio_improvement; financial_performance; funding_round
40,8,6,3.157895,0.222595,0.20175,0.5625,0.282566,investment_portfolio_update; operational_update; portfolio_rebalancing; sector_upgrade; upgrade
54,4,2,1.052632,0.219092,0.040909,-0.45,0.55,credit_card_promotion; credit_rating_change
20,5,5,2.631579,0.198927,0.172654,0.72,0.146969,benefit_expansion; infrastructure_build_out; investment_expansion; market_expansion; product_expansion
19,4,4,2.105263,0.18389,0.203518,0.825,0.043301,market_recovery; recovery_progress; stock_recovery; turnaround_recovery
