cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
41,4,4,2.105263,0.381899,0.102086,0.575,0.248747,artificial_intelligence_adoption; investment_in_ai; investment_in_artificial_intelligence
25,25,23,12.105263,0.345916,0.318689,-0.496,0.352681,consumer_spending_decrease; economic_downturn; market_decline; market_plunge; pc_shipments_decline
49,14,11,5.789474,0.318289,0.277288,-0.428571,0.458925,export_restrictions; geopolitical_event; geopolitical_risk; geopolitical_tensions; tariff_impact
5,12,10,5.263158,0.294467,0.231978,0.15,0.597913,demand_supply_mismatch; production_challenges; production_milestone; production_miss; supplier_change
38,55,43,22.631579,0.263823,0.219929,0.552727,0.361615,economic_forecast; economic_outlook; investment_outlook; long_term_outlook; market_cap_projection
55,46,28,14.736842,0.255673,0.231116,0.293478,0.507938,regulatory_action; regulatory_announcement; regulatory_approval; regulatory_call; regulatory_challenges
36,24,19,10.0,0.250147,0.266559,0.4625,0.366074,asset_sale; buyout_interest; divestment; divesture; equity_raising
21,14,12,6.315789,0.24421,0.260363,-0.385714,0.394348,advertising_pause; company_response; contract_loss; customer_loss; outage_impact_on_clients
43,8,6,3.157895,0.239111,0.142799,0.6375,0.286956,government_incentives; government_initiative; legislative_support; meeting_with_government; tax_credit_extension
8,10,4,2.105263,0.218525,0.270984,-0.21,0.53563,flexible_work_arrangements; labor_agreement; labor_dispute; labor_negotiations; workforce_reduction
13,12,9,4.736842,0.217935,0.186389,-0.25,0.559017,antitrust_investigation_closure; court_ruling; human_rights_hearing; lawsuit; lawsuit_settlement
45,8,4,2.105263,0.21656,0.339469,0.1,0.772981,innovation_hub_opening; menu_launch; new_exchange_launch; spin_off_announcement
57,22,21,11.052632,0.208968,0.223517,0.436364,0.275591,business_restructuring; business_strategy_shift; consolidation; corporate_restructuring; corporate_structure_change
14,34,22,11.578947,0.199319,0.242766,0.252941,0.474797,acquisition_rumor; acquisition_rumors; company_breakup; company_controversy; divestiture
26,9,9,4.736842,0.19779,0.292249,0.166667,0.385861,bankruptcy; debt_analysis; debt_offering; debt_origination_record; debt_refinancing
31,18,16,8.421053,0.189767,0.24543,0.483333,0.507992,after_hours_trading; bullish_trade; insider_buying; oversold_condition; record_trading_volume
56,3,1,0.526316,0.181296,0.033069,0.6,0.141421,banking_sector_stability; banking_system_support
19,17,12,6.315789,0.166594,0.23813,0.664706,0.21404,business_recovery; economic_recovery; market_rebound; market_recovery; recovery_potential
28,36,21,11.052632,0.166309,0.294168,0.580556,0.292327,analyst_rating; customer_loyalty_ranking; guru_rating; investment_rating; neutral_rating
11,12,10,5.263158,0.151075,0.150294,0.491667,0.469855,auction; bond_offering; contract_ratification; contract_win; deal_cancellation
20,34,27,14.210526,0.14814,0.128673,0.564706,0.26221,adoption_expansion; benefit_expansion; business_expansion; business_model_expansion; delivery_expansion
30,8,5,2.631579,0.147997,0.112976,0.1,0.672681,covid_19_impact; health_crisis_impact; pandemic_growth; pandemic_impact; pandemic_recovery
12,6,6,3.157895,0.140256,0.089119,0.4,0.5,climate_risk_disclosure; green_bond_issuance; renewable_energy_initiative; renewable_energy_trend; sustainability_initiative
29,192,65,34.210526,0.124606,0.211297,0.715104,0.168961,brand_performance; brand_recognition; product_adoption; product_demand; product_description
3,20,12,6.315789,0.122309,0.115327,0.57,0.443959,demand_surge; holiday_sales; holiday_sales_report; holiday_season_sales; new_purchase
0,94,50,26.315789,0.119553,0.195565,0.785106,0.095603,growth_acceleration; growth_and_dividend; growth_and_value_opportunity; growth_at_reasonable_price; growth_expansion
18,17,14,7.368421,0.117315,0.111654,0.411765,0.493347,big_data_focus; cloud_adoption; cloud_competition; cloud_computing_strategy; cloud_lag
33,148,38,20.0,0.116055,0.259637,0.521959,0.46616,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
9,152,74,38.947368,0.115643,0.151534,0.575329,0.472187,acquisitions_and_earnings_growth; earnings_analysis; earnings_and_demand_update; earnings_and_financials; earnings_and_rating_upgrade
